Line,Day,JourneyNumber,DepartureStation,ArrivalStation,ExpectedDepartureTime,ExpectedArrivalTime,RealDepartureTime,RealArrivalTime
14,17,20152,Tekniska högskolan,Bergshamra,2023-05-08 16:55:00,2023-05-08 17:00:00,2023-05-08 16:55:00,2023-05-08 17:00:33
14,17,20518,Bergshamra,Tekniska högskolan,2023-05-08 17:03:30,2023-05-08 17:09:30,2023-05-08 17:03:50,2023-05-08 17:09:30
14,17,20153,Tekniska högskolan,Bergshamra,2023-05-08 17:00:00,2023-05-08 17:05:00,2023-05-08 17:00:00,2023-05-08 17:05:13
14,17,20519,Bergshamra,Tekniska högskolan,2023-05-08 17:08:30,2023-05-08 17:14:30,2023-05-08 17:08:50,2023-05-08 17:14:30
14,17,20154,Tekniska högskolan,Bergshamra,2023-05-08 17:05:00,2023-05-08 17:10:00,2023-05-08 17:05:00,2023-05-08 17:10:00
14,17,20520,Bergshamra,Tekniska högskolan,2023-05-08 17:13:30,2023-05-08 17:19:30,2023-05-08 17:13:50,2023-05-08 17:19:30
14,17,20155,Tekniska högskolan,Bergshamra,2023-05-08 17:10:00,2023-05-08 17:15:00,2023-05-08 17:10:20,2023-05-08 17:15:15
14,17,20521,Bergshamra,Tekniska högskolan,2023-05-08 17:18:30,2023-05-08 17:24:30,2023-05-08 17:18:50,2023-05-08 17:24:30
14,17,20156,Tekniska högskolan,Bergshamra,2023-05-08 17:15:00,2023-05-08 17:20:00,2023-05-08 17:16:07,2023-05-08 17:21:16
14,17,20522,Bergshamra,Tekniska högskolan,2023-05-08 17:23:30,2023-05-08 17:29:30,2023-05-08 17:23:50,2023-05-08 17:29:30
14,17,20157,Tekniska högskolan,Bergshamra,2023-05-08 17:20:00,2023-05-08 17:25:00,2023-05-08 17:20:00,2023-05-08 17:25:57
14,17,20523,Bergshamra,Tekniska högskolan,2023-05-08 17:28:30,2023-05-08 17:34:30,2023-05-08 17:28:50,2023-05-08 17:34:30
14,17,20158,Tekniska högskolan,Bergshamra,2023-05-08 17:25:00,2023-05-08 17:30:00,2023-05-08 17:26:09,2023-05-08 17:31:50
14,17,20524,Bergshamra,Tekniska högskolan,2023-05-08 17:33:30,2023-05-08 17:39:30,2023-05-08 17:33:50,2023-05-08 17:39:30
14,17,20159,Tekniska högskolan,Bergshamra,2023-05-08 17:30:00,2023-05-08 17:35:00,2023-05-08 17:30:27,2023-05-08 17:35:35
14,17,20525,Bergshamra,Tekniska högskolan,2023-05-08 17:38:30,2023-05-08 17:44:30,2023-05-08 17:38:50,2023-05-08 17:44:30
14,17,20160,Tekniska högskolan,Bergshamra,2023-05-08 17:35:00,2023-05-08 17:40:00,2023-05-08 17:35:25,2023-05-08 17:40:34
14,17,20526,Bergshamra,Tekniska högskolan,2023-05-08 17:43:30,2023-05-08 17:49:30,2023-05-08 17:43:50,2023-05-08 17:49:30
14,17,20161,Tekniska högskolan,Bergshamra,2023-05-08 17:40:00,2023-05-08 17:45:00,2023-05-08 17:40:24,2023-05-08 17:45:22
14,17,20527,Bergshamra,Tekniska högskolan,2023-05-08 17:48:30,2023-05-08 17:54:30,2023-05-08 17:48:50,2023-05-08 17:54:30
14,17,20162,Tekniska högskolan,Bergshamra,2023-05-08 17:45:00,2023-05-08 17:50:00,2023-05-08 17:45:23,2023-05-08 17:51:07
14,17,20528,Bergshamra,Tekniska högskolan,2023-05-08 17:53:30,2023-05-08 17:59:30,2023-05-08 17:53:50,2023-05-08 17:59:30
14,17,20163,Tekniska högskolan,Bergshamra,2023-05-08 17:50:00,2023-05-08 17:55:00,2023-05-08 17:50:35,2023-05-08 17:55:23
11,17,30011,Solna Centrum,T-Centralen,2023-05-08 07:06:15,2023-05-08 07:16:00,2023-05-08 07:07:15,2023-05-08 07:16:17
11,17,30442,T-Centralen,Solna Centrum,2023-05-08 07:04:30,2023-05-08 07:13:45,2023-05-08 07:04:32,2023-05-08 07:13:45
11,17,30012,Solna Centrum,T-Centralen,2023-05-08 07:14:15,2023-05-08 07:24:00,2023-05-08 07:14:53,2023-05-08 07:24:00
11,17,30443,T-Centralen,Solna Centrum,2023-05-08 07:12:30,2023-05-08 07:21:45,2023-05-08 07:12:30,2023-05-08 07:22:28
11,17,30013,Solna Centrum,T-Centralen,2023-05-08 07:22:15,2023-05-08 07:32:00,2023-05-08 07:22:42,2023-05-08 07:32:00
11,17,30444,T-Centralen,Solna Centrum,2023-05-08 07:20:30,2023-05-08 07:29:45,2023-05-08 07:20:30,2023-05-08 07:29:45
11,17,30014,Solna Centrum,T-Centralen,2023-05-08 07:29:45,2023-05-08 07:39:30,2023-05-08 07:30:29,2023-05-08 07:39:30
11,17,30015,Solna Centrum,T-Centralen,2023-05-08 07:37:15,2023-05-08 07:47:00,2023-05-08 07:37:42,2023-05-08 07:47:00
11,17,30445,T-Centralen,Solna Centrum,2023-05-08 07:28:30,2023-05-08 07:37:45,2023-05-08 07:28:30,2023-05-08 07:37:45
11,17,30016,Solna Centrum,T-Centralen,2023-05-08 07:44:00,2023-05-08 07:54:00,2023-05-08 07:45:04,2023-05-08 07:54:40
11,17,30446,T-Centralen,Solna Centrum,2023-05-08 07:36:30,2023-05-08 07:45:45,2023-05-08 07:36:30,2023-05-08 07:45:45
11,17,30017,Solna Centrum,T-Centralen,2023-05-08 07:51:00,2023-05-08 08:01:00,2023-05-08 07:51:10,2023-05-08 08:01:00
11,17,30447,T-Centralen,Solna Centrum,2023-05-08 07:44:00,2023-05-08 07:53:15,2023-05-08 07:44:00,2023-05-08 07:53:15
11,17,30018,Solna Centrum,T-Centralen,2023-05-08 07:58:00,2023-05-08 08:08:00,2023-05-08 07:58:57,2023-05-08 08:09:00
11,17,30448,T-Centralen,Solna Centrum,2023-05-08 07:51:00,2023-05-08 08:00:15,2023-05-08 07:51:00,2023-05-08 08:00:15
11,17,30019,Solna Centrum,T-Centralen,2023-05-08 08:05:00,2023-05-08 08:15:00,2023-05-08 08:05:54,2023-05-08 08:15:09
11,17,30449,T-Centralen,Solna Centrum,2023-05-08 07:58:00,2023-05-08 08:07:15,2023-05-08 07:58:00,2023-05-08 08:07:15
11,17,30020,Solna Centrum,T-Centralen,2023-05-08 08:12:00,2023-05-08 08:22:00,2023-05-08 08:13:04,2023-05-08 08:22:25
11,17,30450,T-Centralen,Solna Centrum,2023-05-08 08:05:00,2023-05-08 08:14:15,2023-05-08 08:05:00,2023-05-08 08:14:15
11,17,30021,Solna Centrum,T-Centralen,2023-05-08 08:19:00,2023-05-08 08:29:00,2023-05-08 08:19:00,2023-05-08 08:30:23
11,17,30451,T-Centralen,Solna Centrum,2023-05-08 08:12:00,2023-05-08 08:21:15,2023-05-08 08:12:00,2023-05-08 08:21:46
11,17,30022,Solna Centrum,T-Centralen,2023-05-08 08:26:00,2023-05-08 08:36:00,2023-05-08 08:26:09,2023-05-08 08:36:00
11,17,30452,T-Centralen,Solna Centrum,2023-05-08 08:19:00,2023-05-08 08:28:15,2023-05-08 08:19:00,2023-05-08 08:28:15
11,17,30023,Solna Centrum,T-Centralen,2023-05-08 08:33:00,2023-05-08 08:43:00,2023-05-08 08:34:55,2023-05-08 08:44:38
11,17,30453,T-Centralen,Solna Centrum,2023-05-08 08:26:00,2023-05-08 08:35:15,2023-05-08 08:26:00,2023-05-08 08:35:56
11,17,30024,Solna Centrum,T-Centralen,2023-05-08 08:40:00,2023-05-08 08:50:00,2023-05-08 08:41:00,2023-05-08 08:51:03
11,17,30454,T-Centralen,Solna Centrum,2023-05-08 08:33:00,2023-05-08 08:42:15,2023-05-08 08:33:00,2023-05-08 08:42:15
11,17,30025,Solna Centrum,T-Centralen,2023-05-08 08:47:00,2023-05-08 08:57:00,2023-05-08 08:47:27,2023-05-08 08:57:00
11,17,30455,T-Centralen,Solna Centrum,2023-05-08 08:40:00,2023-05-08 08:49:15,2023-05-08 08:40:34,2023-05-08 08:49:47
11,17,30456,T-Centralen,Solna Centrum,2023-05-08 08:47:00,2023-05-08 08:56:15,2023-05-08 08:48:19,2023-05-08 08:57:15
11,17,30076,Solna Centrum,T-Centralen,2023-05-08 16:00:30,2023-05-08 16:10:30,2023-05-08 16:00:57,2023-05-08 16:10:30
11,17,30077,Solna Centrum,T-Centralen,2023-05-08 16:07:30,2023-05-08 16:17:30,2023-05-08 16:07:57,2023-05-08 16:18:31
11,17,30503,T-Centralen,Solna Centrum,2023-05-08 16:00:30,2023-05-08 16:09:45,2023-05-08 16:00:30,2023-05-08 16:10:44
11,17,30078,Solna Centrum,T-Centralen,2023-05-08 16:14:30,2023-05-08 16:24:30,2023-05-08 16:15:34,2023-05-08 16:24:59
11,17,30504,T-Centralen,Solna Centrum,2023-05-08 16:07:30,2023-05-08 16:16:45,2023-05-08 16:07:30,2023-05-08 16:17:21
11,17,30079,Solna Centrum,T-Centralen,2023-05-08 16:21:30,2023-05-08 16:31:30,2023-05-08 16:21:57,2023-05-08 16:31:59
11,17,30505,T-Centralen,Solna Centrum,2023-05-08 16:14:30,2023-05-08 16:23:45,2023-05-08 16:14:30,2023-05-08 16:23:45
11,17,30080,Solna Centrum,T-Centralen,2023-05-08 16:28:30,2023-05-08 16:38:30,2023-05-08 16:28:57,2023-05-08 16:39:16
11,17,30506,T-Centralen,Solna Centrum,2023-05-08 16:21:30,2023-05-08 16:30:45,2023-05-08 16:21:30,2023-05-08 16:31:29
11,17,30081,Solna Centrum,T-Centralen,2023-05-08 16:35:30,2023-05-08 16:45:30,2023-05-08 16:35:59,2023-05-08 16:45:30
11,17,30507,T-Centralen,Solna Centrum,2023-05-08 16:28:30,2023-05-08 16:37:45,2023-05-08 16:28:30,2023-05-08 16:37:45
11,17,30082,Solna Centrum,T-Centralen,2023-05-08 16:42:30,2023-05-08 16:52:30,2023-05-08 16:43:43,2023-05-08 16:52:58
11,17,30508,T-Centralen,Solna Centrum,2023-05-08 16:35:30,2023-05-08 16:44:45,2023-05-08 16:35:30,2023-05-08 16:44:45
11,17,30083,Solna Centrum,T-Centralen,2023-05-08 16:49:30,2023-05-08 16:59:30,2023-05-08 16:49:57,2023-05-08 16:59:30
11,17,30509,T-Centralen,Solna Centrum,2023-05-08 16:42:30,2023-05-08 16:51:45,2023-05-08 16:42:30,2023-05-08 16:51:45
11,17,30084,Solna Centrum,T-Centralen,2023-05-08 16:56:30,2023-05-08 17:06:30,2023-05-08 16:56:51,2023-05-08 17:06:45
11,17,30510,T-Centralen,Solna Centrum,2023-05-08 16:49:30,2023-05-08 16:58:45,2023-05-08 16:49:30,2023-05-08 16:58:45
11,17,30085,Solna Centrum,T-Centralen,2023-05-08 17:03:30,2023-05-08 17:13:30,2023-05-08 17:03:57,2023-05-08 17:13:49
11,17,30511,T-Centralen,Solna Centrum,2023-05-08 16:56:30,2023-05-08 17:05:45,2023-05-08 16:56:30,2023-05-08 17:05:45
11,17,30086,Solna Centrum,T-Centralen,2023-05-08 17:10:30,2023-05-08 17:20:30,2023-05-08 17:10:57,2023-05-08 17:22:34
11,17,30512,T-Centralen,Solna Centrum,2023-05-08 17:03:30,2023-05-08 17:12:45,2023-05-08 17:03:30,2023-05-08 17:12:45
11,17,30087,Solna Centrum,T-Centralen,2023-05-08 17:17:30,2023-05-08 17:27:30,2023-05-08 17:17:57,2023-05-08 17:27:30
11,17,30513,T-Centralen,Solna Centrum,2023-05-08 17:10:30,2023-05-08 17:19:45,2023-05-08 17:10:30,2023-05-08 17:19:45
11,17,30088,Solna Centrum,T-Centralen,2023-05-08 17:24:30,2023-05-08 17:34:30,2023-05-08 17:24:57,2023-05-08 17:34:30
11,17,30514,T-Centralen,Solna Centrum,2023-05-08 17:17:30,2023-05-08 17:26:45,2023-05-08 17:17:30,2023-05-08 17:26:45
11,17,30089,Solna Centrum,T-Centralen,2023-05-08 17:31:30,2023-05-08 17:41:30,2023-05-08 17:31:57,2023-05-08 17:41:30
11,17,30515,T-Centralen,Solna Centrum,2023-05-08 17:24:30,2023-05-08 17:33:45,2023-05-08 17:24:30,2023-05-08 17:33:45
11,17,30090,Solna Centrum,T-Centralen,2023-05-08 17:38:30,2023-05-08 17:48:30,2023-05-08 17:38:57,2023-05-08 17:49:38
11,17,30516,T-Centralen,Solna Centrum,2023-05-08 17:31:30,2023-05-08 17:40:45,2023-05-08 17:31:30,2023-05-08 17:40:45
11,17,30091,Solna Centrum,T-Centralen,2023-05-08 17:45:30,2023-05-08 17:55:30,2023-05-08 17:45:57,2023-05-08 17:55:30
11,17,30517,T-Centralen,Solna Centrum,2023-05-08 17:38:30,2023-05-08 17:47:45,2023-05-08 17:38:30,2023-05-08 17:47:45
11,17,30518,T-Centralen,Solna Centrum,2023-05-08 17:45:30,2023-05-08 17:54:45,2023-05-08 17:45:30,2023-05-08 17:54:45
10,17,30181,Fridhemsplan,T-Centralen,2023-05-08 07:00:00,2023-05-08 07:04:00,2023-05-08 07:00:50,2023-05-08 07:04:00
19,17,10670,Fridhemsplan,T-Centralen,2023-05-08 07:00:45,2023-05-08 07:09:00,2023-05-08 07:00:45,2023-05-08 07:09:00
10,17,30315,T-Centralen,Fridhemsplan,2023-05-08 07:00:30,2023-05-08 07:03:30,2023-05-08 07:00:30,2023-05-08 07:03:32
17,17,11134,Fridhemsplan,T-Centralen,2023-05-08 07:03:45,2023-05-08 07:12:00,2023-05-08 07:04:00,2023-05-08 07:12:00
11,17,30010,Fridhemsplan,T-Centralen,2023-05-08 07:04:00,2023-05-08 07:08:00,2023-05-08 07:04:05,2023-05-08 07:08:00
18,17,10671,Fridhemsplan,T-Centralen,2023-05-08 07:06:45,2023-05-08 07:15:00,2023-05-08 07:07:38,2023-05-08 07:15:46
11,17,30442,T-Centralen,Fridhemsplan,2023-05-08 07:04:30,2023-05-08 07:07:30,2023-05-08 07:04:32,2023-05-08 07:08:05
10,17,30182,Fridhemsplan,T-Centralen,2023-05-08 07:07:45,2023-05-08 07:12:00,2023-05-08 07:08:20,2023-05-08 07:12:00
19,17,10112,Fridhemsplan,T-Centralen,2023-05-08 07:08:45,2023-05-08 07:17:00,2023-05-08 07:09:09,2023-05-08 07:17:05
19,17,10865,T-Centralen,Fridhemsplan,2023-05-08 07:02:00,2023-05-08 07:09:00,2023-05-08 07:02:00,2023-05-08 07:09:00
17,17,10996,T-Centralen,Fridhemsplan,2023-05-08 07:04:00,2023-05-08 07:11:00,2023-05-08 07:04:00,2023-05-08 07:11:31
18,17,10672,Fridhemsplan,T-Centralen,2023-05-08 07:11:15,2023-05-08 07:19:30,2023-05-08 07:11:15,2023-05-08 07:19:30
10,17,30316,T-Centralen,Fridhemsplan,2023-05-08 07:08:30,2023-05-08 07:11:30,2023-05-08 07:08:30,2023-05-08 07:12:01
11,17,30011,Fridhemsplan,T-Centralen,2023-05-08 07:11:45,2023-05-08 07:16:00,2023-05-08 07:12:44,2023-05-08 07:16:17
17,17,11248,Fridhemsplan,T-Centralen,2023-05-08 07:13:15,2023-05-08 07:21:30,2023-05-08 07:13:15,2023-05-08 07:21:30
18,17,10322,T-Centralen,Fridhemsplan,2023-05-08 07:06:30,2023-05-08 07:13:30,2023-05-08 07:06:30,2023-05-08 07:14:17
19,17,10673,Fridhemsplan,T-Centralen,2023-05-08 07:15:15,2023-05-08 07:23:30,2023-05-08 07:15:15,2023-05-08 07:23:30
11,17,30443,T-Centralen,Fridhemsplan,2023-05-08 07:12:30,2023-05-08 07:15:30,2023-05-08 07:12:30,2023-05-08 07:16:01
10,17,30183,Fridhemsplan,T-Centralen,2023-05-08 07:15:45,2023-05-08 07:20:00,2023-05-08 07:16:44,2023-05-08 07:20:00
19,17,10539,T-Centralen,Fridhemsplan,2023-05-08 07:09:00,2023-05-08 07:16:00,2023-05-08 07:09:00,2023-05-08 07:16:18
18,17,11135,Fridhemsplan,T-Centralen,2023-05-08 07:17:15,2023-05-08 07:25:30,2023-05-08 07:17:15,2023-05-08 07:25:30
17,17,10997,T-Centralen,Fridhemsplan,2023-05-08 07:12:00,2023-05-08 07:19:00,2023-05-08 07:12:00,2023-05-08 07:19:42
17,17,10674,Fridhemsplan,T-Centralen,2023-05-08 07:19:15,2023-05-08 07:27:30,2023-05-08 07:19:15,2023-05-08 07:27:30
10,17,30317,T-Centralen,Fridhemsplan,2023-05-08 07:16:30,2023-05-08 07:19:30,2023-05-08 07:16:30,2023-05-08 07:19:47
11,17,30012,Fridhemsplan,T-Centralen,2023-05-08 07:19:45,2023-05-08 07:24:00,2023-05-08 07:20:13,2023-05-08 07:24:00
18,17,11249,Fridhemsplan,T-Centralen,2023-05-08 07:21:15,2023-05-08 07:29:30,2023-05-08 07:21:16,2023-05-08 07:29:30
18,17,10323,T-Centralen,Fridhemsplan,2023-05-08 07:15:00,2023-05-08 07:22:00,2023-05-08 07:15:00,2023-05-08 07:22:35
19,17,10675,Fridhemsplan,T-Centralen,2023-05-08 07:22:45,2023-05-08 07:31:30,2023-05-08 07:23:02,2023-05-08 07:31:30
11,17,30444,T-Centralen,Fridhemsplan,2023-05-08 07:20:30,2023-05-08 07:23:30,2023-05-08 07:20:30,2023-05-08 07:24:01
10,17,30184,Fridhemsplan,T-Centralen,2023-05-08 07:23:45,2023-05-08 07:28:00,2023-05-08 07:25:15,2023-05-08 07:28:31
17,17,11136,Fridhemsplan,T-Centralen,2023-05-08 07:24:45,2023-05-08 07:33:30,2023-05-08 07:24:45,2023-05-08 07:33:30
17,17,10998,T-Centralen,Fridhemsplan,2023-05-08 07:18:00,2023-05-08 07:25:00,2023-05-08 07:18:00,2023-05-08 07:25:41
18,17,10113,Fridhemsplan,T-Centralen,2023-05-08 07:26:45,2023-05-08 07:35:30,2023-05-08 07:26:51,2023-05-08 07:35:30
10,17,30318,T-Centralen,Fridhemsplan,2023-05-08 07:24:30,2023-05-08 07:27:30,2023-05-08 07:24:30,2023-05-08 07:27:47
11,17,30013,Fridhemsplan,T-Centralen,2023-05-08 07:27:45,2023-05-08 07:32:00,2023-05-08 07:28:04,2023-05-08 07:32:00
19,17,10540,T-Centralen,Fridhemsplan,2023-05-08 07:21:00,2023-05-08 07:28:00,2023-05-08 07:21:00,2023-05-08 07:28:48
17,17,10676,Fridhemsplan,T-Centralen,2023-05-08 07:28:45,2023-05-08 07:37:30,2023-05-08 07:28:45,2023-05-08 07:37:30
18,17,10324,T-Centralen,Fridhemsplan,2023-05-08 07:23:30,2023-05-08 07:30:30,2023-05-08 07:23:30,2023-05-08 07:30:30
19,17,11250,Fridhemsplan,T-Centralen,2023-05-08 07:30:45,2023-05-08 07:39:30,2023-05-08 07:31:54,2023-05-08 07:39:51
11,17,30445,T-Centralen,Fridhemsplan,2023-05-08 07:28:30,2023-05-08 07:31:30,2023-05-08 07:28:30,2023-05-08 07:32:01
10,17,30185,Fridhemsplan,T-Centralen,2023-05-08 07:31:45,2023-05-08 07:36:00,2023-05-08 07:32:13,2023-05-08 07:36:00
18,17,10677,Fridhemsplan,T-Centralen,2023-05-08 07:32:45,2023-05-08 07:41:30,2023-05-08 07:44:54,2023-05-08 07:54:05
17,17,10999,T-Centralen,Fridhemsplan,2023-05-08 07:26:00,2023-05-08 07:33:00,2023-05-08 07:26:00,2023-05-08 07:33:00
19,17,11137,Fridhemsplan,T-Centralen,2023-05-08 07:34:45,2023-05-08 07:43:30,2023-05-08 07:41:32,2023-05-08 07:49:12
11,17,30014,Fridhemsplan,T-Centralen,2023-05-08 07:35:15,2023-05-08 07:39:30,2023-05-08 07:36:00,2023-05-08 07:39:30
10,17,30319,T-Centralen,Fridhemsplan,2023-05-08 07:32:30,2023-05-08 07:35:30,2023-05-08 07:32:30,2023-05-08 07:35:47
19,17,10541,T-Centralen,Fridhemsplan,2023-05-08 07:29:00,2023-05-08 07:36:00,2023-05-08 07:29:00,2023-05-08 07:36:24
17,17,10114,Fridhemsplan,T-Centralen,2023-05-08 07:36:45,2023-05-08 07:45:30,2023-05-08 07:38:13,2023-05-08 07:45:51
19,17,10856,T-Centralen,Fridhemsplan,2023-05-08 07:31:30,2023-05-08 07:39:00,2023-05-08 07:31:30,2023-05-08 07:39:00
19,17,10678,Fridhemsplan,T-Centralen,2023-05-08 07:39:15,2023-05-08 07:48:00,2023-05-08 07:46:42,2023-05-08 07:55:11
10,17,30186,Fridhemsplan,T-Centralen,2023-05-08 07:39:15,2023-05-08 07:43:30,2023-05-08 07:41:06,2023-05-08 07:44:10
11,17,30446,T-Centralen,Fridhemsplan,2023-05-08 07:36:30,2023-05-08 07:39:30,2023-05-08 07:36:30,2023-05-08 07:40:01
18,17,10325,T-Centralen,Fridhemsplan,2023-05-08 07:34:00,2023-05-08 07:41:30,2023-05-08 07:34:00,2023-05-08 07:41:30
18,17,11251,Fridhemsplan,T-Centralen,2023-05-08 07:41:45,2023-05-08 07:50:30,2023-05-08 07:43:06,2023-05-08 07:50:47
11,17,30015,Fridhemsplan,T-Centralen,2023-05-08 07:42:45,2023-05-08 07:47:00,2023-05-08 07:43:11,2023-05-08 07:47:00
10,17,30320,T-Centralen,Fridhemsplan,2023-05-08 07:40:00,2023-05-08 07:43:00,2023-05-08 07:40:00,2023-05-08 07:43:17
17,17,11000,T-Centralen,Fridhemsplan,2023-05-08 07:36:30,2023-05-08 07:44:00,2023-05-08 07:36:30,2023-05-08 07:44:11
17,17,10679,Fridhemsplan,T-Centralen,2023-05-08 07:44:15,2023-05-08 07:53:00,2023-05-08 07:51:23,2023-05-08 08:00:18
10,17,30187,Fridhemsplan,T-Centralen,2023-05-08 07:46:00,2023-05-08 07:50:30,2023-05-08 07:46:00,2023-05-08 07:50:30
19,17,10542,T-Centralen,Fridhemsplan,2023-05-08 07:39:00,2023-05-08 07:46:30,2023-05-08 07:39:00,2023-05-08 07:46:30
19,17,11138,Fridhemsplan,T-Centralen,2023-05-08 07:46:45,2023-05-08 07:55:30,2023-05-08 07:46:45,2023-05-08 07:57:07
11,17,30447,T-Centralen,Fridhemsplan,2023-05-08 07:44:00,2023-05-08 07:47:00,2023-05-08 07:44:00,2023-05-08 07:47:31
19,17,10543,T-Centralen,Fridhemsplan,2023-05-08 07:41:30,2023-05-08 07:49:00,2023-05-08 07:41:30,2023-05-08 07:49:00
17,17,10115,Fridhemsplan,T-Centralen,2023-05-08 07:49:15,2023-05-08 07:58:00,2023-05-08 07:49:55,2023-05-08 07:58:37
11,17,30016,Fridhemsplan,T-Centralen,2023-05-08 07:49:30,2023-05-08 07:54:00,2023-05-08 07:50:42,2023-05-08 07:54:40
10,17,30321,T-Centralen,Fridhemsplan,2023-05-08 07:47:30,2023-05-08 07:50:30,2023-05-08 07:47:30,2023-05-08 07:51:10
18,17,10680,Fridhemsplan,T-Centralen,2023-05-08 07:51:15,2023-05-08 08:00:00,2023-05-08 07:52:46,2023-05-08 08:02:21
18,17,10326,T-Centralen,Fridhemsplan,2023-05-08 07:44:00,2023-05-08 07:51:30,2023-05-08 07:44:00,2023-05-08 07:51:30
10,17,30188,Fridhemsplan,T-Centralen,2023-05-08 07:53:00,2023-05-08 07:57:30,2023-05-08 07:53:28,2023-05-08 07:57:30
19,17,11252,Fridhemsplan,T-Centralen,2023-05-08 07:53:45,2023-05-08 08:02:30,2023-05-08 07:54:40,2023-05-08 08:04:00
11,17,30448,T-Centralen,Fridhemsplan,2023-05-08 07:51:00,2023-05-08 07:54:00,2023-05-08 07:51:00,2023-05-08 07:54:31
17,17,11001,T-Centralen,Fridhemsplan,2023-05-08 07:46:30,2023-05-08 07:54:00,2023-05-08 07:46:30,2023-05-08 07:54:19
17,17,11139,Fridhemsplan,T-Centralen,2023-05-08 07:56:15,2023-05-08 08:05:00,2023-05-08 08:01:16,2023-05-08 08:10:29
11,17,30017,Fridhemsplan,T-Centralen,2023-05-08 07:56:30,2023-05-08 08:01:00,2023-05-08 07:57:19,2023-05-08 08:01:00
19,17,10544,T-Centralen,Fridhemsplan,2023-05-08 07:49:00,2023-05-08 07:56:30,2023-05-08 07:49:00,2023-05-08 07:56:30
10,17,30322,T-Centralen,Fridhemsplan,2023-05-08 07:54:30,2023-05-08 07:57:30,2023-05-08 07:54:30,2023-05-08 07:57:47
18,17,10327,T-Centralen,Fridhemsplan,2023-05-08 07:51:00,2023-05-08 07:58:30,2023-05-08 07:51:00,2023-05-08 07:58:30
18,17,10681,Fridhemsplan,T-Centralen,2023-05-08 07:58:45,2023-05-08 08:07:30,2023-05-08 08:09:12,2023-05-08 08:17:24
10,17,30189,Fridhemsplan,T-Centralen,2023-05-08 08:00:00,2023-05-08 08:04:30,2023-05-08 08:00:20,2023-05-08 08:04:30
17,17,11002,T-Centralen,Fridhemsplan,2023-05-08 07:53:00,2023-05-08 08:00:30,2023-05-08 07:53:00,2023-05-08 08:00:30
11,17,30449,T-Centralen,Fridhemsplan,2023-05-08 07:58:00,2023-05-08 08:01:00,2023-05-08 07:58:00,2023-05-08 08:01:31
18,17,10116,Fridhemsplan,T-Centralen,2023-05-08 08:01:15,2023-05-08 08:10:00,2023-05-08 08:01:15,2023-05-08 08:10:00
19,17,10545,T-Centralen,Fridhemsplan,2023-05-08 07:55:00,2023-05-08 08:02:30,2023-05-08 07:55:00,2023-05-08 08:03:03
11,17,30018,Fridhemsplan,T-Centralen,2023-05-08 08:03:30,2023-05-08 08:08:00,2023-05-08 08:05:23,2023-05-08 08:09:00
19,17,10682,Fridhemsplan,T-Centralen,2023-05-08 08:03:45,2023-05-08 08:12:30,2023-05-08 08:03:45,2023-05-08 08:12:30
10,17,30323,T-Centralen,Fridhemsplan,2023-05-08 08:01:30,2023-05-08 08:04:30,2023-05-08 08:01:30,2023-05-08 08:04:48
18,17,10328,T-Centralen,Fridhemsplan,2023-05-08 07:57:00,2023-05-08 08:04:30,2023-05-08 07:57:00,2023-05-08 08:05:00
17,17,11253,Fridhemsplan,T-Centralen,2023-05-08 08:06:15,2023-05-08 08:15:00,2023-05-08 08:06:15,2023-05-08 08:15:00
19,17,10546,T-Centralen,Fridhemsplan,2023-05-08 07:59:00,2023-05-08 08:06:30,2023-05-08 07:59:05,2023-05-08 08:07:25
10,17,30190,Fridhemsplan,T-Centralen,2023-05-08 08:07:00,2023-05-08 08:11:30,2023-05-08 08:07:10,2023-05-08 08:11:30
11,17,30450,T-Centralen,Fridhemsplan,2023-05-08 08:05:00,2023-05-08 08:08:00,2023-05-08 08:05:00,2023-05-08 08:08:31
17,17,11003,T-Centralen,Fridhemsplan,2023-05-08 08:01:00,2023-05-08 08:08:30,2023-05-08 08:01:00,2023-05-08 08:08:41
18,17,10683,Fridhemsplan,T-Centralen,2023-05-08 08:08:45,2023-05-08 08:17:30,2023-05-08 08:11:29,2023-05-08 08:18:54
11,17,30019,Fridhemsplan,T-Centralen,2023-05-08 08:10:30,2023-05-08 08:15:00,2023-05-08 08:11:32,2023-05-08 08:15:09
18,17,10329,T-Centralen,Fridhemsplan,2023-05-08 08:03:00,2023-05-08 08:10:30,2023-05-08 08:03:15,2023-05-08 08:11:43
19,17,10117,Fridhemsplan,T-Centralen,2023-05-08 08:10:45,2023-05-08 08:19:30,2023-05-08 08:13:18,2023-05-08 08:19:30
10,17,30324,T-Centralen,Fridhemsplan,2023-05-08 08:08:30,2023-05-08 08:11:30,2023-05-08 08:08:30,2023-05-08 08:11:47
19,17,10547,T-Centralen,Fridhemsplan,2023-05-08 08:05:00,2023-05-08 08:12:30,2023-05-08 08:05:00,2023-05-08 08:13:06
19,17,10684,Fridhemsplan,T-Centralen,2023-05-08 08:12:45,2023-05-08 08:21:30,2023-05-08 08:14:48,2023-05-08 08:22:36
10,17,30191,Fridhemsplan,T-Centralen,2023-05-08 08:14:00,2023-05-08 08:18:30,2023-05-08 08:14:28,2023-05-08 08:18:30
19,17,10857,T-Centralen,Fridhemsplan,2023-05-08 08:07:00,2023-05-08 08:14:30,2023-05-08 08:07:52,2023-05-08 08:15:05
