Line,Day,JourneyNumber,DepartureStation,ArrivalStation,ExpectedDepartureTime,ExpectedArrivalTime,RealDepartureTime,RealArrivalTime
10,5,36131,Fridhemsplan,T-Centralen,2023-04-23 08:48:00,2023-04-23 08:52:00,2023-04-23 08:48:41,2023-04-23 08:52:01
11,5,36013,Fridhemsplan,T-Centralen,2023-04-23 08:53:00,2023-04-23 08:57:00,2023-04-23 08:53:39,2023-04-23 08:57:00
17,5,16905,T-Centralen,Fridhemsplan,2023-04-23 08:45:00,2023-04-23 08:52:30,2023-04-23 08:46:03,2023-04-23 08:52:33
11,5,36338,T-Centralen,Fridhemsplan,2023-04-23 08:50:30,2023-04-23 08:53:30,2023-04-23 08:50:30,2023-04-23 08:53:57
18,5,16301,T-Centralen,Fridhemsplan,2023-04-23 08:51:00,2023-04-23 08:58:30,2023-04-23 08:51:03,2023-04-23 08:59:27
10,5,36237,T-Centralen,Fridhemsplan,2023-04-23 08:55:30,2023-04-23 08:58:30,2023-04-23 08:55:30,2023-04-23 08:58:56
17,5,17102,Fridhemsplan,T-Centralen,2023-04-23 16:00:45,2023-04-23 16:09:00,2023-04-23 16:00:45,2023-04-23 16:09:00
11,5,36056,Fridhemsplan,T-Centralen,2023-04-23 16:03:00,2023-04-23 16:07:00,2023-04-23 16:03:21,2023-04-23 16:07:00
11,5,36381,T-Centralen,Fridhemsplan,2023-04-23 16:00:30,2023-04-23 16:03:30,2023-04-23 16:00:30,2023-04-23 16:04:29
19,5,16149,Fridhemsplan,T-Centralen,2023-04-23 16:03:45,2023-04-23 16:12:00,2023-04-23 16:03:57,2023-04-23 16:12:00
18,5,16669,Fridhemsplan,T-Centralen,2023-04-23 16:07:15,2023-04-23 16:15:30,2023-04-23 16:07:15,2023-04-23 16:15:30
18,5,16344,T-Centralen,Fridhemsplan,2023-04-23 16:00:00,2023-04-23 16:07:30,2023-04-23 16:00:27,2023-04-23 16:07:43
10,5,36175,Fridhemsplan,T-Centralen,2023-04-23 16:08:00,2023-04-23 16:12:00,2023-04-23 16:08:35,2023-04-23 16:12:00
10,5,36280,T-Centralen,Fridhemsplan,2023-04-23 16:05:30,2023-04-23 16:08:30,2023-04-23 16:05:30,2023-04-23 16:08:56
17,5,16948,T-Centralen,Fridhemsplan,2023-04-23 16:03:00,2023-04-23 16:10:30,2023-04-23 16:03:00,2023-04-23 16:10:43
17,5,17103,Fridhemsplan,T-Centralen,2023-04-23 16:10:45,2023-04-23 16:19:00,2023-04-23 16:10:49,2023-04-23 16:19:00
11,5,36057,Fridhemsplan,T-Centralen,2023-04-23 16:13:00,2023-04-23 16:17:00,2023-04-23 16:13:54,2023-04-23 16:17:00
19,5,16150,Fridhemsplan,T-Centralen,2023-04-23 16:13:45,2023-04-23 16:22:00,2023-04-23 16:13:48,2023-04-23 16:22:00
11,5,36382,T-Centralen,Fridhemsplan,2023-04-23 16:10:30,2023-04-23 16:13:30,2023-04-23 16:11:02,2023-04-23 16:15:02
19,5,16561,T-Centralen,Fridhemsplan,2023-04-23 16:06:30,2023-04-23 16:14:00,2023-04-23 16:06:30,2023-04-23 16:14:00
18,5,16670,Fridhemsplan,T-Centralen,2023-04-23 16:17:15,2023-04-23 16:25:30,2023-04-23 16:17:17,2023-04-23 16:25:30
18,5,16345,T-Centralen,Fridhemsplan,2023-04-23 16:10:00,2023-04-23 16:17:30,2023-04-23 16:10:30,2023-04-23 16:18:02
10,5,36176,Fridhemsplan,T-Centralen,2023-04-23 16:18:00,2023-04-23 16:22:00,2023-04-23 16:18:13,2023-04-23 16:22:00
10,5,36281,T-Centralen,Fridhemsplan,2023-04-23 16:15:30,2023-04-23 16:18:30,2023-04-23 16:15:30,2023-04-23 16:18:56
17,5,16949,T-Centralen,Fridhemsplan,2023-04-23 16:13:00,2023-04-23 16:20:30,2023-04-23 16:13:00,2023-04-23 16:20:34
17,5,17104,Fridhemsplan,T-Centralen,2023-04-23 16:20:45,2023-04-23 16:29:00,2023-04-23 16:20:49,2023-04-23 16:29:00
11,5,36058,Fridhemsplan,T-Centralen,2023-04-23 16:23:00,2023-04-23 16:27:00,2023-04-23 16:23:21,2023-04-23 16:27:00
19,5,16151,Fridhemsplan,T-Centralen,2023-04-23 16:23:45,2023-04-23 16:32:00,2023-04-23 16:23:45,2023-04-23 16:32:00
11,5,36383,T-Centralen,Fridhemsplan,2023-04-23 16:20:30,2023-04-23 16:23:30,2023-04-23 16:21:02,2023-04-23 16:24:25
19,5,16562,T-Centralen,Fridhemsplan,2023-04-23 16:16:30,2023-04-23 16:24:00,2023-04-23 16:16:47,2023-04-23 16:24:26
18,5,16671,Fridhemsplan,T-Centralen,2023-04-23 16:27:15,2023-04-23 16:35:30,2023-04-23 16:27:15,2023-04-23 16:35:30
18,5,16346,T-Centralen,Fridhemsplan,2023-04-23 16:20:00,2023-04-23 16:27:30,2023-04-23 16:20:00,2023-04-23 16:27:30
10,5,36177,Fridhemsplan,T-Centralen,2023-04-23 16:28:00,2023-04-23 16:32:00,2023-04-23 16:29:09,2023-04-23 16:32:34
10,5,36282,T-Centralen,Fridhemsplan,2023-04-23 16:25:30,2023-04-23 16:28:30,2023-04-23 16:25:30,2023-04-23 16:28:56
17,5,16950,T-Centralen,Fridhemsplan,2023-04-23 16:23:00,2023-04-23 16:30:30,2023-04-23 16:23:00,2023-04-23 16:30:30
17,5,17105,Fridhemsplan,T-Centralen,2023-04-23 16:30:45,2023-04-23 16:39:00,2023-04-23 16:30:49,2023-04-23 16:39:00
11,5,36059,Fridhemsplan,T-Centralen,2023-04-23 16:33:00,2023-04-23 16:37:00,2023-04-23 16:33:21,2023-04-23 16:37:00
19,5,16152,Fridhemsplan,T-Centralen,2023-04-23 16:33:45,2023-04-23 16:42:00,2023-04-23 16:33:45,2023-04-23 16:42:00
11,5,36384,T-Centralen,Fridhemsplan,2023-04-23 16:30:30,2023-04-23 16:33:30,2023-04-23 16:30:30,2023-04-23 16:33:57
19,5,16563,T-Centralen,Fridhemsplan,2023-04-23 16:26:30,2023-04-23 16:34:00,2023-04-23 16:26:30,2023-04-23 16:34:00
18,5,16672,Fridhemsplan,T-Centralen,2023-04-23 16:37:15,2023-04-23 16:45:30,2023-04-23 16:37:15,2023-04-23 16:45:30
18,5,16347,T-Centralen,Fridhemsplan,2023-04-23 16:30:00,2023-04-23 16:37:30,2023-04-23 16:30:05,2023-04-23 16:37:38
10,5,36178,Fridhemsplan,T-Centralen,2023-04-23 16:38:00,2023-04-23 16:42:00,2023-04-23 16:38:35,2023-04-23 16:42:00
10,5,36283,T-Centralen,Fridhemsplan,2023-04-23 16:35:30,2023-04-23 16:38:30,2023-04-23 16:35:30,2023-04-23 16:38:56
17,5,16951,T-Centralen,Fridhemsplan,2023-04-23 16:33:00,2023-04-23 16:40:30,2023-04-23 16:33:00,2023-04-23 16:40:34
17,5,17106,Fridhemsplan,T-Centralen,2023-04-23 16:40:45,2023-04-23 16:49:00,2023-04-23 16:40:49,2023-04-23 16:49:00
11,5,36060,Fridhemsplan,T-Centralen,2023-04-23 16:43:00,2023-04-23 16:47:00,2023-04-23 16:43:21,2023-04-23 16:47:00
19,5,16153,Fridhemsplan,T-Centralen,2023-04-23 16:43:45,2023-04-23 16:52:00,2023-04-23 16:43:45,2023-04-23 16:52:00
11,5,36385,T-Centralen,Fridhemsplan,2023-04-23 16:40:30,2023-04-23 16:43:30,2023-04-23 16:40:30,2023-04-23 16:43:57
19,5,16564,T-Centralen,Fridhemsplan,2023-04-23 16:36:30,2023-04-23 16:44:00,2023-04-23 16:36:30,2023-04-23 16:44:00
19,5,16562,Globen,T-Centralen,2023-04-23 16:05:00,2023-04-23 16:16:30,2023-04-23 16:05:41,2023-04-23 16:16:47
19,5,16148,T-Centralen,Globen,2023-04-23 16:02:00,2023-04-23 16:12:30,2023-04-23 16:02:00,2023-04-23 16:14:22
19,5,16563,Globen,T-Centralen,2023-04-23 16:15:00,2023-04-23 16:26:30,2023-04-23 16:15:00,2023-04-23 16:26:30
19,5,16149,T-Centralen,Globen,2023-04-23 16:12:00,2023-04-23 16:22:30,2023-04-23 16:12:00,2023-04-23 16:22:35
19,5,16564,Globen,T-Centralen,2023-04-23 16:25:00,2023-04-23 16:36:30,2023-04-23 16:25:00,2023-04-23 16:36:30
19,5,16150,T-Centralen,Globen,2023-04-23 16:22:00,2023-04-23 16:32:30,2023-04-23 16:22:00,2023-04-23 16:32:30
19,5,16565,Globen,T-Centralen,2023-04-23 16:35:00,2023-04-23 16:46:30,2023-04-23 16:35:00,2023-04-23 16:46:30
19,5,16151,T-Centralen,Globen,2023-04-23 16:32:00,2023-04-23 16:42:30,2023-04-23 16:32:00,2023-04-23 16:42:30
14,5,26352,Bergshamra,T-Centralen,2023-04-23 16:05:45,2023-04-23 16:17:30,2023-04-23 16:06:17,2023-04-23 16:17:30
14,5,26353,Bergshamra,T-Centralen,2023-04-23 16:09:15,2023-04-23 16:21:00,2023-04-23 16:09:34,2023-04-23 16:21:00
14,5,26154,T-Centralen,Bergshamra,2023-04-23 16:01:00,2023-04-23 16:12:00,2023-04-23 16:01:49,2023-04-23 16:13:08
14,5,26063,T-Centralen,Bergshamra,2023-04-23 16:04:30,2023-04-23 16:15:30,2023-04-23 16:04:56,2023-04-23 16:15:30
14,5,26354,Bergshamra,T-Centralen,2023-04-23 16:15:45,2023-04-23 16:27:30,2023-04-23 16:16:04,2023-04-23 16:28:01
14,5,26355,Bergshamra,T-Centralen,2023-04-23 16:19:15,2023-04-23 16:31:00,2023-04-23 16:20:30,2023-04-23 16:31:42
14,5,26155,T-Centralen,Bergshamra,2023-04-23 16:11:00,2023-04-23 16:22:00,2023-04-23 16:11:19,2023-04-23 16:22:11
14,5,28356,T-Centralen,Bergshamra,2023-04-23 16:14:29,2023-04-23 16:25:29,2023-04-23 16:14:29,2023-04-23 16:25:29
14,5,26064,T-Centralen,Bergshamra,2023-04-23 16:14:30,2023-04-23 16:25:30,2023-04-23 16:14:31,2023-04-23 16:25:30
14,5,26356,Bergshamra,T-Centralen,2023-04-23 16:25:45,2023-04-23 16:37:30,2023-04-23 16:26:38,2023-04-23 16:37:50
14,5,26357,Bergshamra,T-Centralen,2023-04-23 16:29:15,2023-04-23 16:41:00,2023-04-23 16:29:34,2023-04-23 16:41:00
14,5,26156,T-Centralen,Bergshamra,2023-04-23 16:21:00,2023-04-23 16:32:00,2023-04-23 16:21:12,2023-04-23 16:32:42
14,5,26065,T-Centralen,Bergshamra,2023-04-23 16:24:30,2023-04-23 16:35:30,2023-04-23 16:26:19,2023-04-23 16:37:31
14,5,26358,Bergshamra,T-Centralen,2023-04-23 16:35:45,2023-04-23 16:47:30,2023-04-23 16:36:04,2023-04-23 16:47:30
14,5,26359,Bergshamra,T-Centralen,2023-04-23 16:39:15,2023-04-23 16:51:00,2023-04-23 16:39:15,2023-04-23 16:51:00
14,5,26157,T-Centralen,Bergshamra,2023-04-23 16:31:00,2023-04-23 16:42:00,2023-04-23 16:31:17,2023-04-23 16:42:09
14,5,26066,T-Centralen,Bergshamra,2023-04-23 16:34:30,2023-04-23 16:45:30,2023-04-23 16:34:47,2023-04-23 16:45:41
14,5,26158,T-Centralen,Bergshamra,2023-04-23 16:41:00,2023-04-23 16:52:00,2023-04-23 16:41:00,2023-04-23 16:52:00
11,5,36337,Fridhemsplan,Solna Centrum,2023-04-23 08:43:30,2023-04-23 08:49:15,2023-04-23 08:43:57,2023-04-23 08:49:17
11,5,36013,Solna Centrum,Fridhemsplan,2023-04-23 08:47:45,2023-04-23 08:53:00,2023-04-23 08:48:13,2023-04-23 08:53:39
11,5,36338,Fridhemsplan,Solna Centrum,2023-04-23 08:53:30,2023-04-23 08:59:15,2023-04-23 08:53:57,2023-04-23 08:59:17
11,5,36381,Fridhemsplan,Solna Centrum,2023-04-23 16:03:30,2023-04-23 16:09:30,2023-04-23 16:04:29,2023-04-23 16:10:39
11,5,36057,Solna Centrum,Fridhemsplan,2023-04-23 16:07:30,2023-04-23 16:13:00,2023-04-23 16:07:30,2023-04-23 16:13:54
11,5,36382,Fridhemsplan,Solna Centrum,2023-04-23 16:13:30,2023-04-23 16:19:30,2023-04-23 16:15:02,2023-04-23 16:20:47
11,5,36058,Solna Centrum,Fridhemsplan,2023-04-23 16:17:30,2023-04-23 16:23:00,2023-04-23 16:17:30,2023-04-23 16:23:21
11,5,36383,Fridhemsplan,Solna Centrum,2023-04-23 16:23:30,2023-04-23 16:29:30,2023-04-23 16:24:25,2023-04-23 16:30:07
11,5,36059,Solna Centrum,Fridhemsplan,2023-04-23 16:27:30,2023-04-23 16:33:00,2023-04-23 16:27:30,2023-04-23 16:33:21
11,5,36384,Fridhemsplan,Solna Centrum,2023-04-23 16:33:30,2023-04-23 16:39:30,2023-04-23 16:33:57,2023-04-23 16:39:34
11,5,36060,Solna Centrum,Fridhemsplan,2023-04-23 16:37:30,2023-04-23 16:43:00,2023-04-23 16:37:30,2023-04-23 16:43:21
30,5,21558,Solna Centrum,Globen,2023-04-23 16:00:00,2023-04-23 16:38:30,2023-04-23 16:00:07,2023-04-23 16:38:30
19,5,16562,Globen,Fridhemsplan,2023-04-23 16:05:00,2023-04-23 16:24:00,2023-04-23 16:05:41,2023-04-23 16:24:26
19,5,16563,Globen,Fridhemsplan,2023-04-23 16:15:00,2023-04-23 16:34:00,2023-04-23 16:15:00,2023-04-23 16:34:00
19,5,16149,Fridhemsplan,Globen,2023-04-23 16:03:45,2023-04-23 16:22:30,2023-04-23 16:03:57,2023-04-23 16:22:35
19,5,16564,Globen,Fridhemsplan,2023-04-23 16:25:00,2023-04-23 16:44:00,2023-04-23 16:25:00,2023-04-23 16:44:00
19,5,16150,Fridhemsplan,Globen,2023-04-23 16:13:45,2023-04-23 16:32:30,2023-04-23 16:13:48,2023-04-23 16:32:30
19,5,16151,Fridhemsplan,Globen,2023-04-23 16:23:45,2023-04-23 16:42:30,2023-04-23 16:23:45,2023-04-23 16:42:30
14,6,28392,T-Centralen,Tekniska högskolan,2023-04-24 06:55:21,2023-04-24 07:01:21,2023-04-24 07:00:36,2023-04-24 07:07:09
14,6,20073,T-Centralen,Tekniska högskolan,2023-04-24 06:59:00,2023-04-24 07:05:00,2023-04-24 07:00:51,2023-04-24 07:06:30
14,6,20074,T-Centralen,Tekniska högskolan,2023-04-24 07:04:00,2023-04-24 07:10:00,2023-04-24 07:04:46,2023-04-24 07:10:35
14,6,20075,T-Centralen,Tekniska högskolan,2023-04-24 07:09:00,2023-04-24 07:15:00,2023-04-24 07:09:58,2023-04-24 07:15:38
14,6,20397,Tekniska högskolan,T-Centralen,2023-04-24 07:04:45,2023-04-24 07:11:00,2023-04-24 07:04:45,2023-04-24 07:11:00
14,6,20076,T-Centralen,Tekniska högskolan,2023-04-24 07:14:00,2023-04-24 07:20:00,2023-04-24 07:14:23,2023-04-24 07:20:00
14,6,20398,Tekniska högskolan,T-Centralen,2023-04-24 07:09:45,2023-04-24 07:16:00,2023-04-24 07:10:09,2023-04-24 07:16:00
14,6,20077,T-Centralen,Tekniska högskolan,2023-04-24 07:19:00,2023-04-24 07:25:00,2023-04-24 07:19:41,2023-04-24 07:25:28
14,6,20399,Tekniska högskolan,T-Centralen,2023-04-24 07:14:45,2023-04-24 07:21:00,2023-04-24 07:15:12,2023-04-24 07:21:14
14,6,20078,T-Centralen,Tekniska högskolan,2023-04-24 07:24:00,2023-04-24 07:30:00,2023-04-24 07:25:17,2023-04-24 07:30:47
14,6,20400,Tekniska högskolan,T-Centralen,2023-04-24 07:19:45,2023-04-24 07:26:00,2023-04-24 07:20:11,2023-04-24 07:26:00
14,6,20079,T-Centralen,Tekniska högskolan,2023-04-24 07:29:00,2023-04-24 07:35:00,2023-04-24 07:29:06,2023-04-24 07:35:00
14,6,20401,Tekniska högskolan,T-Centralen,2023-04-24 07:24:45,2023-04-24 07:31:00,2023-04-24 07:25:07,2023-04-24 07:31:00
14,6,20080,T-Centralen,Tekniska högskolan,2023-04-24 07:34:00,2023-04-24 07:40:00,2023-04-24 07:35:43,2023-04-24 07:41:33
14,6,20402,Tekniska högskolan,T-Centralen,2023-04-24 07:29:30,2023-04-24 07:36:00,2023-04-24 07:29:58,2023-04-24 07:36:00
14,6,20081,T-Centralen,Tekniska högskolan,2023-04-24 07:39:00,2023-04-24 07:45:00,2023-04-24 07:39:22,2023-04-24 07:45:30
14,6,20403,Tekniska högskolan,T-Centralen,2023-04-24 07:34:30,2023-04-24 07:41:00,2023-04-24 07:34:57,2023-04-24 07:41:00
14,6,20082,T-Centralen,Tekniska högskolan,2023-04-24 07:44:00,2023-04-24 07:50:00,2023-04-24 07:44:49,2023-04-24 07:51:12
14,6,20404,Tekniska högskolan,T-Centralen,2023-04-24 07:39:30,2023-04-24 07:46:00,2023-04-24 07:39:30,2023-04-24 07:46:00
14,6,20083,T-Centralen,Tekniska högskolan,2023-04-24 07:49:00,2023-04-24 07:55:00,2023-04-24 07:49:35,2023-04-24 07:55:25
14,6,20405,Tekniska högskolan,T-Centralen,2023-04-24 07:44:30,2023-04-24 07:51:00,2023-04-24 07:44:53,2023-04-24 07:51:36
14,6,20084,T-Centralen,Tekniska högskolan,2023-04-24 07:54:00,2023-04-24 08:00:00,2023-04-24 07:55:37,2023-04-24 08:01:34
14,6,20406,Tekniska högskolan,T-Centralen,2023-04-24 07:49:30,2023-04-24 07:56:00,2023-04-24 07:49:30,2023-04-24 07:56:00
14,6,20085,T-Centralen,Tekniska högskolan,2023-04-24 07:59:00,2023-04-24 08:05:00,2023-04-24 08:00:10,2023-04-24 08:05:53
14,6,20407,Tekniska högskolan,T-Centralen,2023-04-24 07:54:30,2023-04-24 08:01:00,2023-04-24 07:55:02,2023-04-24 08:01:00
14,6,20086,T-Centralen,Tekniska högskolan,2023-04-24 08:04:00,2023-04-24 08:10:00,2023-04-24 08:04:23,2023-04-24 08:10:44
14,6,20408,Tekniska högskolan,T-Centralen,2023-04-24 07:59:30,2023-04-24 08:06:00,2023-04-24 08:00:31,2023-04-24 08:06:26
14,6,20087,T-Centralen,Tekniska högskolan,2023-04-24 08:09:00,2023-04-24 08:15:00,2023-04-24 08:09:31,2023-04-24 08:15:54
14,6,20409,Tekniska högskolan,T-Centralen,2023-04-24 08:04:30,2023-04-24 08:11:00,2023-04-24 08:04:30,2023-04-24 08:11:00
14,6,20088,T-Centralen,Tekniska högskolan,2023-04-24 08:14:00,2023-04-24 08:20:00,2023-04-24 08:14:00,2023-04-24 08:20:00
14,6,20410,Tekniska högskolan,T-Centralen,2023-04-24 08:09:30,2023-04-24 08:16:00,2023-04-24 08:10:01,2023-04-24 08:16:00
14,6,20089,T-Centralen,Tekniska högskolan,2023-04-24 08:19:00,2023-04-24 08:25:00,2023-04-24 08:19:43,2023-04-24 08:26:03
14,6,20411,Tekniska högskolan,T-Centralen,2023-04-24 08:14:30,2023-04-24 08:21:00,2023-04-24 08:14:30,2023-04-24 08:21:35
14,6,20090,T-Centralen,Tekniska högskolan,2023-04-24 08:24:00,2023-04-24 08:30:00,2023-04-24 08:25:03,2023-04-24 08:31:10
14,6,20412,Tekniska högskolan,T-Centralen,2023-04-24 08:19:30,2023-04-24 08:26:00,2023-04-24 08:20:17,2023-04-24 08:26:00
14,6,20091,T-Centralen,Tekniska högskolan,2023-04-24 08:29:00,2023-04-24 08:35:00,2023-04-24 08:30:36,2023-04-24 08:37:02
14,6,20413,Tekniska högskolan,T-Centralen,2023-04-24 08:24:30,2023-04-24 08:31:00,2023-04-24 08:24:30,2023-04-24 08:31:00
14,6,20092,T-Centralen,Tekniska högskolan,2023-04-24 08:34:00,2023-04-24 08:40:00,2023-04-24 08:34:36,2023-04-24 08:41:07
14,6,20414,Tekniska högskolan,T-Centralen,2023-04-24 08:29:30,2023-04-24 08:36:00,2023-04-24 08:29:50,2023-04-24 08:36:00
14,6,20093,T-Centralen,Tekniska högskolan,2023-04-24 08:39:00,2023-04-24 08:45:00,2023-04-24 08:39:27,2023-04-24 08:45:55
14,6,20415,Tekniska högskolan,T-Centralen,2023-04-24 08:34:30,2023-04-24 08:41:00,2023-04-24 08:34:57,2023-04-24 08:41:09
14,6,20094,T-Centralen,Tekniska högskolan,2023-04-24 08:44:00,2023-04-24 08:50:00,2023-04-24 08:45:08,2023-04-24 08:51:07
14,6,20416,Tekniska högskolan,T-Centralen,2023-04-24 08:39:30,2023-04-24 08:46:00,2023-04-24 08:40:15,2023-04-24 08:46:00
14,6,20095,T-Centralen,Tekniska högskolan,2023-04-24 08:49:00,2023-04-24 08:55:00,2023-04-24 08:49:21,2023-04-24 08:55:16
14,6,20417,Tekniska högskolan,T-Centralen,2023-04-24 08:44:30,2023-04-24 08:51:00,2023-04-24 08:44:30,2023-04-24 08:51:00
14,6,20418,Tekniska högskolan,T-Centralen,2023-04-24 08:49:30,2023-04-24 08:56:00,2023-04-24 08:49:50,2023-04-24 08:56:00
14,6,20143,T-Centralen,Tekniska högskolan,2023-04-24 15:59:00,2023-04-24 16:05:00,2023-04-24 16:00:44,2023-04-24 16:07:05
14,6,20963,T-Centralen,Tekniska högskolan,2023-04-24 16:04:00,2023-04-24 16:10:00,2023-04-24 16:04:00,2023-04-24 16:10:29
14,6,20144,T-Centralen,Tekniska högskolan,2023-04-24 16:09:00,2023-04-24 16:15:00,2023-04-24 16:09:46,2023-04-24 16:16:00
14,6,20504,Tekniska högskolan,T-Centralen,2023-04-24 15:59:30,2023-04-24 16:06:00,2023-04-24 16:02:47,2023-04-24 16:10:05
14,6,20505,Tekniska högskolan,T-Centralen,2023-04-24 16:04:30,2023-04-24 16:11:00,2023-04-24 16:06:11,2023-04-24 16:11:51
14,6,20145,T-Centralen,Tekniska högskolan,2023-04-24 16:14:00,2023-04-24 16:20:00,2023-04-24 16:15:11,2023-04-24 16:21:01
14,6,20506,Tekniska högskolan,T-Centralen,2023-04-24 16:09:30,2023-04-24 16:16:00,2023-04-24 16:09:58,2023-04-24 16:16:00
14,6,20146,T-Centralen,Tekniska högskolan,2023-04-24 16:19:00,2023-04-24 16:25:00,2023-04-24 16:21:12,2023-04-24 16:27:02
14,6,20507,Tekniska högskolan,T-Centralen,2023-04-24 16:14:30,2023-04-24 16:21:00,2023-04-24 16:14:30,2023-04-24 16:21:00
14,6,20147,T-Centralen,Tekniska högskolan,2023-04-24 16:24:00,2023-04-24 16:30:00,2023-04-24 16:24:30,2023-04-24 16:30:42
14,6,20508,Tekniska högskolan,T-Centralen,2023-04-24 16:19:30,2023-04-24 16:26:00,2023-04-24 16:19:30,2023-04-24 16:26:00
14,6,20148,T-Centralen,Tekniska högskolan,2023-04-24 16:29:00,2023-04-24 16:35:00,2023-04-24 16:29:00,2023-04-24 16:35:00
14,6,20509,Tekniska högskolan,T-Centralen,2023-04-24 16:24:30,2023-04-24 16:31:00,2023-04-24 16:24:30,2023-04-24 16:31:07
14,6,20149,T-Centralen,Tekniska högskolan,2023-04-24 16:34:00,2023-04-24 16:40:00,2023-04-24 16:34:36,2023-04-24 16:40:26
14,6,20510,Tekniska högskolan,T-Centralen,2023-04-24 16:29:30,2023-04-24 16:36:00,2023-04-24 16:30:18,2023-04-24 16:36:00
14,6,20150,T-Centralen,Tekniska högskolan,2023-04-24 16:39:00,2023-04-24 16:45:00,2023-04-24 16:39:51,2023-04-24 16:45:39
14,6,20511,Tekniska högskolan,T-Centralen,2023-04-24 16:34:30,2023-04-24 16:41:00,2023-04-24 16:34:30,2023-04-24 16:41:00
14,6,20151,T-Centralen,Tekniska högskolan,2023-04-24 16:44:00,2023-04-24 16:50:00,2023-04-24 16:44:08,2023-04-24 16:50:32
14,6,20512,Tekniska högskolan,T-Centralen,2023-04-24 16:39:30,2023-04-24 16:46:00,2023-04-24 16:39:30,2023-04-24 16:46:00
14,6,20152,T-Centralen,Tekniska högskolan,2023-04-24 16:49:00,2023-04-24 16:55:00,2023-04-24 16:49:30,2023-04-24 16:55:20
14,6,20513,Tekniska högskolan,T-Centralen,2023-04-24 16:44:30,2023-04-24 16:51:00,2023-04-24 16:44:30,2023-04-24 16:51:00
14,6,20153,T-Centralen,Tekniska högskolan,2023-04-24 16:54:00,2023-04-24 17:00:00,2023-04-24 16:54:00,2023-04-24 17:00:00
14,6,20514,Tekniska högskolan,T-Centralen,2023-04-24 16:49:30,2023-04-24 16:56:00,2023-04-24 16:49:50,2023-04-24 16:56:00
14,6,28402,T-Centralen,Tekniska högskolan,2023-04-24 16:48:54,2023-04-24 16:54:54,2023-04-24 16:48:55,2023-04-24 16:54:57
14,6,20154,T-Centralen,Tekniska högskolan,2023-04-24 16:59:00,2023-04-24 17:05:00,2023-04-24 17:00:06,2023-04-24 17:06:00
14,6,20515,Tekniska högskolan,T-Centralen,2023-04-24 16:54:30,2023-04-24 17:01:00,2023-04-24 16:54:30,2023-04-24 17:01:00
14,6,20155,T-Centralen,Tekniska högskolan,2023-04-24 17:04:00,2023-04-24 17:10:00,2023-04-24 17:04:05,2023-04-24 17:10:00
14,6,20516,Tekniska högskolan,T-Centralen,2023-04-24 16:59:30,2023-04-24 17:06:00,2023-04-24 16:59:30,2023-04-24 17:06:00
14,6,20156,T-Centralen,Tekniska högskolan,2023-04-24 17:09:00,2023-04-24 17:15:00,2023-04-24 17:09:03,2023-04-24 17:15:00
14,6,28404,T-Centralen,Tekniska högskolan,2023-04-24 16:59:17,2023-04-24 17:05:17,2023-04-24 16:59:17,2023-04-24 17:05:17
14,6,20517,Tekniska högskolan,T-Centralen,2023-04-24 17:04:30,2023-04-24 17:11:00,2023-04-24 17:04:30,2023-04-24 17:11:00
14,6,20157,T-Centralen,Tekniska högskolan,2023-04-24 17:14:00,2023-04-24 17:20:00,2023-04-24 17:15:02,2023-04-24 17:21:08
14,6,20518,Tekniska högskolan,T-Centralen,2023-04-24 17:09:30,2023-04-24 17:16:00,2023-04-24 17:09:30,2023-04-24 17:16:00
14,6,20158,T-Centralen,Tekniska högskolan,2023-04-24 17:19:00,2023-04-24 17:25:00,2023-04-24 17:19:05,2023-04-24 17:25:33
14,6,20519,Tekniska högskolan,T-Centralen,2023-04-24 17:14:30,2023-04-24 17:21:00,2023-04-24 17:15:02,2023-04-24 17:21:33
14,6,20159,T-Centralen,Tekniska högskolan,2023-04-24 17:24:00,2023-04-24 17:30:00,2023-04-24 17:24:00,2023-04-24 17:30:00
14,6,20520,Tekniska högskolan,T-Centralen,2023-04-24 17:19:30,2023-04-24 17:26:00,2023-04-24 17:19:58,2023-04-24 17:26:00
14,6,20160,T-Centralen,Tekniska högskolan,2023-04-24 17:29:00,2023-04-24 17:35:00,2023-04-24 17:29:29,2023-04-24 17:35:18
14,6,20521,Tekniska högskolan,T-Centralen,2023-04-24 17:24:30,2023-04-24 17:31:00,2023-04-24 17:24:30,2023-04-24 17:31:00
14,6,20161,T-Centralen,Tekniska högskolan,2023-04-24 17:34:00,2023-04-24 17:40:00,2023-04-24 17:34:00,2023-04-24 17:40:00
14,6,20522,Tekniska högskolan,T-Centralen,2023-04-24 17:29:30,2023-04-24 17:36:00,2023-04-24 17:29:30,2023-04-24 17:36:00
14,6,20162,T-Centralen,Tekniska högskolan,2023-04-24 17:39:00,2023-04-24 17:45:00,2023-04-24 17:39:30,2023-04-24 17:45:00
14,6,28405,Tekniska högskolan,T-Centralen,2023-04-24 17:19:58,2023-04-24 17:26:28,2023-04-24 17:19:58,2023-04-24 17:26:28
14,6,20523,Tekniska högskolan,T-Centralen,2023-04-24 17:34:30,2023-04-24 17:41:00,2023-04-24 17:34:30,2023-04-24 17:41:00
14,6,20163,T-Centralen,Tekniska högskolan,2023-04-24 17:44:00,2023-04-24 17:50:00,2023-04-24 17:44:31,2023-04-24 17:50:35
