RequestTime,StartingStation,EndingStation,ModelOld,ModelSL,ModelDelay,Value_ModelOld,Value_ModelSL,Value_ModelDelay,Value_ModelDelay_50,Value_ModelDelay_90,ModelDelay_50,ModelDelay_90
1900-01-01 16:38:45,Tekniska högskolan,Fridhemsplan,1900-01-01 16:53:06,1900-01-01 16:53:06,1900-01-01 16:53:06,True,True,True,True,True,1900-01-01 16:53:06,1900-01-01 16:53:06
1900-01-01 16:38:46,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:07,1900-01-01 17:00:07,1900-01-01 17:00:07,True,True,True,True,True,1900-01-01 16:55:48,1900-01-01 16:55:48
1900-01-01 16:38:46,Tekniska högskolan,Solna Centrum,1900-01-01 16:59:05,1900-01-01 16:59:05,1900-01-01 16:59:05,True,True,True,True,True,1900-01-01 16:59:05,1900-01-01 16:59:05
1900-01-01 16:38:47,Solna Centrum,Tekniska högskolan,1900-01-01 17:05:00,1900-01-01 17:05:00,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:38:47,Globen,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:38:48,Solna Centrum,Globen,1900-01-01 17:11:15,,1900-01-01 17:11:15,True,False,True,True,True,1900-01-01 17:11:15,1900-01-01 17:11:15
1900-01-01 16:39:21,Tekniska högskolan,Fridhemsplan,1900-01-01 16:53:06,1900-01-01 16:53:06,1900-01-01 16:53:06,True,True,True,True,True,1900-01-01 16:53:06,1900-01-01 16:53:06
1900-01-01 16:39:21,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:07,1900-01-01 17:00:07,1900-01-01 17:00:07,True,True,True,True,True,1900-01-01 16:55:48,1900-01-01 16:55:48
1900-01-01 16:39:22,Tekniska högskolan,Solna Centrum,1900-01-01 16:59:05,1900-01-01 16:59:05,1900-01-01 16:59:05,True,True,True,True,True,1900-01-01 16:59:05,1900-01-01 16:59:05
1900-01-01 16:39:22,Solna Centrum,Tekniska högskolan,1900-01-01 17:05:00,1900-01-01 17:05:00,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:39:23,Globen,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:39:24,Solna Centrum,Globen,1900-01-01 17:11:15,,1900-01-01 17:11:15,True,False,True,True,True,1900-01-01 17:11:15,1900-01-01 17:11:15
1900-01-01 16:40:02,Tekniska högskolan,Fridhemsplan,1900-01-01 17:09:00,1900-01-01 16:53:06,1900-01-01 17:09:00,True,True,True,True,True,1900-01-01 17:09:00,1900-01-01 16:53:06
1900-01-01 16:40:02,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:07,1900-01-01 17:00:07,1900-01-01 17:00:07,True,True,True,True,True,1900-01-01 17:00:00,1900-01-01 17:00:00
1900-01-01 16:40:04,Tekniska högskolan,Solna Centrum,1900-01-01 16:59:05,1900-01-01 16:59:05,1900-01-01 16:59:05,True,True,True,True,True,1900-01-01 16:59:05,1900-01-01 16:59:05
1900-01-01 16:40:04,Solna Centrum,Tekniska högskolan,1900-01-01 17:05:00,1900-01-01 17:05:00,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:40:05,Globen,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:40:05,Solna Centrum,Globen,1900-01-01 17:11:15,1900-01-01 17:11:15,1900-01-01 17:11:15,True,True,True,True,True,1900-01-01 17:11:15,1900-01-01 17:11:15
1900-01-01 16:40:50,Tekniska högskolan,Fridhemsplan,1900-01-01 17:09:00,1900-01-01 16:59:41,1900-01-01 17:09:00,True,True,True,True,True,1900-01-01 17:09:00,1900-01-01 16:59:41
1900-01-01 16:40:50,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:07,1900-01-01 17:00:07,1900-01-01 17:00:07,True,True,True,True,True,1900-01-01 16:55:48,1900-01-01 16:55:48
1900-01-01 16:40:50,Tekniska högskolan,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:40:51,Solna Centrum,Tekniska högskolan,1900-01-01 17:05:00,1900-01-01 17:05:00,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:40:51,Globen,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:40:51,Solna Centrum,Globen,1900-01-01 17:11:15,,1900-01-01 17:11:15,True,False,True,True,True,1900-01-01 17:11:15,1900-01-01 17:11:15
1900-01-01 16:41:34,Tekniska högskolan,Fridhemsplan,1900-01-01 16:59:41,,1900-01-01 17:09:00,True,True,True,True,True,1900-01-01 16:59:41,1900-01-01 16:59:41
1900-01-01 16:41:34,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:07,1900-01-01 17:00:07,1900-01-01 17:00:07,True,True,True,True,True,1900-01-01 16:56:48,1900-01-01 16:56:48
1900-01-01 16:41:35,Tekniska högskolan,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:41:35,Solna Centrum,Tekniska högskolan,1900-01-01 17:05:00,1900-01-01 17:05:00,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:41:36,Globen,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:41:36,Solna Centrum,Globen,1900-01-01 17:11:15,,1900-01-01 17:11:15,True,False,True,True,True,1900-01-01 17:11:15,1900-01-01 17:11:15
1900-01-01 16:42:14,Tekniska högskolan,Fridhemsplan,1900-01-01 16:59:41,1900-01-01 16:59:41,1900-01-01 17:09:00,True,True,True,True,True,1900-01-01 16:59:41,1900-01-01 16:59:41
1900-01-01 16:42:14,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:00,1900-01-01 16:56:48,1900-01-01 17:00:07,True,True,True,True,True,1900-01-01 17:00:00,1900-01-01 17:00:00
1900-01-01 16:42:15,Tekniska högskolan,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:42:15,Solna Centrum,Tekniska högskolan,1900-01-01 17:05:00,1900-01-01 17:05:00,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:42:15,Globen,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:42:16,Solna Centrum,Globen,1900-01-01 17:11:15,,1900-01-01 17:11:15,True,False,True,True,True,1900-01-01 17:11:15,1900-01-01 17:11:15
1900-01-01 16:42:50,Tekniska högskolan,Fridhemsplan,1900-01-01 16:59:41,1900-01-01 16:59:41,1900-01-01 17:09:00,True,True,True,True,True,1900-01-01 16:59:41,1900-01-01 16:59:41
1900-01-01 16:42:51,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:00,1900-01-01 17:05:00,1900-01-01 17:00:58,True,True,True,True,True,1900-01-01 17:00:00,1900-01-01 17:00:00
1900-01-01 16:42:52,Tekniska högskolan,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:42:52,Solna Centrum,Tekniska högskolan,1900-01-01 17:05:00,1900-01-01 17:05:00,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:42:53,Globen,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:42:53,Solna Centrum,Globen,1900-01-01 17:11:15,,1900-01-01 17:11:15,True,False,True,True,True,1900-01-01 17:11:15,1900-01-01 17:11:15
1900-01-01 16:43:27,Tekniska högskolan,Fridhemsplan,1900-01-01 16:59:41,1900-01-01 16:59:41,1900-01-01 17:09:00,True,True,True,True,True,1900-01-01 16:59:41,1900-01-01 16:59:41
1900-01-01 16:43:27,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:00,1900-01-01 17:05:00,1900-01-01 17:00:58,True,True,True,True,True,1900-01-01 17:00:00,1900-01-01 17:00:00
1900-01-01 16:43:28,Tekniska högskolan,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:43:28,Solna Centrum,Tekniska högskolan,1900-01-01 17:05:00,1900-01-01 17:05:00,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:43:29,Globen,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:43:31,Solna Centrum,Globen,1900-01-01 17:11:15,1900-01-01 17:11:15,1900-01-01 17:11:15,True,True,True,True,True,1900-01-01 17:11:15,1900-01-01 17:11:15
1900-01-01 16:44:17,Tekniska högskolan,Fridhemsplan,1900-01-01 16:59:41,1900-01-01 16:59:41,1900-01-01 16:59:41,True,True,True,True,True,1900-01-01 16:59:41,1900-01-01 16:59:41
1900-01-01 16:44:17,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:00,1900-01-01 17:00:00,1900-01-01 17:00:58,True,True,True,True,True,1900-01-01 17:00:00,1900-01-01 17:00:00
1900-01-01 16:44:18,Tekniska högskolan,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:44:19,Solna Centrum,Tekniska högskolan,1900-01-01 17:05:00,1900-01-01 17:05:00,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:44:19,Globen,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:44:20,Solna Centrum,Globen,1900-01-01 17:11:15,1900-01-01 17:11:15,1900-01-01 17:11:15,True,True,True,True,True,1900-01-01 17:11:15,1900-01-01 17:11:15
1900-01-01 16:44:57,Tekniska högskolan,Fridhemsplan,1900-01-01 17:03:00,1900-01-01 16:59:41,1900-01-01 17:03:00,True,True,True,True,True,1900-01-01 17:03:00,1900-01-01 17:03:00
1900-01-01 16:44:58,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:58,1900-01-01 17:10:19,1900-01-01 17:00:58,True,True,True,True,True,1900-01-01 17:00:58,1900-01-01 17:00:58
1900-01-01 16:44:58,Tekniska högskolan,Solna Centrum,1900-01-01 17:05:45,1900-01-01 17:05:45,1900-01-01 17:05:45,True,True,True,True,True,1900-01-01 17:05:45,1900-01-01 17:05:45
1900-01-01 16:44:59,Solna Centrum,Tekniska högskolan,1900-01-01 17:10:19,1900-01-01 17:10:19,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:45:00,Globen,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:45:00,Solna Centrum,Globen,1900-01-01 17:15:15,1900-01-01 17:15:15,1900-01-01 17:15:15,True,True,True,True,True,1900-01-01 17:15:15,1900-01-01 17:15:15
1900-01-01 16:45:44,Tekniska högskolan,Fridhemsplan,1900-01-01 17:03:00,1900-01-01 17:06:41,1900-01-01 17:03:00,True,True,True,True,True,1900-01-01 17:03:00,1900-01-01 17:03:00
1900-01-01 16:45:45,Fridhemsplan,Tekniska högskolan,1900-01-01 17:00:58,1900-01-01 17:10:19,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:45:45,Tekniska högskolan,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:45:46,Solna Centrum,Tekniska högskolan,1900-01-01 17:10:19,1900-01-01 17:10:19,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:45:46,Globen,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:45:47,Solna Centrum,Globen,1900-01-01 17:15:15,1900-01-01 17:15:15,1900-01-01 17:15:15,True,True,True,True,True,1900-01-01 17:15:15,1900-01-01 17:15:15
1900-01-01 16:46:22,Tekniska högskolan,Fridhemsplan,1900-01-01 17:03:00,1900-01-01 17:06:41,1900-01-01 17:03:00,True,True,True,True,True,1900-01-01 17:03:00,1900-01-01 17:03:00
1900-01-01 16:46:22,Fridhemsplan,Tekniska högskolan,1900-01-01 17:13:44,1900-01-01 17:13:44,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:46:23,Tekniska högskolan,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:46:23,Solna Centrum,Tekniska högskolan,1900-01-01 17:10:19,1900-01-01 17:10:19,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:46:24,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:46:25,Solna Centrum,Globen,1900-01-01 17:15:15,1900-01-01 17:15:15,1900-01-01 17:15:15,True,True,True,True,True,1900-01-01 17:15:15,1900-01-01 17:15:15
1900-01-01 16:46:59,Tekniska högskolan,Fridhemsplan,1900-01-01 17:03:00,1900-01-01 17:06:41,1900-01-01 17:03:00,True,True,True,True,True,1900-01-01 17:03:00,1900-01-01 17:03:00
1900-01-01 16:47:00,Fridhemsplan,Tekniska högskolan,1900-01-01 17:13:44,1900-01-01 17:13:44,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:47:00,Tekniska högskolan,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:47:00,Solna Centrum,Tekniska högskolan,1900-01-01 17:10:19,1900-01-01 17:10:19,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:47:01,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:47:04,Solna Centrum,Globen,1900-01-01 17:15:15,1900-01-01 17:34:48,1900-01-01 17:15:15,True,True,True,True,True,1900-01-01 17:15:15,1900-01-01 17:15:15
1900-01-01 16:47:48,Tekniska högskolan,Fridhemsplan,1900-01-01 17:03:00,1900-01-01 17:03:00,1900-01-01 17:03:00,True,True,True,True,True,1900-01-01 17:03:00,1900-01-01 17:03:00
1900-01-01 16:47:49,Fridhemsplan,Tekniska högskolan,1900-01-01 17:13:44,,1900-01-01 17:05:00,True,False,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:47:51,Tekniska högskolan,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:47:51,Solna Centrum,Tekniska högskolan,1900-01-01 17:10:19,1900-01-01 17:10:19,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:47:52,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:47:52,Solna Centrum,Globen,1900-01-01 17:15:15,1900-01-01 17:15:15,1900-01-01 17:15:15,True,True,True,True,True,1900-01-01 17:15:15,1900-01-01 17:15:15
1900-01-01 16:48:29,Tekniska högskolan,Fridhemsplan,1900-01-01 17:03:00,1900-01-01 17:03:00,1900-01-01 17:03:00,True,True,True,True,True,1900-01-01 17:03:00,1900-01-01 17:03:00
1900-01-01 16:48:30,Fridhemsplan,Tekniska högskolan,1900-01-01 17:13:44,1900-01-01 17:13:44,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:48:30,Tekniska högskolan,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:48:30,Solna Centrum,Tekniska högskolan,1900-01-01 17:10:19,1900-01-01 17:10:19,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:48:31,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:48:32,Solna Centrum,Globen,1900-01-01 17:15:15,1900-01-01 17:15:15,1900-01-01 17:15:15,True,True,True,True,True,1900-01-01 17:15:15,1900-01-01 17:15:15
1900-01-01 16:49:11,Tekniska högskolan,Fridhemsplan,1900-01-01 17:03:00,1900-01-01 17:03:00,1900-01-01 17:03:00,True,True,True,True,True,1900-01-01 17:03:00,1900-01-01 17:03:00
1900-01-01 16:49:11,Fridhemsplan,Tekniska högskolan,1900-01-01 17:13:44,1900-01-01 17:13:44,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:49:12,Tekniska högskolan,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True,True,1900-01-01 17:12:45,1900-01-01 17:12:45
1900-01-01 16:49:12,Solna Centrum,Tekniska högskolan,1900-01-01 17:10:19,1900-01-01 17:10:19,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:49:13,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:49:14,Solna Centrum,Globen,1900-01-01 17:15:15,1900-01-01 17:15:15,1900-01-01 17:15:15,True,True,True,True,True,1900-01-01 17:15:15,1900-01-01 17:15:15
1900-01-01 16:49:55,Tekniska högskolan,Fridhemsplan,1900-01-01 17:10:52,1900-01-01 17:03:00,1900-01-01 17:10:52,True,True,True,True,True,1900-01-01 17:10:52,1900-01-01 17:03:00
1900-01-01 16:49:55,Fridhemsplan,Tekniska högskolan,1900-01-01 17:13:44,1900-01-01 17:05:00,1900-01-01 17:05:00,True,True,True,True,True,1900-01-01 17:05:00,1900-01-01 17:05:00
1900-01-01 16:49:56,Tekniska högskolan,Solna Centrum,1900-01-01 17:28:29,1900-01-01 17:12:45,1900-01-01 17:28:29,True,True,True,True,True,1900-01-01 17:28:29,1900-01-01 17:27:29
1900-01-01 16:49:56,Solna Centrum,Tekniska högskolan,1900-01-01 17:10:59,1900-01-01 17:10:59,1900-01-01 17:10:59,True,True,True,True,True,1900-01-01 17:10:59,1900-01-01 17:10:59
1900-01-01 16:49:57,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:49:57,Solna Centrum,Globen,1900-01-01 17:15:15,1900-01-01 17:15:15,1900-01-01 17:15:15,True,True,True,True,True,1900-01-01 17:15:15,1900-01-01 17:15:15
1900-01-01 16:50:41,Tekniska högskolan,Fridhemsplan,1900-01-01 17:10:52,1900-01-01 17:10:00,1900-01-01 17:10:52,True,True,True,True,True,1900-01-01 17:10:52,1900-01-01 17:10:00
1900-01-01 16:50:42,Fridhemsplan,Tekniska högskolan,1900-01-01 17:13:44,1900-01-01 17:10:19,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:50:42,Tekniska högskolan,Solna Centrum,1900-01-01 17:13:16,1900-01-01 17:13:16,1900-01-01 17:28:29,True,True,True,True,True,1900-01-01 17:13:16,1900-01-01 17:27:29
1900-01-01 16:50:43,Solna Centrum,Tekniska högskolan,1900-01-01 17:21:35,1900-01-01 17:21:35,1900-01-01 17:24:30,True,True,True,True,True,1900-01-01 17:24:30,1900-01-01 17:24:30
1900-01-01 16:50:43,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:50:44,Solna Centrum,Globen,1900-01-01 17:25:15,1900-01-01 17:25:15,1900-01-01 17:25:15,True,True,True,True,True,1900-01-01 17:25:15,1900-01-01 17:25:15
1900-01-01 16:51:19,Tekniska högskolan,Fridhemsplan,1900-01-01 17:10:52,1900-01-01 17:10:00,1900-01-01 17:10:52,True,True,True,True,True,1900-01-01 17:10:52,1900-01-01 17:10:00
1900-01-01 16:51:21,Fridhemsplan,Tekniska högskolan,1900-01-01 17:13:44,,1900-01-01 17:10:19,True,False,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:51:21,Tekniska högskolan,Solna Centrum,1900-01-01 17:13:16,1900-01-01 17:13:16,1900-01-01 17:13:16,True,True,True,True,True,1900-01-01 17:13:16,1900-01-01 17:27:29
1900-01-01 16:51:22,Solna Centrum,Tekniska högskolan,1900-01-01 17:21:35,1900-01-01 17:21:35,1900-01-01 17:24:30,True,True,True,True,True,1900-01-01 17:24:30,1900-01-01 17:24:30
1900-01-01 16:51:22,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:51:22,Solna Centrum,Globen,1900-01-01 17:25:15,1900-01-01 17:25:15,1900-01-01 17:25:15,True,True,True,True,True,1900-01-01 17:25:15,1900-01-01 17:25:15
1900-01-01 16:51:57,Tekniska högskolan,Fridhemsplan,1900-01-01 17:10:52,1900-01-01 17:10:00,1900-01-01 17:10:52,True,True,True,True,True,1900-01-01 17:10:52,1900-01-01 17:10:00
1900-01-01 16:51:58,Fridhemsplan,Tekniska högskolan,1900-01-01 17:13:44,1900-01-01 17:13:44,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:51:58,Tekniska högskolan,Solna Centrum,1900-01-01 17:13:16,1900-01-01 17:13:16,1900-01-01 17:13:16,True,True,True,True,True,1900-01-01 17:13:16,1900-01-01 17:27:29
1900-01-01 16:51:58,Solna Centrum,Tekniska högskolan,1900-01-01 17:21:35,1900-01-01 17:21:35,1900-01-01 17:21:35,True,True,True,True,True,1900-01-01 17:21:35,1900-01-01 17:21:35
1900-01-01 16:51:59,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:52:00,Solna Centrum,Globen,1900-01-01 17:25:15,1900-01-01 17:25:15,1900-01-01 17:25:15,True,True,True,True,True,1900-01-01 17:25:15,1900-01-01 17:25:15
1900-01-01 16:52:38,Tekniska högskolan,Fridhemsplan,1900-01-01 17:10:00,1900-01-01 17:07:21,1900-01-01 17:10:00,True,True,True,True,True,1900-01-01 17:10:00,1900-01-01 17:10:00
1900-01-01 16:52:39,Fridhemsplan,Tekniska högskolan,1900-01-01 17:10:19,1900-01-01 17:13:44,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:52:39,Tekniska högskolan,Solna Centrum,1900-01-01 17:13:16,1900-01-01 17:13:16,1900-01-01 17:13:16,True,True,True,True,True,1900-01-01 17:13:16,1900-01-01 17:13:16
1900-01-01 16:52:40,Solna Centrum,Tekniska högskolan,1900-01-01 17:21:35,1900-01-01 17:21:35,1900-01-01 17:21:35,True,True,True,True,True,1900-01-01 17:21:35,1900-01-01 17:21:35
1900-01-01 16:52:40,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:52:41,Solna Centrum,Globen,1900-01-01 17:25:15,1900-01-01 17:25:15,1900-01-01 17:25:15,True,True,True,True,True,1900-01-01 17:25:15,1900-01-01 17:25:15
1900-01-01 16:53:24,Tekniska högskolan,Fridhemsplan,1900-01-01 17:10:00,1900-01-01 17:10:00,1900-01-01 17:10:00,True,True,True,True,True,1900-01-01 17:10:00,1900-01-01 17:10:00
1900-01-01 16:53:24,Fridhemsplan,Tekniska högskolan,1900-01-01 17:10:19,1900-01-01 17:13:44,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
1900-01-01 16:53:25,Tekniska högskolan,Solna Centrum,1900-01-01 17:13:16,1900-01-01 17:13:16,1900-01-01 17:13:16,True,True,True,True,True,1900-01-01 17:13:16,1900-01-01 17:13:16
1900-01-01 16:53:25,Solna Centrum,Tekniska högskolan,1900-01-01 17:21:35,1900-01-01 17:21:35,1900-01-01 17:21:35,True,True,True,True,True,1900-01-01 17:21:35,1900-01-01 17:21:35
1900-01-01 16:53:25,Globen,Solna Centrum,1900-01-01 17:19:45,1900-01-01 17:19:45,1900-01-01 17:19:45,True,True,True,True,True,1900-01-01 17:19:45,1900-01-01 17:19:45
1900-01-01 16:53:26,Solna Centrum,Globen,1900-01-01 17:25:15,1900-01-01 17:25:15,1900-01-01 17:25:15,True,True,True,True,True,1900-01-01 17:25:15,1900-01-01 17:25:15
1900-01-01 16:54:03,Tekniska högskolan,Fridhemsplan,1900-01-01 17:10:00,1900-01-01 17:07:21,1900-01-01 17:10:52,True,True,True,True,True,1900-01-01 17:10:00,1900-01-01 17:10:00
1900-01-01 16:54:03,Fridhemsplan,Tekniska högskolan,1900-01-01 17:10:19,1900-01-01 17:13:44,1900-01-01 17:10:19,True,True,True,True,True,1900-01-01 17:10:19,1900-01-01 17:10:19
