GroupOfLine,TransportMode,LineNumber,Destination,JourneyDirection,StopAreaName,StopAreaNumber,StopPointNumber,StopPointDesignation,TimeTabledDateTime,ExpectedDateTime,DisplayTime,JourneyNumber,Deviations,RequestTime,Station
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-05-07T16:00:00,2023-05-07T16:00:30,Nu,16344,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-05-07T16:00:30,2023-05-07T16:00:30,Nu,36381,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-05-07T16:01:00,2023-05-07T16:01:00,Nu,26349,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:01:00,2023-05-07T16:01:40,1 min,26154,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:00:52,2023-05-07T16:01:50,16:00,28110,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:02:00,2023-05-07T16:02:00,1 min,36174,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-05-07T16:02:00,2023-05-07T16:02:03,1 min,16148,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-05-07T16:03:00,2023-05-07T16:03:00,2 min,16948,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-05-07T16:04:00,2023-05-07T16:04:47,4 min,26616,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:04:30,2023-05-07T16:05:17,5 min,26063,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-05-07T16:05:30,2023-05-07T16:05:30,5 min,16668,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-05-07T16:05:30,2023-05-07T16:05:30,5 min,36280,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-05-07T16:06:30,2023-05-07T16:06:30,6 min,16561,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:07:00,2023-05-07T16:07:00,6 min,36056,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-05-07T16:07:30,2023-05-07T16:07:30,7 min,26350,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-05-07T16:07:30,2023-05-07T16:08:27,8 min,26502,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-05-07T16:09:00,2023-05-07T16:09:00,8 min,17102,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-05-07T16:10:00,2023-05-07T16:10:00,9 min,16345,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-05-07T16:10:30,2023-05-07T16:10:30,10 min,36382,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-05-07T16:11:00,2023-05-07T16:11:00,10 min,26351,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:11:00,2023-05-07T16:11:00,10 min,26155,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:12:00,2023-05-07T16:12:00,11 min,36175,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-05-07T16:12:00,2023-05-07T16:12:00,11 min,16149,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-05-07T16:13:00,2023-05-07T16:13:00,12 min,16949,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-05-07T16:14:00,2023-05-07T16:14:00,13 min,26617,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:14:30,2023-05-07T16:14:46,14 min,26064,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-05-07T16:15:30,2023-05-07T16:15:30,15 min,36281,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-05-07T16:15:30,2023-05-07T16:15:30,15 min,16669,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-05-07T16:16:30,2023-05-07T16:16:30,16 min,16562,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:17:00,2023-05-07T16:17:00,16 min,36057,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-05-07T16:17:30,2023-05-07T16:17:30,17 min,26352,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-05-07T16:17:30,2023-05-07T16:17:56,17 min,26503,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-05-07T16:19:00,2023-05-07T16:19:00,18 min,17103,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-05-07T16:20:00,2023-05-07T16:20:05,20 min,16346,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-05-07T16:20:30,2023-05-07T16:20:30,16:20,36383,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-05-07T16:21:00,2023-05-07T16:21:00,20 min,26353,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:21:00,2023-05-07T16:21:00,16:21,26156,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:22:00,2023-05-07T16:22:00,21 min,36176,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-05-07T16:22:00,2023-05-07T16:22:00,16:22,16150,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-05-07T16:23:00,2023-05-07T16:23:00,22 min,16950,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-05-07T16:24:00,2023-05-07T16:24:00,16:24,26618,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:24:30,2023-05-07T16:24:46,24 min,26065,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-05-07T16:25:30,2023-05-07T16:25:30,16:25,36282,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-05-07T16:25:30,2023-05-07T16:25:30,25 min,16670,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-05-07T16:26:30,2023-05-07T16:26:30,26 min,16563,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:27:00,2023-05-07T16:27:00,26 min,36058,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-05-07T16:27:30,2023-05-07T16:27:30,27 min,26354,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-05-07T16:27:30,2023-05-07T16:28:57,28 min,26504,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-05-07T16:29:00,2023-05-07T16:29:00,28 min,17104,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-05-07T16:30:00,2023-05-07T16:30:00,29 min,16347,,2023-05-07 16:00:03.312493,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:00:30,2023-05-07T16:00:54,Nu,26062,,2023-05-07 16:00:03.661308,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:01:30,2023-05-07T16:01:42,1 min,26350,,2023-05-07 16:00:03.661308,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:05:00,2023-05-07T16:05:02,4 min,26351,,2023-05-07 16:00:03.661308,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:07:00,2023-05-07T16:07:21,7 min,26154,,2023-05-07 16:00:03.661308,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:06:52,2023-05-07T16:07:26,16:06,28110,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-05-07 16:00:03.661308,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:10:30,2023-05-07T16:11:03,10 min,26063,,2023-05-07 16:00:03.661308,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:11:30,2023-05-07T16:11:30,11 min,26352,,2023-05-07 16:00:03.661308,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:15:00,2023-05-07T16:15:02,14 min,26353,,2023-05-07 16:00:03.661308,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:17:00,2023-05-07T16:17:00,16 min,26155,,2023-05-07 16:00:03.661308,Tekniska högskolan
,BUS,639,Rimbo,1,Tekniska högskolan,60080,60082,D,2023-05-07T16:00:00,2023-05-07T16:00:00,Nu,11600,,2023-05-07 16:00:03.661308,Tekniska högskolan
,BUS,67,Odenplan,2,Östra station,10194,10194,A,2023-05-07T15:50:00,2023-05-07T16:00:52,Nu,8738,,2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-05-07T15:54:00,2023-05-07T16:02:08,2 min,3813,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-05-07T16:02:00,2023-05-07T16:03:51,3 min,3814,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,676,Norrtälje,1,Tekniska högskolan,60080,60088,G,2023-05-07T16:05:00,2023-05-07T16:05:00,4 min,11605,,2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-05-07T16:04:00,2023-05-07T16:05:19,5 min,3928,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:00:03.661308,Tekniska högskolan
,BUS,67,Blockhusudden,1,Östra station,10194,10195,M,2023-05-07T16:07:00,2023-05-07T16:07:00,16:07,8799,,2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,670,Vaxholm,1,Tekniska högskolan,60080,60083,F,2023-05-07T16:09:00,2023-05-07T16:09:00,16:09,11611,"[{'Text': 'Vägarbete i Engarn. Förändringar för flertalet linjer. Sök din resa i reseplaneraren. Detta gäller mellan 2023-04-03 till 2023-06-22.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 5}]",2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-05-07T16:12:00,2023-05-07T16:12:00,16:12,3929,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-05-07T16:10:00,2023-05-07T16:13:54,13 min,3815,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,6,Ropsten,1,Östra station,10194,10195,M,2023-05-07T16:14:00,2023-05-07T16:14:00,13 min,4567,,2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,676,Norrtälje,1,Tekniska högskolan,60080,60088,G,2023-05-07T16:20:00,2023-05-07T16:20:00,16:20,11620,,2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-05-07T16:20:00,2023-05-07T16:20:00,16:20,3930,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,6,Karolinska institutet,2,Östra station,10194,10317,B,2023-05-07T16:20:00,2023-05-07T16:20:00,16:20,4636,,2023-05-07 16:00:03.661308,Tekniska högskolan
blåbuss,BUS,6,Karolinska institutet,2,Östra station,10194,10317,B,2023-05-07T16:05:00,,-,4635,,2023-05-07 16:00:03.661308,Tekniska högskolan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Solna centrum,3211,3212,2,2023-05-07T16:07:30,2023-05-07T16:08:32,8 min,36057,,2023-05-07 16:00:03.937368,Solna Centrum
tunnelbanans blå linje,METRO,11,Akalla,1,Solna centrum,3211,3211,1,2023-05-07T16:09:30,2023-05-07T16:09:45,9 min,36381,,2023-05-07 16:00:03.937368,Solna Centrum
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Solna centrum,3211,3212,2,2023-05-07T16:17:30,2023-05-07T16:17:55,17 min,36058,,2023-05-07 16:00:03.937368,Solna Centrum
tunnelbanans blå linje,METRO,11,Akalla,1,Solna centrum,3211,3211,1,2023-05-07T16:19:30,2023-05-07T16:19:45,19 min,36382,,2023-05-07 16:00:03.937368,Solna Centrum
,BUS,509,Danderyds sjukhus,1,Solna centrum,12506,50722,B,2023-05-07T16:00:00,2023-05-07T16:00:00,Nu,20736,,2023-05-07 16:00:03.937368,Solna Centrum
,BUS,129,Brommaplan,2,Solna centrum,12506,50721,A,2023-05-07T16:02:00,2023-05-07T16:02:00,1 min,20667,,2023-05-07 16:00:03.937368,Solna Centrum
,BUS,506,Hallonbergen,1,Solna centrum,12506,12507,L,2023-05-07T16:02:00,2023-05-07T16:02:00,16:02,20309,,2023-05-07 16:00:03.937368,Solna Centrum
,BUS,113,Blackebergs gård,2,Solna centrum,12506,50726,F,2023-05-07T16:08:00,2023-05-07T16:08:00,16:08,20853,,2023-05-07 16:00:03.937368,Solna Centrum
,BUS,512,Spånga station,2,Solna centrum,12506,50721,A,2023-05-07T16:10:00,2023-05-07T16:10:00,9 min,20668,,2023-05-07 16:00:03.937368,Solna Centrum
,BUS,509,Danderyds sjukhus,1,Solna centrum,12506,50722,B,2023-05-07T16:15:00,2023-05-07T16:15:00,16:15,20737,,2023-05-07 16:00:03.937368,Solna Centrum
,BUS,513,Hagalund,1,Solna centrum,12506,50725,E,2023-05-07T16:17:00,2023-05-07T16:17:00,16:17,20782,,2023-05-07 16:00:03.937368,Solna Centrum
,BUS,129,Brommaplan,2,Solna centrum,12506,50721,A,2023-05-07T16:18:00,2023-05-07T16:18:00,17 min,20669,,2023-05-07 16:00:03.937368,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-05-07T16:00:00,2023-05-07T16:00:00,Nu,21558,,2023-05-07 16:00:03.937368,Solna Centrum
Tvärbanan,TRAM,30,Solna station,1,Solna centrum,4547,4547,3,2023-05-07T16:08:00,2023-05-07T16:08:00,7 min,11518,,2023-05-07 16:00:03.937368,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-05-07T16:10:00,2023-05-07T16:10:00,16:10,21608,,2023-05-07 16:00:03.937368,Solna Centrum
Tvärbanan,TRAM,30,Solna station,1,Solna centrum,4547,4547,3,2023-05-07T16:18:00,2023-05-07T16:18:00,17 min,11528,,2023-05-07 16:00:03.937368,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-05-07T16:20:00,2023-05-07T16:20:00,16:20,21618,,2023-05-07 16:00:03.937368,Solna Centrum
blåbuss,BUS,176,Stenhamra,2,Solna centrum norra,50195,50196,,2023-05-07T15:58:01,2023-05-07T16:02:02,1 min,12047,"[{'Text': 'Försenad pga framkomlighetsproblem.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-05-07 16:00:04.278620,Solna Bus
blåbuss,BUS,176,Mörby station,1,Solna centrum norra,50195,50195,,2023-05-07T15:52:08,2023-05-07T16:02:29,2 min,12042,"[{'Text': 'Försenad pga framkomlighetsproblem.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-05-07 16:00:04.278620,Solna Bus
blåbuss,BUS,177,Mörby station,1,Solna centrum norra,50195,50195,,2023-05-07T16:02:08,2023-05-07T16:04:21,4 min,12136,"[{'Text': 'Försenad pga framkomlighetsproblem.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-05-07 16:00:04.278620,Solna Bus
blåbuss,BUS,177,Skärvik,2,Solna centrum norra,50195,50196,,2023-05-07T16:08:53,2023-05-07T16:10:09,10 min,12139,,2023-05-07 16:00:04.278620,Solna Bus
,BUS,513,Hagalund,1,Solna centrum norra,50195,50195,,2023-05-07T16:18:44,2023-05-07T16:18:44,16:18,20782,,2023-05-07 16:00:04.278620,Solna Bus
blåbuss,BUS,176,Stenhamra,2,Solna centrum norra,50195,50196,,2023-05-07T16:18:53,2023-05-07T16:18:53,18 min,12049,,2023-05-07 16:00:04.278620,Solna Bus
tunnelbanans gröna linje,METRO,17,Åkeshov,1,Fridhemsplan,1151,1151,1,2023-05-07T16:00:30,2023-05-07T16:00:33,Nu,16947,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-05-07T16:00:45,2023-05-07T16:00:50,Nu,17102,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-05-07T16:03:00,2023-05-07T16:03:52,3 min,36056,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Fridhemsplan,1151,1152,2,2023-05-07T16:03:45,2023-05-07T16:03:59,3 min,16149,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Alvik,1,Fridhemsplan,1151,1151,1,2023-05-07T16:04:00,2023-05-07T16:04:02,3 min,16560,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-05-07T16:03:30,2023-05-07T16:04:04,3 min,36381,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Farsta strand,2,Fridhemsplan,1151,1152,2,2023-05-07T16:07:15,2023-05-07T16:07:15,7 min,16669,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-05-07T16:07:30,2023-05-07T16:07:45,7 min,16344,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-05-07T16:08:00,2023-05-07T16:08:32,8 min,36175,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-05-07T16:08:30,2023-05-07T16:08:45,8 min,36280,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Åkeshov,1,Fridhemsplan,1151,1151,1,2023-05-07T16:10:30,2023-05-07T16:10:38,10 min,16948,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-05-07T16:10:45,2023-05-07T16:10:50,10 min,17103,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Fridhemsplan,1151,1152,2,2023-05-07T16:13:45,2023-05-07T16:13:45,16:13,16150,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Alvik,1,Fridhemsplan,1151,1151,1,2023-05-07T16:14:00,2023-05-07T16:14:00,13 min,16561,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-05-07T16:13:30,2023-05-07T16:14:04,13 min,36382,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-05-07T16:13:00,2023-05-07T16:14:04,13 min,36057,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Farsta strand,2,Fridhemsplan,1151,1152,2,2023-05-07T16:17:15,2023-05-07T16:17:18,17 min,16670,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-05-07T16:17:30,2023-05-07T16:17:45,17 min,16345,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-05-07T16:18:00,2023-05-07T16:18:32,18 min,36176,,2023-05-07 16:00:04.552180,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-05-07T16:18:30,2023-05-07T16:18:45,18 min,36281,,2023-05-07 16:00:04.552180,Friedhemsplan
,BUS,54,Reimersholme,2,Fridhemsplan,10369,10908,F,2023-05-07T15:47:00,2023-05-07T15:59:14,Nu,6115,,2023-05-07 16:00:04.552180,Friedhemsplan
blåbuss,BUS,1,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-05-07T16:01:00,2023-05-07T16:01:00,16:01,1125,,2023-05-07 16:00:04.552180,Friedhemsplan
,BUS,61,Ruddammen,2,Fridhemsplan,10369,10747,A,2023-05-07T15:55:00,2023-05-07T16:02:16,2 min,7426,,2023-05-07 16:00:04.552180,Friedhemsplan
blåbuss,BUS,4,Gullmarsplan,1,Fridhemsplan,10369,10908,F,2023-05-07T16:03:00,2023-05-07T16:04:31,4 min,3926,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:00:04.552180,Friedhemsplan
blåbuss,BUS,4,Radiohuset,2,Fridhemsplan,10369,10369,B,2023-05-07T16:04:00,2023-05-07T16:05:05,5 min,3816,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:00:04.552180,Friedhemsplan
,BUS,54,Hjorthagen,1,Fridhemsplan,10369,10747,A,2023-05-07T16:05:00,2023-05-07T16:06:45,6 min,6162,,2023-05-07 16:00:04.552180,Friedhemsplan
blåbuss,BUS,1,Frihamnen,2,Fridhemsplan,10369,10742,G,2023-05-07T16:07:00,2023-05-07T16:07:00,16:07,1035,,2023-05-07 16:00:04.552180,Friedhemsplan
,BUS,61,Hornsberg,1,Fridhemsplan,10369,10641,E,2023-05-07T16:04:00,2023-05-07T16:09:14,9 min,7472,,2023-05-07 16:00:04.552180,Friedhemsplan
blåbuss,BUS,4,Gullmarsplan,1,Fridhemsplan,10369,10908,F,2023-05-07T16:11:00,2023-05-07T16:11:00,10 min,3927,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:00:04.552180,Friedhemsplan
,BUS,56,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-05-07T16:14:00,2023-05-07T16:14:00,16:14,6688,,2023-05-07 16:00:04.552180,Friedhemsplan
,BUS,54,Reimersholme,2,Fridhemsplan,10369,10908,F,2023-05-07T16:07:00,2023-05-07T16:14:49,14 min,6116,,2023-05-07 16:00:04.552180,Friedhemsplan
,BUS,61,Ruddammen,2,Fridhemsplan,10369,10747,A,2023-05-07T16:15:00,2023-05-07T16:15:00,16:15,7427,,2023-05-07 16:00:04.552180,Friedhemsplan
blåbuss,BUS,1,Frihamnen,2,Fridhemsplan,10369,10742,G,2023-05-07T16:17:00,2023-05-07T16:17:00,16:17,1036,,2023-05-07 16:00:04.552180,Friedhemsplan
