StartStation,EndStation,Lines,DepartureStations,ArrivalStations,DepartureTime,ArrivalTime,TransitionTime,RequestTime
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 44), 0, datetime.datetime(1900, 1, 1, 17, 59)]","[datetime.datetime(1900, 1, 1, 17, 51), 0, datetime.datetime(1900, 1, 1, 18, 8)]","[0, 3.0, 0]",2023-05-11 17:34:19.781700
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 49), 0, datetime.datetime(1900, 1, 1, 17, 59)]","[datetime.datetime(1900, 1, 1, 17, 56), 0, datetime.datetime(1900, 1, 1, 18, 8)]","[0, 3.0, 0]",2023-05-11 17:34:19.781700
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 54), 0, datetime.datetime(1900, 1, 1, 18, 6)]","[datetime.datetime(1900, 1, 1, 18, 1), 0, datetime.datetime(1900, 1, 1, 18, 15)]","[0, 3.0, 0]",2023-05-11 17:34:19.781700
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 59), 0, datetime.datetime(1900, 1, 1, 18, 13)]","[datetime.datetime(1900, 1, 1, 18, 6), 0, datetime.datetime(1900, 1, 1, 18, 22)]","[0, 3.0, 0]",2023-05-11 17:34:19.781700
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 38), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[datetime.datetime(1900, 1, 1, 17, 48), 0, datetime.datetime(1900, 1, 1, 18, 0)]","[0, 4.0, 0]",2023-05-11 17:34:20.281390
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 45), 0, datetime.datetime(1900, 1, 1, 18, 4)]","[datetime.datetime(1900, 1, 1, 17, 55), 0, datetime.datetime(1900, 1, 1, 18, 10)]","[0, 4.0, 0]",2023-05-11 17:34:20.281390
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 52), 0, datetime.datetime(1900, 1, 1, 18, 9)]","[datetime.datetime(1900, 1, 1, 18, 2), 0, datetime.datetime(1900, 1, 1, 18, 15)]","[0, 4.0, 0]",2023-05-11 17:34:20.281390
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 59), 0, datetime.datetime(1900, 1, 1, 18, 14)]","[datetime.datetime(1900, 1, 1, 18, 9), 0, datetime.datetime(1900, 1, 1, 18, 20)]","[0, 4.0, 0]",2023-05-11 17:34:20.281390
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 18, 6), 0, datetime.datetime(1900, 1, 1, 18, 24)]","[datetime.datetime(1900, 1, 1, 18, 16), 0, datetime.datetime(1900, 1, 1, 18, 30)]","[0, 4.0, 0]",2023-05-11 17:34:20.281390
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 38)]","[datetime.datetime(1900, 1, 1, 18, 18)]",[0],2023-05-11 17:34:20.892609
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 31)]","[datetime.datetime(1900, 1, 1, 18, 11)]",[0],2023-05-11 17:34:20.892609
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 40), 0, datetime.datetime(1900, 1, 1, 17, 59)]","[datetime.datetime(1900, 1, 1, 17, 52), 0, datetime.datetime(1900, 1, 1, 18, 8)]","[0, 3.0, 0]",2023-05-11 17:34:20.892609
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 44), 0, datetime.datetime(1900, 1, 1, 17, 59)]","[datetime.datetime(1900, 1, 1, 17, 56), 0, datetime.datetime(1900, 1, 1, 18, 8)]","[0, 3.0, 0]",2023-05-11 17:34:20.892609
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 44), 0, datetime.datetime(1900, 1, 1, 18, 6)]","[datetime.datetime(1900, 1, 1, 17, 56), 0, datetime.datetime(1900, 1, 1, 18, 15)]","[0, 3.0, 0]",2023-05-11 17:34:20.892609
Globen,Solna Centrum,"[30, 152]","['Globen', 'Liljeholmen', 'Tvärbanan Marievik', 'Liljeholmen']","['Liljeholmen', 'Tvärbanan Marievik', 'Liljeholmen', 'Solna centrum (på Huvudstagatan)']","[datetime.datetime(1900, 1, 1, 17, 45), 0, 0, datetime.datetime(1900, 1, 1, 18, 3)]","[datetime.datetime(1900, 1, 1, 17, 57), 0, 0, datetime.datetime(1900, 1, 1, 18, 21)]","[0, 1.0, 0.0, 0]",2023-05-11 17:34:20.892609
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 45)]","[datetime.datetime(1900, 1, 1, 18, 25)]",[0],2023-05-11 17:34:20.892609
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 35)]","[datetime.datetime(1900, 1, 1, 18, 14)]",[0],2023-05-11 17:34:21.148867
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 38), 0, datetime.datetime(1900, 1, 1, 17, 55)]","[datetime.datetime(1900, 1, 1, 17, 48), 0, datetime.datetime(1900, 1, 1, 18, 6)]","[0, 3.0, 0]",2023-05-11 17:34:21.148867
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 42)]","[datetime.datetime(1900, 1, 1, 18, 21)]",[0],2023-05-11 17:34:21.148867
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 45), 0, datetime.datetime(1900, 1, 1, 18, 3)]","[datetime.datetime(1900, 1, 1, 17, 55), 0, datetime.datetime(1900, 1, 1, 18, 14)]","[0, 3.0, 0]",2023-05-11 17:34:21.148867
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 49)]","[datetime.datetime(1900, 1, 1, 18, 28)]",[0],2023-05-11 17:34:21.148867
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 52), 0, datetime.datetime(1900, 1, 1, 18, 10)]","[datetime.datetime(1900, 1, 1, 18, 2), 0, datetime.datetime(1900, 1, 1, 18, 21)]","[0, 3.0, 0]",2023-05-11 17:34:21.148867
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 34), 0, datetime.datetime(1900, 1, 1, 17, 45)]","[datetime.datetime(1900, 1, 1, 17, 41), 0, datetime.datetime(1900, 1, 1, 17, 48)]","[0, 3.0, 0]",2023-05-11 17:34:59.457069
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 17, 35)]","[datetime.datetime(1900, 1, 1, 17, 53)]",[0],2023-05-11 17:34:59.457069
Tekniska högskolan,Fridhemsplan,"[72, 19]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 36), 0, 0, datetime.datetime(1900, 1, 1, 17, 49)]","[datetime.datetime(1900, 1, 1, 17, 43), 0, 0, datetime.datetime(1900, 1, 1, 17, 52)]","[0, 2.0, 3.0, 0]",2023-05-11 17:34:59.457069
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 39), 0, datetime.datetime(1900, 1, 1, 17, 49)]","[datetime.datetime(1900, 1, 1, 17, 46), 0, datetime.datetime(1900, 1, 1, 17, 52)]","[0, 3.0, 0]",2023-05-11 17:34:59.457069
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 39), 0, datetime.datetime(1900, 1, 1, 17, 52)]","[datetime.datetime(1900, 1, 1, 17, 46), 0, datetime.datetime(1900, 1, 1, 17, 55)]","[0, 3.0, 0]",2023-05-11 17:34:59.457069
Tekniska högskolan,Fridhemsplan,"[4, 17]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 41), 0, 0, datetime.datetime(1900, 1, 1, 17, 54)]","[datetime.datetime(1900, 1, 1, 17, 48), 0, 0, datetime.datetime(1900, 1, 1, 17, 57)]","[0, 2.0, 3.0, 0]",2023-05-11 17:34:59.457069
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 17, 41)]","[datetime.datetime(1900, 1, 1, 17, 59)]",[0],2023-05-11 17:34:59.457069
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 25)]","[datetime.datetime(1900, 1, 1, 17, 40)]",[0],2023-05-11 17:35:00.077515
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 33), 0, datetime.datetime(1900, 1, 1, 17, 44)]","[datetime.datetime(1900, 1, 1, 17, 38), 0, datetime.datetime(1900, 1, 1, 17, 50)]","[0, 4.0, 0]",2023-05-11 17:35:00.077515
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 31)]","[datetime.datetime(1900, 1, 1, 17, 46)]",[0],2023-05-11 17:35:00.077515
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 38)]","[datetime.datetime(1900, 1, 1, 17, 53)]",[0],2023-05-11 17:35:00.077515
Fridhemsplan,Tekniska högskolan,"[17, 6]","['Fridhemsplan', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Odenplan', 'Östra station']","[datetime.datetime(1900, 1, 1, 17, 39), 0, 0, 0, datetime.datetime(1900, 1, 1, 17, 50)]","[datetime.datetime(1900, 1, 1, 17, 42), 0, 0, 0, datetime.datetime(1900, 1, 1, 17, 56)]","[0, 3.0, 2.0, 1.0, 0]",2023-05-11 17:35:00.077515
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 40), 0, datetime.datetime(1900, 1, 1, 17, 49)]","[datetime.datetime(1900, 1, 1, 17, 45), 0, datetime.datetime(1900, 1, 1, 17, 55)]","[0, 4.0, 0]",2023-05-11 17:35:00.077515
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 44)]","[datetime.datetime(1900, 1, 1, 17, 58)]",[0],2023-05-11 17:35:00.077515
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 44), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[datetime.datetime(1900, 1, 1, 17, 48), 0, datetime.datetime(1900, 1, 1, 18, 0)]","[0, 4.0, 0]",2023-05-11 17:35:00.077515
Fridhemsplan,Tekniska högskolan,"[17, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 49), 0, datetime.datetime(1900, 1, 1, 17, 59)]","[datetime.datetime(1900, 1, 1, 17, 58), 0, datetime.datetime(1900, 1, 1, 18, 5)]","[0, 2.0, 0]",2023-05-11 17:35:00.077515
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 50)]","[datetime.datetime(1900, 1, 1, 18, 4)]",[0],2023-05-11 17:35:00.077515
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 56)]","[datetime.datetime(1900, 1, 1, 18, 9)]",[0],2023-05-11 17:35:00.077515
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 39), 0, datetime.datetime(1900, 1, 1, 17, 52)]","[datetime.datetime(1900, 1, 1, 17, 46), 0, datetime.datetime(1900, 1, 1, 18, 1)]","[0, 3.0, 0]",2023-05-11 17:35:00.487473
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 44), 0, datetime.datetime(1900, 1, 1, 17, 59)]","[datetime.datetime(1900, 1, 1, 17, 51), 0, datetime.datetime(1900, 1, 1, 18, 8)]","[0, 3.0, 0]",2023-05-11 17:35:00.487473
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 54), 0, datetime.datetime(1900, 1, 1, 18, 6)]","[datetime.datetime(1900, 1, 1, 18, 1), 0, datetime.datetime(1900, 1, 1, 18, 15)]","[0, 3.0, 0]",2023-05-11 17:35:00.487473
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 59), 0, datetime.datetime(1900, 1, 1, 18, 13)]","[datetime.datetime(1900, 1, 1, 18, 6), 0, datetime.datetime(1900, 1, 1, 18, 22)]","[0, 3.0, 0]",2023-05-11 17:35:00.487473
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 18, 9), 0, datetime.datetime(1900, 1, 1, 18, 20)]","[datetime.datetime(1900, 1, 1, 18, 16), 0, datetime.datetime(1900, 1, 1, 18, 29)]","[0, 3.0, 0]",2023-05-11 17:35:00.487473
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 38), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[datetime.datetime(1900, 1, 1, 17, 48), 0, datetime.datetime(1900, 1, 1, 18, 0)]","[0, 4.0, 0]",2023-05-11 17:35:04.116680
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 45), 0, datetime.datetime(1900, 1, 1, 18, 4)]","[datetime.datetime(1900, 1, 1, 17, 55), 0, datetime.datetime(1900, 1, 1, 18, 10)]","[0, 4.0, 0]",2023-05-11 17:35:04.116680
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 52), 0, datetime.datetime(1900, 1, 1, 18, 9)]","[datetime.datetime(1900, 1, 1, 18, 2), 0, datetime.datetime(1900, 1, 1, 18, 15)]","[0, 4.0, 0]",2023-05-11 17:35:04.116680
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 59), 0, datetime.datetime(1900, 1, 1, 18, 14)]","[datetime.datetime(1900, 1, 1, 18, 9), 0, datetime.datetime(1900, 1, 1, 18, 20)]","[0, 4.0, 0]",2023-05-11 17:35:04.116680
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 18, 6), 0, datetime.datetime(1900, 1, 1, 18, 24)]","[datetime.datetime(1900, 1, 1, 18, 16), 0, datetime.datetime(1900, 1, 1, 18, 30)]","[0, 4.0, 0]",2023-05-11 17:35:04.116680
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 38)]","[datetime.datetime(1900, 1, 1, 18, 18)]",[0],2023-05-11 17:35:04.932747
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 31)]","[datetime.datetime(1900, 1, 1, 18, 11)]",[0],2023-05-11 17:35:04.932747
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 40), 0, datetime.datetime(1900, 1, 1, 17, 59)]","[datetime.datetime(1900, 1, 1, 17, 52), 0, datetime.datetime(1900, 1, 1, 18, 8)]","[0, 3.0, 0]",2023-05-11 17:35:04.932747
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 44), 0, datetime.datetime(1900, 1, 1, 17, 59)]","[datetime.datetime(1900, 1, 1, 17, 56), 0, datetime.datetime(1900, 1, 1, 18, 8)]","[0, 3.0, 0]",2023-05-11 17:35:04.932747
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 44), 0, datetime.datetime(1900, 1, 1, 18, 6)]","[datetime.datetime(1900, 1, 1, 17, 56), 0, datetime.datetime(1900, 1, 1, 18, 15)]","[0, 3.0, 0]",2023-05-11 17:35:04.932747
Globen,Solna Centrum,"[30, 152]","['Globen', 'Liljeholmen', 'Tvärbanan Marievik', 'Liljeholmen']","['Liljeholmen', 'Tvärbanan Marievik', 'Liljeholmen', 'Solna centrum (på Huvudstagatan)']","[datetime.datetime(1900, 1, 1, 17, 45), 0, 0, datetime.datetime(1900, 1, 1, 18, 3)]","[datetime.datetime(1900, 1, 1, 17, 57), 0, 0, datetime.datetime(1900, 1, 1, 18, 21)]","[0, 1.0, 0.0, 0]",2023-05-11 17:35:04.932747
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 45)]","[datetime.datetime(1900, 1, 1, 18, 25)]",[0],2023-05-11 17:35:04.932747
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 35)]","[datetime.datetime(1900, 1, 1, 18, 14)]",[0],2023-05-11 17:35:06.014315
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 38), 0, datetime.datetime(1900, 1, 1, 17, 55)]","[datetime.datetime(1900, 1, 1, 17, 48), 0, datetime.datetime(1900, 1, 1, 18, 6)]","[0, 3.0, 0]",2023-05-11 17:35:06.014315
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 42)]","[datetime.datetime(1900, 1, 1, 18, 21)]",[0],2023-05-11 17:35:06.014315
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 45), 0, datetime.datetime(1900, 1, 1, 18, 3)]","[datetime.datetime(1900, 1, 1, 17, 55), 0, datetime.datetime(1900, 1, 1, 18, 14)]","[0, 3.0, 0]",2023-05-11 17:35:06.014315
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 49)]","[datetime.datetime(1900, 1, 1, 18, 28)]",[0],2023-05-11 17:35:06.014315
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 52), 0, datetime.datetime(1900, 1, 1, 18, 10)]","[datetime.datetime(1900, 1, 1, 18, 2), 0, datetime.datetime(1900, 1, 1, 18, 21)]","[0, 3.0, 0]",2023-05-11 17:35:06.014315
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 34), 0, datetime.datetime(1900, 1, 1, 17, 45)]","[datetime.datetime(1900, 1, 1, 17, 41), 0, datetime.datetime(1900, 1, 1, 17, 48)]","[0, 3.0, 0]",2023-05-11 17:35:40.966254
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 17, 35)]","[datetime.datetime(1900, 1, 1, 17, 53)]",[0],2023-05-11 17:35:40.966254
Tekniska högskolan,Fridhemsplan,"[72, 19]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 36), 0, 0, datetime.datetime(1900, 1, 1, 17, 49)]","[datetime.datetime(1900, 1, 1, 17, 43), 0, 0, datetime.datetime(1900, 1, 1, 17, 52)]","[0, 2.0, 3.0, 0]",2023-05-11 17:35:40.966254
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 39), 0, datetime.datetime(1900, 1, 1, 17, 49)]","[datetime.datetime(1900, 1, 1, 17, 46), 0, datetime.datetime(1900, 1, 1, 17, 52)]","[0, 3.0, 0]",2023-05-11 17:35:40.966254
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 39), 0, datetime.datetime(1900, 1, 1, 17, 52)]","[datetime.datetime(1900, 1, 1, 17, 46), 0, datetime.datetime(1900, 1, 1, 17, 55)]","[0, 3.0, 0]",2023-05-11 17:35:40.966254
Tekniska högskolan,Fridhemsplan,"[4, 17]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 41), 0, 0, datetime.datetime(1900, 1, 1, 17, 54)]","[datetime.datetime(1900, 1, 1, 17, 48), 0, 0, datetime.datetime(1900, 1, 1, 17, 57)]","[0, 2.0, 3.0, 0]",2023-05-11 17:35:40.966254
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 17, 41)]","[datetime.datetime(1900, 1, 1, 17, 59)]",[0],2023-05-11 17:35:40.966254
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 33), 0, datetime.datetime(1900, 1, 1, 17, 44)]","[datetime.datetime(1900, 1, 1, 17, 38), 0, datetime.datetime(1900, 1, 1, 17, 50)]","[0, 4.0, 0]",2023-05-11 17:35:41.430805
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 31)]","[datetime.datetime(1900, 1, 1, 17, 46)]",[0],2023-05-11 17:35:41.430805
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 38)]","[datetime.datetime(1900, 1, 1, 17, 53)]",[0],2023-05-11 17:35:41.430805
Fridhemsplan,Tekniska högskolan,"[17, 6]","['Fridhemsplan', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Odenplan', 'Östra station']","[datetime.datetime(1900, 1, 1, 17, 39), 0, 0, 0, datetime.datetime(1900, 1, 1, 17, 50)]","[datetime.datetime(1900, 1, 1, 17, 42), 0, 0, 0, datetime.datetime(1900, 1, 1, 17, 56)]","[0, 3.0, 2.0, 1.0, 0]",2023-05-11 17:35:41.430805
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 40), 0, datetime.datetime(1900, 1, 1, 17, 49)]","[datetime.datetime(1900, 1, 1, 17, 45), 0, datetime.datetime(1900, 1, 1, 17, 55)]","[0, 4.0, 0]",2023-05-11 17:35:41.430805
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 44)]","[datetime.datetime(1900, 1, 1, 17, 58)]",[0],2023-05-11 17:35:41.430805
