,RequestTime,StartingStation,EndingStation,ModelOld,ModelDelay,ModelDelay50,ModelDelay90,Value_ModelOld,Value_ModelDelay,Value_ModelDelay50,Value_ModelDelay90
286,1900-01-01 07:07:17,Tekniska högskolan,Solna Centrum,1900-01-01 07:45:45,1900-01-01 07:45:45,1900-01-01 07:45:45,1900-01-01 07:45:45,True,True,True,True
287,1900-01-01 17:58:06,Tekniska högskolan,Solna Centrum,,,,,True,False,False,False
288,1900-01-01 16:33:14,Globen,Solna Centrum,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,1900-01-01 17:12:45,True,True,True,True
289,1900-01-01 16:18:48,Solna Centrum,Tekniska högskolan,1900-01-01 16:50:59,1900-01-01 16:50:59,1900-01-01 16:50:59,1900-01-01 16:50:59,True,True,True,True
290,1900-01-01 08:54:35,Fridhemsplan,Tekniska högskolan,,,,,True,False,False,False
291,1900-01-01 17:54:49,Tekniska högskolan,Fridhemsplan,,,,,True,False,False,False
292,1900-01-01 08:05:21,Solna Centrum,Globen,1900-01-01 08:49:00,1900-01-01 08:49:00,1900-01-01 08:49:00,1900-01-01 08:49:00,True,True,True,True
293,1900-01-01 17:16:12,Fridhemsplan,Tekniska högskolan,1900-01-01 17:50:00,1900-01-01 17:50:00,1900-01-01 17:46:16,1900-01-01 17:46:16,True,True,True,True
294,1900-01-01 08:12:21,Solna Centrum,Tekniska högskolan,1900-01-01 08:51:36,1900-01-01 08:51:36,1900-01-01 08:51:36,1900-01-01 08:51:36,True,True,True,True
295,1900-01-01 17:46:39,Tekniska högskolan,Solna Centrum,,,,,True,False,False,False
296,1900-01-01 17:20:41,Globen,Solna Centrum,1900-01-01 18:01:45,1900-01-01 18:09:08,1900-01-01 18:01:45,1900-01-01 18:01:45,True,True,True,True
297,1900-01-01 08:32:10,Fridhemsplan,Tekniska högskolan,1900-01-01 09:00:00,1900-01-01 09:00:00,1900-01-01 09:00:00,1900-01-01 09:00:00,True,True,True,True
298,1900-01-01 07:58:08,Tekniska högskolan,Fridhemsplan,1900-01-01 08:30:40,1900-01-01 08:25:30,1900-01-01 08:25:30,1900-01-01 08:25:30,True,True,True,True
299,1900-01-01 08:48:10,Solna Centrum,Globen,,,,,True,False,False,False
