GroupOfLine,TransportMode,LineNumber,Destination,JourneyDirection,StopAreaName,StopAreaNumber,StopPointNumber,StopPointDesignation,TimeTabledDateTime,ExpectedDateTime,DisplayTime,JourneyNumber,Deviations,RequestTime,Station
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-04-23T16:10:00,2023-04-23T16:10:00,2 min,21608,,2023-04-23 16:07:29.461325,Solna Centrum
Tvärbanan,TRAM,30,Solna station,1,Solna centrum,4547,4547,3,2023-04-23T16:18:00,2023-04-23T16:18:25,10 min,11528,,2023-04-23 16:07:29.461325,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-04-23T16:20:00,2023-04-23T16:20:00,16:20,21618,,2023-04-23 16:07:29.461325,Solna Centrum
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-04-23T16:07:30,2023-04-23T16:07:43,Nu,16344,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T16:08:00,2023-04-23T16:08:35,1 min,36175,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-04-23T16:08:30,2023-04-23T16:08:56,1 min,36280,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Åkeshov,1,Fridhemsplan,1151,1151,1,2023-04-23T16:10:30,2023-04-23T16:10:30,2 min,16948,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-04-23T16:10:45,2023-04-23T16:10:49,3 min,17103,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T16:13:00,2023-04-23T16:13:21,5 min,36057,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Fridhemsplan,1151,1152,2,2023-04-23T16:13:45,2023-04-23T16:13:45,6 min,16150,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-04-23T16:13:30,2023-04-23T16:13:57,6 min,36382,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Alvik,1,Fridhemsplan,1151,1151,1,2023-04-23T16:14:00,2023-04-23T16:14:00,6 min,16561,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Farsta strand,2,Fridhemsplan,1151,1152,2,2023-04-23T16:17:15,2023-04-23T16:17:15,9 min,16670,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-04-23T16:17:30,2023-04-23T16:17:30,9 min,16345,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T16:18:00,2023-04-23T16:18:35,11 min,36176,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-04-23T16:18:30,2023-04-23T16:18:56,11 min,36281,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Åkeshov,1,Fridhemsplan,1151,1151,1,2023-04-23T16:20:30,2023-04-23T16:20:30,12 min,16949,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-04-23T16:20:45,2023-04-23T16:20:49,13 min,17104,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T16:23:00,2023-04-23T16:23:21,15 min,36058,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Fridhemsplan,1151,1152,2,2023-04-23T16:23:45,2023-04-23T16:23:45,16:23,16151,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-04-23T16:23:30,2023-04-23T16:23:57,16 min,36383,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Alvik,1,Fridhemsplan,1151,1151,1,2023-04-23T16:24:00,2023-04-23T16:24:45,17 min,16562,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Farsta strand,2,Fridhemsplan,1151,1152,2,2023-04-23T16:27:15,2023-04-23T16:27:15,19 min,16671,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-04-23T16:27:30,2023-04-23T16:27:30,19 min,16346,,2023-04-23 16:07:30.077978,Friedhemsplan
,BUS,54,Hjorthagen,1,Fridhemsplan,10369,10747,A,2023-04-23T16:05:00,2023-04-23T16:06:42,Nu,6162,,2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,4,Radiohuset,2,Fridhemsplan,10369,10369,B,2023-04-23T16:04:00,2023-04-23T16:07:15,Nu,3816,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.077978,Friedhemsplan
,BUS,54,Reimersholme,2,Fridhemsplan,10369,10908,F,2023-04-23T16:07:00,2023-04-23T16:07:48,Nu,6116,,2023-04-23 16:07:30.077978,Friedhemsplan
,BUS,61,Hornsberg,1,Fridhemsplan,10369,10641,E,2023-04-23T16:04:00,2023-04-23T16:07:57,Nu,7472,,2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,4,Radiohuset,2,Fridhemsplan,10369,10369,B,2023-04-23T15:56:00,2023-04-23T16:11:48,4 min,3815,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,4,Radiohuset,2,Fridhemsplan,10369,10369,B,2023-04-23T16:12:00,2023-04-23T16:12:00,4 min,3817,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.077978,Friedhemsplan
,BUS,56,Hornsberg,2,Fridhemsplan,10369,10742,G,2023-04-23T16:13:00,2023-04-23T16:13:33,6 min,6660,,2023-04-23 16:07:30.077978,Friedhemsplan
,BUS,56,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-04-23T16:14:00,2023-04-23T16:14:00,16:14,6688,,2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,4,Gullmarsplan,1,Fridhemsplan,10369,10908,F,2023-04-23T16:11:00,2023-04-23T16:15:09,7 min,3927,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.077978,Friedhemsplan
,BUS,61,Ruddammen,2,Fridhemsplan,10369,10747,A,2023-04-23T16:15:00,2023-04-23T16:16:43,9 min,7427,,2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,1,Frihamnen,2,Fridhemsplan,10369,10742,G,2023-04-23T16:17:00,2023-04-23T16:17:00,16:17,1036,,2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,4,Radiohuset,2,Fridhemsplan,10369,10369,B,2023-04-23T16:20:00,2023-04-23T16:20:00,12 min,3818,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,4,Gullmarsplan,1,Fridhemsplan,10369,10908,F,2023-04-23T16:19:00,2023-04-23T16:21:03,13 min,3928,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.077978,Friedhemsplan
,BUS,54,Hjorthagen,1,Fridhemsplan,10369,10747,A,2023-04-23T16:25:00,2023-04-23T16:25:00,16:25,6163,,2023-04-23 16:07:30.077978,Friedhemsplan
,BUS,61,Hornsberg,1,Fridhemsplan,10369,10641,E,2023-04-23T16:24:00,2023-04-23T16:25:57,18 min,7473,,2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,1,Frihamnen,2,Fridhemsplan,10369,10742,G,2023-04-23T16:27:00,2023-04-23T16:27:00,16:27,1037,,2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,1,Frihamnen,2,Fridhemsplan,10369,10742,G,2023-04-23T16:07:00,,-,1035,,2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,1,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-04-23T16:11:00,,-,1126,,2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,1,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-04-23T16:01:00,,-,1125,,2023-04-23 16:07:30.077978,Friedhemsplan
blåbuss,BUS,1,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-04-23T16:21:00,,-,1127,,2023-04-23 16:07:30.077978,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Globen,1611,1612,2,2023-04-23T16:12:30,2023-04-23T16:12:30,4 min,16148,,2023-04-23 16:07:30.276563,Globen
tunnelbanans gröna linje,METRO,19,Alvik,1,Globen,1611,1611,1,2023-04-23T16:15:00,2023-04-23T16:15:00,7 min,16563,,2023-04-23 16:07:30.276563,Globen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Globen,1611,1612,2,2023-04-23T16:22:30,2023-04-23T16:22:35,15 min,16149,,2023-04-23 16:07:30.276563,Globen
tunnelbanans gröna linje,METRO,19,Alvik,1,Globen,1611,1611,1,2023-04-23T16:25:00,2023-04-23T16:25:00,17 min,16564,,2023-04-23 16:07:30.276563,Globen
Tvärbanan,TRAM,30,Sickla,2,Globen,4503,4504,4,2023-04-23T16:08:30,2023-04-23T16:08:30,Nu,21528,,2023-04-23 16:07:30.276563,Globen
Tvärbanan,TRAM,30,Solna station,1,Globen,4503,4503,3,2023-04-23T16:09:00,2023-04-23T16:09:41,2 min,11558,,2023-04-23 16:07:30.276563,Globen
Tvärbanan,TRAM,30,Sickla,2,Globen,4503,4504,4,2023-04-23T16:18:30,2023-04-23T16:18:30,10 min,21538,,2023-04-23 16:07:30.276563,Globen
Tvärbanan,TRAM,30,Solna station,1,Globen,4503,4503,3,2023-04-23T16:19:00,2023-04-23T16:19:00,11 min,11608,,2023-04-23 16:07:30.276563,Globen
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T16:09:15,2023-04-23T16:09:34,2 min,26353,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:12:00,2023-04-23T16:13:08,5 min,26154,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:15:30,2023-04-23T16:15:30,7 min,26063,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-04-23T16:15:45,2023-04-23T16:16:04,8 min,26354,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T16:19:15,2023-04-23T16:19:15,16:19,26355,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:22:00,2023-04-23T16:22:11,14 min,26155,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:25:29,2023-04-23T16:25:29,16:25,28356,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:25:30,2023-04-23T16:25:41,18 min,26064,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-04-23T16:25:45,2023-04-23T16:26:04,18 min,26356,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T16:29:15,2023-04-23T16:29:15,16:29,26357,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:32:00,2023-04-23T16:32:00,24 min,26156,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-04-23T16:35:45,2023-04-23T16:35:45,16:35,26358,,2023-04-23 16:07:30.689310,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:35:30,2023-04-23T16:35:51,28 min,26065,,2023-04-23 16:07:30.689310,Bergshamra
blåbuss,BUS,176,Stenhamra,2,Bergshamra bro,50388,50388,,2023-04-23T16:08:33,2023-04-23T16:09:16,1 min,12049,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.993123,Bergshamra bus
blåbuss,BUS,178,Jakobsbergs station,1,Bergshamra bro,50388,50388,,2023-04-23T16:12:08,2023-04-23T16:12:08,4 min,11608,,2023-04-23 16:07:30.993123,Bergshamra bus
blåbuss,BUS,178,Mörby station,2,Bergshamra bro,50388,50389,,2023-04-23T16:13:15,2023-04-23T16:13:11,5 min,21534,,2023-04-23 16:07:30.993123,Bergshamra bus
blåbuss,BUS,177,Skärvik,2,Bergshamra bro,50388,50388,,2023-04-23T16:18:33,2023-04-23T16:18:33,11 min,12141,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.993123,Bergshamra bus
blåbuss,BUS,177,Mörby station,1,Bergshamra bro,50388,50389,,2023-04-23T16:14:04,2023-04-23T16:19:41,12 min,12136,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.993123,Bergshamra bus
blåbuss,BUS,176,Mörby station,1,Bergshamra bro,50388,50389,,2023-04-23T16:24:04,2023-04-23T16:23:57,16 min,12044,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.993123,Bergshamra bus
blåbuss,BUS,178,Jakobsbergs station,1,Bergshamra bro,50388,50388,,2023-04-23T16:27:08,2023-04-23T16:27:08,16:27,11623,,2023-04-23 16:07:30.993123,Bergshamra bus
blåbuss,BUS,178,Mörby station,2,Bergshamra bro,50388,50389,,2023-04-23T16:28:15,2023-04-23T16:27:40,20 min,21549,,2023-04-23 16:07:30.993123,Bergshamra bus
blåbuss,BUS,176,Stenhamra,2,Bergshamra bro,50388,50388,,2023-04-23T16:28:33,2023-04-23T16:29:05,21 min,12051,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:07:30.993123,Bergshamra bus
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:07:00,2023-04-23T16:07:00,Nu,36056,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-04-23T16:09:00,2023-04-23T16:09:00,1 min,17102,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-04-23T16:07:30,2023-04-23T16:09:23,1 min,26502,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-04-23T16:10:00,2023-04-23T16:10:00,2 min,16345,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-04-23T16:10:30,2023-04-23T16:10:30,2 min,36382,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-04-23T16:11:00,2023-04-23T16:11:10,3 min,26351,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:11:00,2023-04-23T16:11:19,3 min,26155,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:12:00,2023-04-23T16:12:00,4 min,36175,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-04-23T16:12:00,2023-04-23T16:12:00,4 min,16149,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-04-23T16:13:00,2023-04-23T16:13:00,5 min,16949,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:14:29,2023-04-23T16:14:29,16:14,28356,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-04-23T16:14:00,2023-04-23T16:14:37,6 min,26617,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:14:30,2023-04-23T16:14:47,7 min,26064,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-04-23T16:15:30,2023-04-23T16:15:30,7 min,16669,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-04-23T16:15:30,2023-04-23T16:15:30,7 min,36281,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:17:00,2023-04-23T16:17:00,9 min,36057,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-04-23T16:16:30,2023-04-23T16:17:11,9 min,16562,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-04-23T16:17:30,2023-04-23T16:17:30,9 min,26352,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-04-23T16:17:30,2023-04-23T16:18:02,10 min,26503,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-04-23T16:19:00,2023-04-23T16:19:00,11 min,17103,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-04-23T16:20:00,2023-04-23T16:20:00,12 min,16346,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-04-23T16:20:30,2023-04-23T16:20:30,12 min,36383,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-04-23T16:21:00,2023-04-23T16:21:00,13 min,26353,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:21:00,2023-04-23T16:21:00,13 min,26156,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-04-23T16:22:00,2023-04-23T16:22:00,14 min,16150,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:22:00,2023-04-23T16:22:00,14 min,36176,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-04-23T16:23:00,2023-04-23T16:23:00,15 min,16950,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-04-23T16:24:00,2023-04-23T16:24:00,16 min,26618,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:24:30,2023-04-23T16:25:03,17 min,26065,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-04-23T16:25:30,2023-04-23T16:25:30,17 min,36282,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-04-23T16:25:30,2023-04-23T16:25:30,17 min,16670,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-04-23T16:26:30,2023-04-23T16:26:30,18 min,16563,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:27:00,2023-04-23T16:27:00,19 min,36058,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-04-23T16:27:30,2023-04-23T16:27:30,19 min,26354,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-04-23T16:27:30,2023-04-23T16:27:34,19 min,26504,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-04-23T16:29:00,2023-04-23T16:29:00,21 min,17104,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-04-23T16:30:00,2023-04-23T16:30:00,22 min,16347,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-04-23T16:30:30,2023-04-23T16:30:30,16:30,36384,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:31:00,2023-04-23T16:31:00,16:31,26157,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-04-23T16:31:00,2023-04-23T16:31:00,16:31,26355,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:32:00,2023-04-23T16:32:00,24 min,36177,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-04-23T16:32:00,2023-04-23T16:32:00,16:32,16151,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-04-23T16:33:00,2023-04-23T16:33:00,25 min,16951,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-04-23T16:34:00,2023-04-23T16:34:00,16:34,26619,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:34:30,2023-04-23T16:34:47,27 min,26066,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-04-23T16:35:30,2023-04-23T16:35:30,16:35,36283,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-04-23T16:35:30,2023-04-23T16:35:30,27 min,16671,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-04-23T16:36:30,2023-04-23T16:36:30,28 min,16564,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:37:00,2023-04-23T16:37:00,29 min,36059,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-04-23T16:37:30,2023-04-23T16:37:30,29 min,26356,,2023-04-23 16:07:46.633620,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T16:07:00,2023-04-23T16:08:01,Nu,26154,,2023-04-23 16:07:47.689756,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T16:10:30,2023-04-23T16:10:30,2 min,26063,,2023-04-23 16:07:47.689756,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Tekniska högskolan,2221,2222,2,2023-04-23T16:11:30,2023-04-23T16:11:45,3 min,26352,,2023-04-23 16:07:47.689756,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-04-23T16:15:00,2023-04-23T16:15:02,7 min,26353,,2023-04-23 16:07:47.689756,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T16:17:00,2023-04-23T16:17:01,9 min,26155,,2023-04-23 16:07:47.689756,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T16:20:29,2023-04-23T16:20:29,16:20,28356,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-04-23 16:07:47.689756,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T16:20:30,2023-04-23T16:20:31,12 min,26064,,2023-04-23 16:07:47.689756,Tekniska högskolan
