StartStation,EndStation,Lines,DepartureStations,ArrivalStations,DepartureTime,ArrivalTime,TransitionTime,RequestTime
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 7, 10)]","[datetime.datetime(1900, 1, 1, 7, 24)]",[0],2023-05-12 07:09:17.002901
Tekniska högskolan,Fridhemsplan,"[6, 19]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 13), 0, 0, datetime.datetime(1900, 1, 1, 7, 25)]","[datetime.datetime(1900, 1, 1, 7, 19), 0, 0, datetime.datetime(1900, 1, 1, 7, 28)]","[0, 2.0, 3.0, 0]",2023-05-12 07:09:17.002901
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 7, 16)]","[datetime.datetime(1900, 1, 1, 7, 30)]",[0],2023-05-12 07:09:17.002901
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 19), 0, datetime.datetime(1900, 1, 1, 7, 32)]","[datetime.datetime(1900, 1, 1, 7, 26), 0, datetime.datetime(1900, 1, 1, 7, 35)]","[0, 3.0, 0]",2023-05-12 07:09:17.002901
Fridhemsplan,Tekniska högskolan,"[19, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 8), 0, datetime.datetime(1900, 1, 1, 7, 19)]","[datetime.datetime(1900, 1, 1, 7, 17), 0, datetime.datetime(1900, 1, 1, 7, 25)]","[0, 2.0, 0]",2023-05-12 07:09:17.421607
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 10)]","[datetime.datetime(1900, 1, 1, 7, 24)]",[0],2023-05-12 07:09:17.421607
Fridhemsplan,Tekniska högskolan,"[17, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 13), 0, datetime.datetime(1900, 1, 1, 7, 24)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 30)]","[0, 2.0, 0]",2023-05-12 07:09:17.421607
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 15), 0, datetime.datetime(1900, 1, 1, 7, 24)]","[datetime.datetime(1900, 1, 1, 7, 20), 0, datetime.datetime(1900, 1, 1, 7, 30)]","[0, 4.0, 0]",2023-05-12 07:09:17.421607
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 18)]","[datetime.datetime(1900, 1, 1, 7, 32)]",[0],2023-05-12 07:09:17.421607
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 19), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 35)]","[0, 4.0, 0]",2023-05-12 07:09:17.421607
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 23), 0, datetime.datetime(1900, 1, 1, 7, 34)]","[datetime.datetime(1900, 1, 1, 7, 28), 0, datetime.datetime(1900, 1, 1, 7, 40)]","[0, 4.0, 0]",2023-05-12 07:09:17.421607
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 25)]","[datetime.datetime(1900, 1, 1, 7, 39)]",[0],2023-05-12 07:09:17.421607
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 9), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[0, 3.0, 0]",2023-05-12 07:09:17.865637
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 37)]","[0, 3.0, 0]",2023-05-12 07:09:17.865637
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 19), 0, datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 7, 26), 0, datetime.datetime(1900, 1, 1, 7, 37)]","[0, 3.0, 0]",2023-05-12 07:09:17.865637
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 36)]","[datetime.datetime(1900, 1, 1, 7, 31), 0, datetime.datetime(1900, 1, 1, 7, 45)]","[0, 3.0, 0]",2023-05-12 07:09:17.865637
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 29), 0, datetime.datetime(1900, 1, 1, 7, 44)]","[datetime.datetime(1900, 1, 1, 7, 36), 0, datetime.datetime(1900, 1, 1, 7, 53)]","[0, 3.0, 0]",2023-05-12 07:09:17.865637
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 34), 0, datetime.datetime(1900, 1, 1, 7, 44)]","[datetime.datetime(1900, 1, 1, 7, 41), 0, datetime.datetime(1900, 1, 1, 7, 53)]","[0, 3.0, 0]",2023-05-12 07:09:17.865637
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 39), 0, datetime.datetime(1900, 1, 1, 7, 51)]","[datetime.datetime(1900, 1, 1, 7, 46), 0, datetime.datetime(1900, 1, 1, 8, 0)]","[0, 3.0, 0]",2023-05-12 07:09:17.865637
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 35)]","[0, 4.0, 0]",2023-05-12 07:09:18.401629
Solna Centrum,Tekniska högskolan,"[30, 41, 6]","['Solna centrum', 'Solna station', 'Solna', 'Stockholm Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Odenplan']","['Solna station', 'Solna', 'Stockholm Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Odenplan', 'Östra station']","[datetime.datetime(1900, 1, 1, 7, 17), 0, datetime.datetime(1900, 1, 1, 7, 23), 0, 0, 0, datetime.datetime(1900, 1, 1, 7, 36)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 27), 0, 0, 0, datetime.datetime(1900, 1, 1, 7, 42)]","[0, 5.0, 0, 4.0, 2.0, 1.0, 0]",2023-05-12 07:09:18.401629
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 22), 0, datetime.datetime(1900, 1, 1, 7, 39)]","[datetime.datetime(1900, 1, 1, 7, 32), 0, datetime.datetime(1900, 1, 1, 7, 45)]","[0, 4.0, 0]",2023-05-12 07:09:18.401629
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 29), 0, datetime.datetime(1900, 1, 1, 7, 44)]","[datetime.datetime(1900, 1, 1, 7, 39), 0, datetime.datetime(1900, 1, 1, 7, 50)]","[0, 4.0, 0]",2023-05-12 07:09:18.401629
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 37), 0, datetime.datetime(1900, 1, 1, 7, 54)]","[datetime.datetime(1900, 1, 1, 7, 47), 0, datetime.datetime(1900, 1, 1, 8, 0)]","[0, 4.0, 0]",2023-05-12 07:09:18.401629
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 44), 0, datetime.datetime(1900, 1, 1, 7, 59)]","[datetime.datetime(1900, 1, 1, 7, 54), 0, datetime.datetime(1900, 1, 1, 8, 5)]","[0, 4.0, 0]",2023-05-12 07:09:18.401629
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 7, 11)]","[datetime.datetime(1900, 1, 1, 7, 51)]",[0],2023-05-12 07:09:19.262805
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 31)]","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 42)]","[0, 3.0, 0]",2023-05-12 07:09:20.474474
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 15)]","[datetime.datetime(1900, 1, 1, 7, 54)]",[0],2023-05-12 07:09:20.474474
Solna Centrum,Globen,"[152, 30]","['Solna centrum (på Huvudstagatan)', 'Liljeholmen', 'Liljeholmen']","['Liljeholmen', 'Liljeholmen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 30)]","[datetime.datetime(1900, 1, 1, 7, 43), 0, datetime.datetime(1900, 1, 1, 7, 40)]","[0, 4.0, 0]",2023-05-12 07:09:20.474474
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 21)]","[datetime.datetime(1900, 1, 1, 8, 0)]",[0],2023-05-12 07:09:20.474474
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 22), 0, datetime.datetime(1900, 1, 1, 7, 39)]","[datetime.datetime(1900, 1, 1, 7, 32), 0, datetime.datetime(1900, 1, 1, 7, 50)]","[0, 3.0, 0]",2023-05-12 07:09:20.474474
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 8, 7)]",[0],2023-05-12 07:09:20.474474
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 29), 0, datetime.datetime(1900, 1, 1, 7, 43)]","[datetime.datetime(1900, 1, 1, 7, 39), 0, datetime.datetime(1900, 1, 1, 7, 54)]","[0, 3.0, 0]",2023-05-12 07:09:20.474474
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 9), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 23)]","[0, 3.0, 0]",2023-05-12 07:09:52.978136
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 7, 10)]","[datetime.datetime(1900, 1, 1, 7, 24)]",[0],2023-05-12 07:09:52.978136
Tekniska högskolan,Fridhemsplan,"[6, 19]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 13), 0, 0, datetime.datetime(1900, 1, 1, 7, 25)]","[datetime.datetime(1900, 1, 1, 7, 19), 0, 0, datetime.datetime(1900, 1, 1, 7, 28)]","[0, 2.0, 3.0, 0]",2023-05-12 07:09:52.978136
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 24)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 27)]","[0, 3.0, 0]",2023-05-12 07:09:52.978136
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 7, 16)]","[datetime.datetime(1900, 1, 1, 7, 30)]",[0],2023-05-12 07:09:52.978136
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 19), 0, datetime.datetime(1900, 1, 1, 7, 32)]","[datetime.datetime(1900, 1, 1, 7, 26), 0, datetime.datetime(1900, 1, 1, 7, 35)]","[0, 3.0, 0]",2023-05-12 07:09:52.978136
Fridhemsplan,Tekniska högskolan,"[19, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 8), 0, datetime.datetime(1900, 1, 1, 7, 19)]","[datetime.datetime(1900, 1, 1, 7, 17), 0, datetime.datetime(1900, 1, 1, 7, 25)]","[0, 2.0, 0]",2023-05-12 07:09:53.398671
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 10)]","[datetime.datetime(1900, 1, 1, 7, 24)]",[0],2023-05-12 07:09:53.398671
Fridhemsplan,Tekniska högskolan,"[17, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 13), 0, datetime.datetime(1900, 1, 1, 7, 24)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 30)]","[0, 2.0, 0]",2023-05-12 07:09:53.398671
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 15), 0, datetime.datetime(1900, 1, 1, 7, 24)]","[datetime.datetime(1900, 1, 1, 7, 20), 0, datetime.datetime(1900, 1, 1, 7, 30)]","[0, 4.0, 0]",2023-05-12 07:09:53.398671
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 18)]","[datetime.datetime(1900, 1, 1, 7, 32)]",[0],2023-05-12 07:09:53.398671
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 19), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 35)]","[0, 4.0, 0]",2023-05-12 07:09:53.398671
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 23), 0, datetime.datetime(1900, 1, 1, 7, 34)]","[datetime.datetime(1900, 1, 1, 7, 28), 0, datetime.datetime(1900, 1, 1, 7, 40)]","[0, 4.0, 0]",2023-05-12 07:09:53.398671
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 25)]","[datetime.datetime(1900, 1, 1, 7, 39)]",[0],2023-05-12 07:09:53.398671
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 9), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[0, 3.0, 0]",2023-05-12 07:09:53.906110
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 37)]","[0, 3.0, 0]",2023-05-12 07:09:53.906110
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 19), 0, datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 7, 26), 0, datetime.datetime(1900, 1, 1, 7, 37)]","[0, 3.0, 0]",2023-05-12 07:09:53.906110
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 36)]","[datetime.datetime(1900, 1, 1, 7, 31), 0, datetime.datetime(1900, 1, 1, 7, 45)]","[0, 3.0, 0]",2023-05-12 07:09:53.906110
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 29), 0, datetime.datetime(1900, 1, 1, 7, 44)]","[datetime.datetime(1900, 1, 1, 7, 36), 0, datetime.datetime(1900, 1, 1, 7, 53)]","[0, 3.0, 0]",2023-05-12 07:09:53.906110
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 34), 0, datetime.datetime(1900, 1, 1, 7, 44)]","[datetime.datetime(1900, 1, 1, 7, 41), 0, datetime.datetime(1900, 1, 1, 7, 53)]","[0, 3.0, 0]",2023-05-12 07:09:53.906110
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 39), 0, datetime.datetime(1900, 1, 1, 7, 51)]","[datetime.datetime(1900, 1, 1, 7, 46), 0, datetime.datetime(1900, 1, 1, 8, 0)]","[0, 3.0, 0]",2023-05-12 07:09:53.906110
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 35)]","[0, 4.0, 0]",2023-05-12 07:09:54.556309
Solna Centrum,Tekniska högskolan,"[30, 41, 6]","['Solna centrum', 'Solna station', 'Solna', 'Stockholm Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Odenplan']","['Solna station', 'Solna', 'Stockholm Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Odenplan', 'Östra station']","[datetime.datetime(1900, 1, 1, 7, 17), 0, datetime.datetime(1900, 1, 1, 7, 23), 0, 0, 0, datetime.datetime(1900, 1, 1, 7, 36)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 27), 0, 0, 0, datetime.datetime(1900, 1, 1, 7, 42)]","[0, 5.0, 0, 4.0, 2.0, 1.0, 0]",2023-05-12 07:09:54.556309
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 22), 0, datetime.datetime(1900, 1, 1, 7, 39)]","[datetime.datetime(1900, 1, 1, 7, 32), 0, datetime.datetime(1900, 1, 1, 7, 45)]","[0, 4.0, 0]",2023-05-12 07:09:54.556309
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 29), 0, datetime.datetime(1900, 1, 1, 7, 44)]","[datetime.datetime(1900, 1, 1, 7, 39), 0, datetime.datetime(1900, 1, 1, 7, 50)]","[0, 4.0, 0]",2023-05-12 07:09:54.556309
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 37), 0, datetime.datetime(1900, 1, 1, 7, 54)]","[datetime.datetime(1900, 1, 1, 7, 47), 0, datetime.datetime(1900, 1, 1, 8, 0)]","[0, 4.0, 0]",2023-05-12 07:09:54.556309
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 44), 0, datetime.datetime(1900, 1, 1, 7, 59)]","[datetime.datetime(1900, 1, 1, 7, 54), 0, datetime.datetime(1900, 1, 1, 8, 5)]","[0, 4.0, 0]",2023-05-12 07:09:54.556309
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 7, 11)]","[datetime.datetime(1900, 1, 1, 7, 51)]",[0],2023-05-12 07:09:55.099644
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 31)]","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 42)]","[0, 3.0, 0]",2023-05-12 07:09:55.661680
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 15)]","[datetime.datetime(1900, 1, 1, 7, 54)]",[0],2023-05-12 07:09:55.661680
Solna Centrum,Globen,"[152, 30]","['Solna centrum (på Huvudstagatan)', 'Liljeholmen', 'Liljeholmen']","['Liljeholmen', 'Liljeholmen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 30)]","[datetime.datetime(1900, 1, 1, 7, 43), 0, datetime.datetime(1900, 1, 1, 7, 40)]","[0, 4.0, 0]",2023-05-12 07:09:55.661680
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 21)]","[datetime.datetime(1900, 1, 1, 8, 0)]",[0],2023-05-12 07:09:55.661680
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 22), 0, datetime.datetime(1900, 1, 1, 7, 39)]","[datetime.datetime(1900, 1, 1, 7, 32), 0, datetime.datetime(1900, 1, 1, 7, 50)]","[0, 3.0, 0]",2023-05-12 07:09:55.661680
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 8, 7)]",[0],2023-05-12 07:09:55.661680
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 29), 0, datetime.datetime(1900, 1, 1, 7, 43)]","[datetime.datetime(1900, 1, 1, 7, 39), 0, datetime.datetime(1900, 1, 1, 7, 54)]","[0, 3.0, 0]",2023-05-12 07:09:55.661680
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 9), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 23)]","[0, 3.0, 0]",2023-05-12 07:10:30.476348
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 7, 10)]","[datetime.datetime(1900, 1, 1, 7, 24)]",[0],2023-05-12 07:10:30.476348
Tekniska högskolan,Fridhemsplan,"[6, 19]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 13), 0, 0, datetime.datetime(1900, 1, 1, 7, 25)]","[datetime.datetime(1900, 1, 1, 7, 19), 0, 0, datetime.datetime(1900, 1, 1, 7, 28)]","[0, 2.0, 3.0, 0]",2023-05-12 07:10:30.476348
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 24)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 27)]","[0, 3.0, 0]",2023-05-12 07:10:30.476348
