StartStation,EndStation,Lines,DepartureStations,ArrivalStations,DepartureTime,ArrivalTime,TransitionTime,RequestTime
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 6, 59), 0, datetime.datetime(1900, 1, 1, 7, 8)]","[datetime.datetime(1900, 1, 1, 7, 6), 0, datetime.datetime(1900, 1, 1, 7, 11)]","[0, 3.0, 0]",2023-05-12 07:00:09.757413
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 6, 56)]","[datetime.datetime(1900, 1, 1, 7, 10)]",[0],2023-05-12 07:00:09.757413
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 7, 3)]","[datetime.datetime(1900, 1, 1, 7, 17)]",[0],2023-05-12 07:00:09.757413
Tekniska högskolan,Fridhemsplan,"[6, 17]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 4), 0, 0, datetime.datetime(1900, 1, 1, 7, 16)]","[datetime.datetime(1900, 1, 1, 7, 10), 0, 0, datetime.datetime(1900, 1, 1, 7, 19)]","[0, 2.0, 3.0, 0]",2023-05-12 07:00:09.757413
Tekniska högskolan,Fridhemsplan,"[67, 18]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 7), 0, 0, datetime.datetime(1900, 1, 1, 7, 19)]","[datetime.datetime(1900, 1, 1, 7, 14), 0, 0, datetime.datetime(1900, 1, 1, 7, 22)]","[0, 2.0, 3.0, 0]",2023-05-12 07:00:09.757413
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 9), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 23)]","[0, 3.0, 0]",2023-05-12 07:00:09.757413
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 7, 10)]","[datetime.datetime(1900, 1, 1, 7, 24)]",[0],2023-05-12 07:00:09.757413
Tekniska högskolan,Fridhemsplan,"[6, 19]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 13), 0, 0, datetime.datetime(1900, 1, 1, 7, 25)]","[datetime.datetime(1900, 1, 1, 7, 19), 0, 0, datetime.datetime(1900, 1, 1, 7, 28)]","[0, 2.0, 3.0, 0]",2023-05-12 07:00:09.757413
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 0)]","[datetime.datetime(1900, 1, 1, 7, 14)]",[0],2023-05-12 07:00:09.957741
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 4), 0, datetime.datetime(1900, 1, 1, 7, 14)]","[datetime.datetime(1900, 1, 1, 7, 8), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[0, 4.0, 0]",2023-05-12 07:00:09.957741
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 7)]","[datetime.datetime(1900, 1, 1, 7, 21)]",[0],2023-05-12 07:00:09.957741
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 10)]","[datetime.datetime(1900, 1, 1, 7, 24)]",[0],2023-05-12 07:00:09.957741
Fridhemsplan,Tekniska högskolan,"[17, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 13), 0, datetime.datetime(1900, 1, 1, 7, 24)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 30)]","[0, 2.0, 0]",2023-05-12 07:00:09.957741
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 9), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[0, 3.0, 0]",2023-05-12 07:00:10.208099
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 37)]","[0, 3.0, 0]",2023-05-12 07:00:10.208099
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 36)]","[datetime.datetime(1900, 1, 1, 7, 31), 0, datetime.datetime(1900, 1, 1, 7, 45)]","[0, 3.0, 0]",2023-05-12 07:00:10.208099
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 29), 0, datetime.datetime(1900, 1, 1, 7, 44)]","[datetime.datetime(1900, 1, 1, 7, 36), 0, datetime.datetime(1900, 1, 1, 7, 53)]","[0, 3.0, 0]",2023-05-12 07:00:10.208099
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 39), 0, datetime.datetime(1900, 1, 1, 7, 51)]","[datetime.datetime(1900, 1, 1, 7, 46), 0, datetime.datetime(1900, 1, 1, 8, 0)]","[0, 3.0, 0]",2023-05-12 07:00:10.208099
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 6), 0, datetime.datetime(1900, 1, 1, 7, 24)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 30)]","[0, 4.0, 0]",2023-05-12 07:00:10.645766
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 6), 0, datetime.datetime(1900, 1, 1, 7, 19)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 25)]","[0, 4.0, 0]",2023-05-12 07:00:10.645766
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 35)]","[0, 4.0, 0]",2023-05-12 07:00:10.645766
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 22), 0, datetime.datetime(1900, 1, 1, 7, 39)]","[datetime.datetime(1900, 1, 1, 7, 32), 0, datetime.datetime(1900, 1, 1, 7, 45)]","[0, 4.0, 0]",2023-05-12 07:00:10.645766
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 29), 0, datetime.datetime(1900, 1, 1, 7, 44)]","[datetime.datetime(1900, 1, 1, 7, 39), 0, datetime.datetime(1900, 1, 1, 7, 50)]","[0, 4.0, 0]",2023-05-12 07:00:10.645766
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 37), 0, datetime.datetime(1900, 1, 1, 7, 54)]","[datetime.datetime(1900, 1, 1, 7, 47), 0, datetime.datetime(1900, 1, 1, 8, 0)]","[0, 4.0, 0]",2023-05-12 07:00:10.645766
Globen,Solna Centrum,"[30, 18, 11]","['Globen', 'Gullmarsplan', 'Gullmarsplan', 'T-Centralen', 'T-Centralen']","['Gullmarsplan', 'Gullmarsplan', 'T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 0), 0, datetime.datetime(1900, 1, 1, 7, 6), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[datetime.datetime(1900, 1, 1, 7, 3), 0, datetime.datetime(1900, 1, 1, 7, 15), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[0, 3.0, 0, 3.0, 0]",2023-05-12 07:00:11.365843
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 7, 4)]","[datetime.datetime(1900, 1, 1, 7, 44)]",[0],2023-05-12 07:00:11.365843
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 8), 0, datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 37)]","[0, 3.0, 0]",2023-05-12 07:00:11.365843
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 7, 11)]","[datetime.datetime(1900, 1, 1, 7, 51)]",[0],2023-05-12 07:00:11.365843
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 7, 17)]","[datetime.datetime(1900, 1, 1, 7, 57)]",[0],2023-05-12 07:00:11.365843
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 18), 0, datetime.datetime(1900, 1, 1, 7, 36)]","[datetime.datetime(1900, 1, 1, 7, 31), 0, datetime.datetime(1900, 1, 1, 7, 45)]","[0, 3.0, 0]",2023-05-12 07:00:11.365843
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 1)]","[datetime.datetime(1900, 1, 1, 7, 40)]",[0],2023-05-12 07:00:11.955227
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 6), 0, datetime.datetime(1900, 1, 1, 7, 23)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 34)]","[0, 3.0, 0]",2023-05-12 07:00:11.955227
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 8)]","[datetime.datetime(1900, 1, 1, 7, 47)]",[0],2023-05-12 07:00:11.955227
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 31)]","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 42)]","[0, 3.0, 0]",2023-05-12 07:00:11.955227
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 15)]","[datetime.datetime(1900, 1, 1, 7, 54)]",[0],2023-05-12 07:00:11.955227
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 21)]","[datetime.datetime(1900, 1, 1, 8, 0)]",[0],2023-05-12 07:00:11.955227
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 22), 0, datetime.datetime(1900, 1, 1, 7, 39)]","[datetime.datetime(1900, 1, 1, 7, 32), 0, datetime.datetime(1900, 1, 1, 7, 50)]","[0, 3.0, 0]",2023-05-12 07:00:11.955227
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 6, 59), 0, datetime.datetime(1900, 1, 1, 7, 8)]","[datetime.datetime(1900, 1, 1, 7, 6), 0, datetime.datetime(1900, 1, 1, 7, 11)]","[0, 3.0, 0]",2023-05-12 07:00:46.618209
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 6, 56)]","[datetime.datetime(1900, 1, 1, 7, 10)]",[0],2023-05-12 07:00:46.618209
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 7, 3)]","[datetime.datetime(1900, 1, 1, 7, 17)]",[0],2023-05-12 07:00:46.618209
Tekniska högskolan,Fridhemsplan,"[6, 17]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 4), 0, 0, datetime.datetime(1900, 1, 1, 7, 16)]","[datetime.datetime(1900, 1, 1, 7, 10), 0, 0, datetime.datetime(1900, 1, 1, 7, 19)]","[0, 2.0, 3.0, 0]",2023-05-12 07:00:46.618209
Tekniska högskolan,Fridhemsplan,"[67, 18]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 7), 0, 0, datetime.datetime(1900, 1, 1, 7, 19)]","[datetime.datetime(1900, 1, 1, 7, 14), 0, 0, datetime.datetime(1900, 1, 1, 7, 22)]","[0, 2.0, 3.0, 0]",2023-05-12 07:00:46.618209
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 9), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 23)]","[0, 3.0, 0]",2023-05-12 07:00:46.618209
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 7, 10)]","[datetime.datetime(1900, 1, 1, 7, 24)]",[0],2023-05-12 07:00:46.618209
Tekniska högskolan,Fridhemsplan,"[6, 19]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 7, 13), 0, 0, datetime.datetime(1900, 1, 1, 7, 25)]","[datetime.datetime(1900, 1, 1, 7, 19), 0, 0, datetime.datetime(1900, 1, 1, 7, 28)]","[0, 2.0, 3.0, 0]",2023-05-12 07:00:46.618209
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 0)]","[datetime.datetime(1900, 1, 1, 7, 14)]",[0],2023-05-12 07:00:46.849672
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 4), 0, datetime.datetime(1900, 1, 1, 7, 14)]","[datetime.datetime(1900, 1, 1, 7, 8), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[0, 4.0, 0]",2023-05-12 07:00:46.849672
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 7)]","[datetime.datetime(1900, 1, 1, 7, 21)]",[0],2023-05-12 07:00:46.849672
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 7, 10)]","[datetime.datetime(1900, 1, 1, 7, 24)]",[0],2023-05-12 07:00:46.849672
Fridhemsplan,Tekniska högskolan,"[17, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 13), 0, datetime.datetime(1900, 1, 1, 7, 24)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 30)]","[0, 2.0, 0]",2023-05-12 07:00:46.849672
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 6, 59), 0, datetime.datetime(1900, 1, 1, 7, 12)]","[datetime.datetime(1900, 1, 1, 7, 6), 0, datetime.datetime(1900, 1, 1, 7, 21)]","[0, 3.0, 0]",2023-05-12 07:00:47.418790
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 9), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[0, 3.0, 0]",2023-05-12 07:00:47.418790
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 37)]","[0, 3.0, 0]",2023-05-12 07:00:47.418790
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 19), 0, datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 7, 26), 0, datetime.datetime(1900, 1, 1, 7, 37)]","[0, 3.0, 0]",2023-05-12 07:00:47.418790
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 36)]","[datetime.datetime(1900, 1, 1, 7, 31), 0, datetime.datetime(1900, 1, 1, 7, 45)]","[0, 3.0, 0]",2023-05-12 07:00:47.418790
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 29), 0, datetime.datetime(1900, 1, 1, 7, 44)]","[datetime.datetime(1900, 1, 1, 7, 36), 0, datetime.datetime(1900, 1, 1, 7, 53)]","[0, 3.0, 0]",2023-05-12 07:00:47.418790
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 39), 0, datetime.datetime(1900, 1, 1, 7, 51)]","[datetime.datetime(1900, 1, 1, 7, 46), 0, datetime.datetime(1900, 1, 1, 8, 0)]","[0, 3.0, 0]",2023-05-12 07:00:47.418790
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 6), 0, datetime.datetime(1900, 1, 1, 7, 24)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 30)]","[0, 4.0, 0]",2023-05-12 07:00:47.890682
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 35)]","[0, 4.0, 0]",2023-05-12 07:00:47.890682
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 22), 0, datetime.datetime(1900, 1, 1, 7, 39)]","[datetime.datetime(1900, 1, 1, 7, 32), 0, datetime.datetime(1900, 1, 1, 7, 45)]","[0, 4.0, 0]",2023-05-12 07:00:47.890682
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 29), 0, datetime.datetime(1900, 1, 1, 7, 44)]","[datetime.datetime(1900, 1, 1, 7, 39), 0, datetime.datetime(1900, 1, 1, 7, 50)]","[0, 4.0, 0]",2023-05-12 07:00:47.890682
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 7, 37), 0, datetime.datetime(1900, 1, 1, 7, 54)]","[datetime.datetime(1900, 1, 1, 7, 47), 0, datetime.datetime(1900, 1, 1, 8, 0)]","[0, 4.0, 0]",2023-05-12 07:00:47.890682
Globen,Solna Centrum,"[30, 18, 11]","['Globen', 'Gullmarsplan', 'Gullmarsplan', 'T-Centralen', 'T-Centralen']","['Gullmarsplan', 'Gullmarsplan', 'T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 0), 0, datetime.datetime(1900, 1, 1, 7, 6), 0, datetime.datetime(1900, 1, 1, 7, 20)]","[datetime.datetime(1900, 1, 1, 7, 3), 0, datetime.datetime(1900, 1, 1, 7, 15), 0, datetime.datetime(1900, 1, 1, 7, 29)]","[0, 3.0, 0, 3.0, 0]",2023-05-12 07:00:48.581994
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 7, 4)]","[datetime.datetime(1900, 1, 1, 7, 44)]",[0],2023-05-12 07:00:48.581994
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 8), 0, datetime.datetime(1900, 1, 1, 7, 28)]","[datetime.datetime(1900, 1, 1, 7, 21), 0, datetime.datetime(1900, 1, 1, 7, 37)]","[0, 3.0, 0]",2023-05-12 07:00:48.581994
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 7, 11)]","[datetime.datetime(1900, 1, 1, 7, 51)]",[0],2023-05-12 07:00:48.581994
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 7, 17)]","[datetime.datetime(1900, 1, 1, 7, 57)]",[0],2023-05-12 07:00:48.581994
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 7, 18), 0, datetime.datetime(1900, 1, 1, 7, 36)]","[datetime.datetime(1900, 1, 1, 7, 31), 0, datetime.datetime(1900, 1, 1, 7, 45)]","[0, 3.0, 0]",2023-05-12 07:00:48.581994
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 1)]","[datetime.datetime(1900, 1, 1, 7, 40)]",[0],2023-05-12 07:00:49.201750
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 6), 0, datetime.datetime(1900, 1, 1, 7, 23)]","[datetime.datetime(1900, 1, 1, 7, 16), 0, datetime.datetime(1900, 1, 1, 7, 34)]","[0, 3.0, 0]",2023-05-12 07:00:49.201750
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 8)]","[datetime.datetime(1900, 1, 1, 7, 47)]",[0],2023-05-12 07:00:49.201750
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 14), 0, datetime.datetime(1900, 1, 1, 7, 31)]","[datetime.datetime(1900, 1, 1, 7, 24), 0, datetime.datetime(1900, 1, 1, 7, 42)]","[0, 3.0, 0]",2023-05-12 07:00:49.201750
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 15)]","[datetime.datetime(1900, 1, 1, 7, 54)]",[0],2023-05-12 07:00:49.201750
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 7, 21)]","[datetime.datetime(1900, 1, 1, 8, 0)]",[0],2023-05-12 07:00:49.201750
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 7, 22), 0, datetime.datetime(1900, 1, 1, 7, 39)]","[datetime.datetime(1900, 1, 1, 7, 32), 0, datetime.datetime(1900, 1, 1, 7, 50)]","[0, 3.0, 0]",2023-05-12 07:00:49.201750
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 7, 3)]","[datetime.datetime(1900, 1, 1, 7, 17)]",[0],2023-05-12 07:01:23.135171
