,RequestTime,StartingStation,EndingStation,ModelOld,ModelSL,ModelDelay
0,1900-01-01 16:00:14,Tekniska högskolan,Fridhemsplan,"[Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:01:30	Arrival Time :16:14:00
 	-In Tekniska högskolan, take line 14 at 16:01:30 to T-Centralen (arriving at 16:07:30)
 	-Walk 3 minutes and wait 0min30
 	-In T-Centralen, take line 10 at 16:11:00 to Fridhemsplan (arriving at 16:14:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:01:00	Arrival Time :16:15:00
 	-In Tekniska högskolan, take line 4 at 16:01:00 to Fridhemsplan (arriving at 16:15:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:01:30	Arrival Time :16:17:30
 	-In Tekniska högskolan, take line 14 at 16:01:30 to T-Centralen (arriving at 16:07:30)
 	-Walk 3 minutes and wait 4min0
 	-In T-Centralen, take line 11 at 16:14:30 to Fridhemsplan (arriving at 16:17:30)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:01:30	Arrival Time :16:17:30
 	-In Tekniska högskolan, take line 14 at 16:01:30 to T-Centralen (arriving at 16:07:30)
 	-Walk 2 minutes and wait 0min30
 	-In T-Centralen, take line 17 at 16:10:00 to Fridhemsplan (arriving at 16:17:30)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:01:30	Arrival Time :16:17:30
 	-In Tekniska högskolan, take line 14 at 16:01:30 to T-Centralen (arriving at 16:07:30)
 	-Walk 2 minutes and wait 0min30
 	-In T-Centralen, take line 18 at 16:10:00 to Fridhemsplan (arriving at 16:17:30)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:00	Arrival Time :16:17:30
 	-In Tekniska högskolan, take line 14 at 16:04:00 to T-Centralen (arriving at 16:10:00)
 	-Walk 3 minutes and wait 1min30
 	-In T-Centralen, take line 11 at 16:14:30 to Fridhemsplan (arriving at 16:17:30)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:00	Arrival Time :16:18:00
 	-In Tekniska högskolan, take line 4 at 16:04:00 to Fridhemsplan (arriving at 16:18:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:00	Arrival Time :16:18:30
 	-In Tekniska högskolan, take line 14 at 16:04:00 to T-Centralen (arriving at 16:10:00)
 	-Walk 3 minutes and wait 2min30
 	-In T-Centralen, take line 10 at 16:15:30 to Fridhemsplan (arriving at 16:18:30)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:01:30	Arrival Time :16:19:30
 	-In Tekniska högskolan, take line 14 at 16:01:30 to T-Centralen (arriving at 16:07:30)
 	-Walk 2 minutes and wait 2min30
 	-In T-Centralen, take line 19 at 16:12:00 to Fridhemsplan (arriving at 16:19:30)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:00	Arrival Time :16:20:30
 	-In Tekniska högskolan, take line 14 at 16:04:00 to T-Centralen (arriving at 16:10:00)
 	-Walk 2 minutes and wait 1min0
 	-In T-Centralen, take line 17 at 16:13:00 to Fridhemsplan (arriving at 16:20:30)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:00	Arrival Time :16:20:30
 	-In Tekniska högskolan, take line 14 at 16:04:00 to T-Centralen (arriving at 16:10:00)
 	-Walk 2 minutes and wait 1min0
 	-In T-Centralen, take line 19 at 16:13:00 to Fridhemsplan (arriving at 16:20:30)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:00	Arrival Time :16:21:30
 	-In Tekniska högskolan, take line 14 at 16:04:00 to T-Centralen (arriving at 16:10:00)
 	-Walk 2 minutes and wait 2min0
 	-In T-Centralen, take line 18 at 16:14:00 to Fridhemsplan (arriving at 16:21:30)      ]","[Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :15:59:00	Arrival Time :16:14:00
 	-In Tekniska högskolan, take line 14 at 15:59:00 to T-Centralen (arriving at 16:06:00)
 	-Walk 3 minutes and wait 2min0
 	-In T-Centralen, take line 10 at 16:11:00 to Fridhemsplan (arriving at 16:14:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :15:56:00	Arrival Time :16:14:00
 	-In Tekniska högskolan, take line 4 at 15:56:00 to Fridhemsplan (arriving at 16:14:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:00	Arrival Time :16:17:00
 	-In Tekniska högskolan, take line 14 at 16:04:00 to T-Centralen (arriving at 16:11:00)
 	-Walk 3 minutes and wait 0min0
 	-In T-Centralen, take line 11 at 16:14:00 to Fridhemsplan (arriving at 16:17:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:03:00	Arrival Time :16:19:00
 	-In Tekniska högskolan, take line 4 at 16:03:00 to Odenplan (arriving at 16:10:00)
 	-Walk 2 minutes and wait 4min0
 	-In Odenplan, take line 19 at 16:16:00 to Fridhemsplan (arriving at 16:19:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:03:00	Arrival Time :16:21:00
 	-In Tekniska högskolan, take line 4 at 16:03:00 to Fridhemsplan (arriving at 16:21:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:00	Arrival Time :16:21:00
 	-In Tekniska högskolan, take line 14 at 16:04:00 to T-Centralen (arriving at 16:11:00)
 	-Walk 3 minutes and wait 4min0
 	-In T-Centralen, take line 10 at 16:18:00 to Fridhemsplan (arriving at 16:21:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:09:00	Arrival Time :16:21:00
 	-In Tekniska högskolan, take line 14 at 16:09:00 to T-Centralen (arriving at 16:16:00)
 	-Walk 3 minutes and wait 1439min0
 	-In T-Centralen, take line 10 at 16:18:00 to Fridhemsplan (arriving at 16:21:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:09:00	Arrival Time :16:24:00
 	-In Tekniska högskolan, take line 14 at 16:09:00 to T-Centralen (arriving at 16:16:00)
 	-Walk 3 minutes and wait 2min0
 	-In T-Centralen, take line 11 at 16:21:00 to Fridhemsplan (arriving at 16:24:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:09:00	Arrival Time :16:27:00
 	-In Tekniska högskolan, take line 4 at 16:09:00 to Fridhemsplan (arriving at 16:27:00)]","[Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:30	Arrival Time :16:17:41
 Probability of success: 0.9854844559585493
 Quantile 50: 16:18:04
 Quantile 90: 16:18:40
 Quantile 95: 16:19:03
 	-In Tekniska högskolan, take line 14 at 16:04:30 to T-Centralen (arriving at 16:11:00)
 	-Walk 3 minutes and wait 0min30
 	-In T-Centralen, take line 11 at 16:14:30 to Fridhemsplan (arriving at 16:17:41)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:02:32	Arrival Time :16:19:11
 Probability of success: 1
 Quantile 50: 16:20:28
 Quantile 90: 16:24:31
 Quantile 95: 16:26:13
 	-In Tekniska högskolan, take line 4 at 16:02:32 to Fridhemsplan (arriving at 16:19:11)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:30	Arrival Time :16:21:00
 Probability of success: 0.9895929919137466
 Quantile 50: 16:21:24
 Quantile 90: 16:21:57
 Quantile 95: 16:22:13
 	-In Tekniska högskolan, take line 14 at 16:04:30 to T-Centralen (arriving at 16:11:00)
 	-Walk 3 minutes and wait 4min0
 	-In T-Centralen, take line 10 at 16:18:00 to Fridhemsplan (arriving at 16:21:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:30	Arrival Time :16:22:12
 	-In Tekniska högskolan, take line 14 at 16:04:30 to T-Centralen (arriving at 16:11:00)
 	-Walk 2 minutes and wait 1min27
 	-In T-Centralen, take line 18 at 16:14:27 to Fridhemsplan (arriving at 16:22:12)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:30	Arrival Time :16:23:30
 	-In Tekniska högskolan, take line 14 at 16:04:30 to T-Centralen (arriving at 16:11:00)
 	-Walk 2 minutes and wait 3min0
 	-In T-Centralen, take line 19 at 16:16:00 to Fridhemsplan (arriving at 16:23:30)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:09:30	Arrival Time :16:24:41
 	-In Tekniska högskolan, take line 14 at 16:09:30 to T-Centralen (arriving at 16:16:00)
 	-Walk 3 minutes and wait 2min30
 	-In T-Centralen, take line 11 at 16:21:30 to Fridhemsplan (arriving at 16:24:41)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:05:23	Arrival Time :16:25:50
 	-In Tekniska högskolan, take line 4 at 16:05:23 to Fridhemsplan (arriving at 16:25:50)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:04:30	Arrival Time :16:27:34
 	-In Tekniska högskolan, take line 14 at 16:04:30 to T-Centralen (arriving at 16:11:00)
 	-Walk 2 minutes and wait 7min0
 	-In T-Centralen, take line 17 at 16:20:00 to Fridhemsplan (arriving at 16:27:34)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:09:30	Arrival Time :16:27:34
 	-In Tekniska högskolan, take line 14 at 16:09:30 to T-Centralen (arriving at 16:16:00)
 	-Walk 2 minutes and wait 2min0
 	-In T-Centralen, take line 17 at 16:20:00 to Fridhemsplan (arriving at 16:27:34)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:09:30	Arrival Time :16:28:00
 	-In Tekniska högskolan, take line 14 at 16:09:30 to T-Centralen (arriving at 16:16:00)
 	-Walk 3 minutes and wait 6min0
 	-In T-Centralen, take line 10 at 16:25:00 to Fridhemsplan (arriving at 16:28:00)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:09:30	Arrival Time :16:30:06
 	-In Tekniska högskolan, take line 14 at 16:09:30 to T-Centralen (arriving at 16:16:00)
 	-Walk 2 minutes and wait 4min30
 	-In T-Centralen, take line 18 at 16:22:30 to Fridhemsplan (arriving at 16:30:06)
 Itinerary from Tekniska högskolan to Fridhemsplan
 Departure Time :16:09:30	Arrival Time :16:32:30
 	-In Tekniska högskolan, take line 14 at 16:09:30 to T-Centralen (arriving at 16:16:00)
 	-Walk 2 minutes and wait 7min0
 	-In T-Centralen, take line 19 at 16:25:00 to Fridhemsplan (arriving at 16:32:30)      ]"
1,1900-01-01 16:00:15,Fridhemsplan,Tekniska högskolan,"[Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:01:00	Arrival Time :16:17:00
 	-In Fridhemsplan, take line 4 at 16:01:00 to Tekniska högskolan (arriving at 16:17:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:01:15	Arrival Time :16:17:00
 	-In Fridhemsplan, take line 19 at 16:01:15 to T-Centralen (arriving at 16:09:30)
 	-Walk 1 minutes and wait 0min30
 	-In T-Centralen, take line 14 at 16:11:00 to Tekniska högskolan (arriving at 16:17:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:00:45	Arrival Time :16:17:00
 	-In Fridhemsplan, take line 17 at 16:00:45 to T-Centralen (arriving at 16:09:00)
 	-Walk 1 minutes and wait 1min0
 	-In T-Centralen, take line 14 at 16:11:00 to Tekniska högskolan (arriving at 16:17:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:01:15	Arrival Time :16:17:00
 	-In Fridhemsplan, take line 19 at 16:01:15 to T-Centralen (arriving at 16:09:30)
 	-Walk 1 minutes and wait 0min30
 	-In T-Centralen, take line 14 at 16:11:00 to Tekniska högskolan (arriving at 16:17:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:01:30	Arrival Time :16:18:00
 	-In Fridhemsplan, take line 18 at 16:01:30 to T-Centralen (arriving at 16:10:30)
 	-Walk 1 minutes and wait 0min30
 	-In T-Centralen, take line 14 at 16:12:00 to Tekniska högskolan (arriving at 16:18:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:02:30	Arrival Time :16:18:00
 	-In Fridhemsplan, take line 10 at 16:02:30 to T-Centralen (arriving at 16:07:00)
 	-Walk 4 minutes and wait 1min0
 	-In T-Centralen, take line 14 at 16:12:00 to Tekniska högskolan (arriving at 16:18:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:03:00	Arrival Time :16:18:00
 	-In Fridhemsplan, take line 11 at 16:03:00 to T-Centralen (arriving at 16:07:00)
 	-Walk 4 minutes and wait 1min0
 	-In T-Centralen, take line 14 at 16:12:00 to Tekniska högskolan (arriving at 16:18:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:04:00	Arrival Time :16:18:00
 	-In Fridhemsplan, take line 4 at 16:04:00 to Tekniska högskolan (arriving at 16:18:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:01:30	Arrival Time :16:18:00
 	-In Fridhemsplan, take line 18 at 16:01:30 to T-Centralen (arriving at 16:10:30)
 	-Walk 1 minutes and wait 0min30
 	-In T-Centralen, take line 14 at 16:12:00 to Tekniska högskolan (arriving at 16:18:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:02:30	Arrival Time :16:18:00
 	-In Fridhemsplan, take line 10 at 16:02:30 to T-Centralen (arriving at 16:07:00)
 	-Walk 4 minutes and wait 1min0
 	-In T-Centralen, take line 14 at 16:12:00 to Tekniska högskolan (arriving at 16:18:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:03:00	Arrival Time :16:18:00
 	-In Fridhemsplan, take line 11 at 16:03:00 to T-Centralen (arriving at 16:07:00)
 	-Walk 4 minutes and wait 1min0
 	-In T-Centralen, take line 14 at 16:12:00 to Tekniska högskolan (arriving at 16:18:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:09:00	Arrival Time :16:27:00
 	-In Fridhemsplan, take line 17 at 16:09:00 to T-Centralen (arriving at 16:18:00)
 	-Walk 1 minutes and wait 2min0
 	-In T-Centralen, take line 14 at 16:21:00 to Tekniska högskolan (arriving at 16:27:00)]","[Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:02:00	Arrival Time :16:19:00
 	-In Fridhemsplan, take line 4 at 16:02:00 to Tekniska högskolan (arriving at 16:19:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:04:00	Arrival Time :16:22:00
 	-In Fridhemsplan, take line 19 at 16:04:00 to Odenplan (arriving at 16:07:00)
 	-Walk 3 minutes and wait 6min0
 	-In Odenplan, take line 6 at 16:16:00 to Tekniska högskolan (arriving at 16:22:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:08:00	Arrival Time :16:25:00
 	-In Fridhemsplan, take line 4 at 16:08:00 to Tekniska högskolan (arriving at 16:25:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:09:00	Arrival Time :16:25:00
 	-In Fridhemsplan, take line 10 at 16:09:00 to T-Centralen (arriving at 16:14:00)
 	-Walk 4 minutes and wait 1min0
 	-In T-Centralen, take line 14 at 16:19:00 to Tekniska högskolan (arriving at 16:25:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:13:00	Arrival Time :16:30:00
 	-In Fridhemsplan, take line 11 at 16:13:00 to T-Centralen (arriving at 16:17:00)
 	-Walk 4 minutes and wait 3min0
 	-In T-Centralen, take line 14 at 16:24:00 to Tekniska högskolan (arriving at 16:30:00)]","[Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:01:46	Arrival Time :16:20:36
 Probability of success: 0.986765541740675
 Quantile 50: 16:21:01
 Quantile 90: 16:22:07
 Quantile 95: 16:22:39
 	-In Fridhemsplan, take line 18 at 16:01:46 to T-Centralen (arriving at 16:10:38)
 	-Walk 1 minutes and wait 3min6
 	-In T-Centralen, take line 14 at 16:14:44 to Tekniska högskolan (arriving at 16:20:36)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:03:37	Arrival Time :16:20:36
 Probability of success: 0.9900426287744227
 Quantile 50: 16:21:01
 Quantile 90: 16:22:07
 Quantile 95: 16:22:39
 	-In Fridhemsplan, take line 10 at 16:03:37 to T-Centralen (arriving at 16:07:00)
 	-Walk 4 minutes and wait 3min44
 	-In T-Centralen, take line 14 at 16:14:44 to Tekniska högskolan (arriving at 16:20:36)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:04:10	Arrival Time :16:20:36
 Probability of success: 0.9684014209591474
 Quantile 50: 16:21:01
 Quantile 90: 16:22:07
 Quantile 95: 16:22:39
 	-In Fridhemsplan, take line 19 at 16:04:10 to T-Centralen (arriving at 16:13:00)
 	-Walk 1 minutes and wait 0min44
 	-In T-Centralen, take line 14 at 16:14:44 to Tekniska högskolan (arriving at 16:20:36)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:03:37	Arrival Time :16:20:36
 	-In Fridhemsplan, take line 10 at 16:03:37 to T-Centralen (arriving at 16:07:00)
 	-Walk 4 minutes and wait 3min44
 	-In T-Centralen, take line 14 at 16:14:44 to Tekniska högskolan (arriving at 16:20:36)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:04:10	Arrival Time :16:20:36
 	-In Fridhemsplan, take line 19 at 16:04:10 to T-Centralen (arriving at 16:13:00)
 	-Walk 1 minutes and wait 0min44
 	-In T-Centralen, take line 14 at 16:14:44 to Tekniska högskolan (arriving at 16:20:36)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:04:05	Arrival Time :16:21:05
 	-In Fridhemsplan, take line 4 at 16:04:05 to Tekniska högskolan (arriving at 16:21:05)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:07:06	Arrival Time :16:25:00
 	-In Fridhemsplan, take line 11 at 16:07:06 to T-Centralen (arriving at 16:11:00)
 	-Walk 4 minutes and wait 4min4
 	-In T-Centralen, take line 14 at 16:19:04 to Tekniska högskolan (arriving at 16:25:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:09:08	Arrival Time :16:25:00
 	-In Fridhemsplan, take line 17 at 16:09:08 to T-Centralen (arriving at 16:18:00)
 	-Walk 1 minutes and wait 0min4
 	-In T-Centralen, take line 14 at 16:19:04 to Tekniska högskolan (arriving at 16:25:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:06:30	Arrival Time :16:25:00
 	-In Fridhemsplan, take line 18 at 16:06:30 to T-Centralen (arriving at 16:15:30)
 	-Walk 1 minutes and wait 2min34
 	-In T-Centralen, take line 14 at 16:19:04 to Tekniska högskolan (arriving at 16:25:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:07:06	Arrival Time :16:25:00
 	-In Fridhemsplan, take line 11 at 16:07:06 to T-Centralen (arriving at 16:11:00)
 	-Walk 4 minutes and wait 4min4
 	-In T-Centralen, take line 14 at 16:19:04 to Tekniska högskolan (arriving at 16:25:00)
 Itinerary from Fridhemsplan to Tekniska högskolan
 Departure Time :16:09:08	Arrival Time :16:25:00
 	-In Fridhemsplan, take line 17 at 16:09:08 to T-Centralen (arriving at 16:18:00)
 	-Walk 1 minutes and wait 0min4
 	-In T-Centralen, take line 14 at 16:19:04 to Tekniska högskolan (arriving at 16:25:00)]"
2,1900-01-01 16:00:15,Tekniska högskolan,Solna Centrum,"[Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:01:30	Arrival Time :16:23:45
 	-In Tekniska högskolan, take line 14 at 16:01:30 to T-Centralen (arriving at 16:07:30)
 	-Walk 3 minutes and wait 4min0
 	-In T-Centralen, take line 11 at 16:14:30 to Solna Centrum (arriving at 16:23:45)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:04:00	Arrival Time :16:23:45
 	-In Tekniska högskolan, take line 14 at 16:04:00 to T-Centralen (arriving at 16:10:00)
 	-Walk 3 minutes and wait 1min30
 	-In T-Centralen, take line 11 at 16:14:30 to Solna Centrum (arriving at 16:23:45)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:01:00	Arrival Time :16:26:30
 	-In Tekniska högskolan, take line 4 at 16:01:00 to Fridhemsplan (arriving at 16:15:00)
 	-Walk 3 minutes and wait 2min30
 	-In Fridhemsplan, take line 11 at 16:20:30 to Solna Centrum (arriving at 16:26:30)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:00:30	Arrival Time :16:28:19
 	-In Tekniska högskolan, take line 14 at 16:00:30 to Bergshamra (arriving at 16:05:30)
 	-Walk 5 minutes and wait 3min49
 	-In Bergshamra, take line 176 at 16:14:19 to Solna Centrum (arriving at 16:28:19)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:00:30	Arrival Time :16:28:53
 	-In Tekniska högskolan, take line 14 at 16:00:30 to Bergshamra (arriving at 16:05:30)
 	-Walk 5 minutes and wait 8min3
 	-In Bergshamra, take line 177 at 16:18:33 to Solna Centrum (arriving at 16:28:53)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:05:00	Arrival Time :16:28:53
 	-In Tekniska högskolan, take line 14 at 16:05:00 to Bergshamra (arriving at 16:10:00)
 	-Walk 5 minutes and wait 3min33
 	-In Bergshamra, take line 177 at 16:18:33 to Solna Centrum (arriving at 16:28:53)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:04:00	Arrival Time :16:29:30
 	-In Tekniska högskolan, take line 4 at 16:04:00 to Fridhemsplan (arriving at 16:18:00)
 	-Walk 3 minutes and wait 2min30
 	-In Fridhemsplan, take line 11 at 16:23:30 to Solna Centrum (arriving at 16:29:30)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:05:00	Arrival Time :16:38:53
 	-In Tekniska högskolan, take line 14 at 16:05:00 to Bergshamra (arriving at 16:10:00)
 	-Walk 5 minutes and wait 13min33
 	-In Bergshamra, take line 176 at 16:28:33 to Solna Centrum (arriving at 16:38:53)    ]","[Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:04:00	Arrival Time :16:23:00
 	-In Tekniska högskolan, take line 14 at 16:04:00 to T-Centralen (arriving at 16:11:00)
 	-Walk 3 minutes and wait 0min0
 	-In T-Centralen, take line 11 at 16:14:00 to Solna Centrum (arriving at 16:23:00)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:09:00	Arrival Time :16:30:00
 	-In Tekniska högskolan, take line 14 at 16:09:00 to T-Centralen (arriving at 16:16:00)
 	-Walk 3 minutes and wait 2min0
 	-In T-Centralen, take line 11 at 16:21:00 to Solna Centrum (arriving at 16:30:00)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:14:00	Arrival Time :16:37:00
 	-In Tekniska högskolan, take line 14 at 16:14:00 to T-Centralen (arriving at 16:21:00)
 	-Walk 3 minutes and wait 4min0
 	-In T-Centralen, take line 11 at 16:28:00 to Solna Centrum (arriving at 16:37:00)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:19:00	Arrival Time :16:37:00
 	-In Tekniska högskolan, take line 14 at 16:19:00 to T-Centralen (arriving at 16:26:00)
 	-Walk 3 minutes and wait 1439min0
 	-In T-Centralen, take line 11 at 16:28:00 to Solna Centrum (arriving at 16:37:00)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:24:00	Arrival Time :16:44:00
 	-In Tekniska högskolan, take line 14 at 16:24:00 to T-Centralen (arriving at 16:31:00)
 	-Walk 3 minutes and wait 1min0
 	-In T-Centralen, take line 11 at 16:35:00 to Solna Centrum (arriving at 16:44:00)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:29:00	Arrival Time :16:51:00
 	-In Tekniska högskolan, take line 14 at 16:29:00 to T-Centralen (arriving at 16:36:00)
 	-Walk 3 minutes and wait 3min0
 	-In T-Centralen, take line 11 at 16:42:00 to Solna Centrum (arriving at 16:51:00)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:34:00	Arrival Time :16:58:00
 	-In Tekniska högskolan, take line 14 at 16:34:00 to T-Centralen (arriving at 16:41:00)
 	-Walk 3 minutes and wait 5min0
 	-In T-Centralen, take line 11 at 16:49:00 to Solna Centrum (arriving at 16:58:00)     ]","[Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:04:30	Arrival Time :16:23:45
 Probability of success: 0.9852724719101124
 Quantile 50: 16:23:45
 Quantile 90: 16:24:53
 Quantile 95: 16:25:27
 	-In Tekniska högskolan, take line 14 at 16:04:30 to T-Centralen (arriving at 16:11:00)
 	-Walk 3 minutes and wait 0min30
 	-In T-Centralen, take line 11 at 16:14:30 to Solna Centrum (arriving at 16:23:45)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:01:01	Arrival Time :16:28:19
 Probability of success: 1.0
 Quantile 50: 16:28:31
 Quantile 90: 16:32:08
 Quantile 95: 16:33:29
 	-In Tekniska högskolan, take line 14 at 16:01:01 to Bergshamra (arriving at 16:06:12)
 	-Walk 5 minutes and wait 3min7
 	-In Bergshamra, take line 176 at 16:14:19 to Solna Centrum (arriving at 16:28:19)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:02:32	Arrival Time :16:30:45
 Probability of success: 0.9032666666666667
 Quantile 50: 16:30:53
 Quantile 90: 16:31:45
 Quantile 95: 16:32:06
 	-In Tekniska högskolan, take line 4 at 16:02:32 to Fridhemsplan (arriving at 16:19:11)
 	-Walk 3 minutes and wait 2min30
 	-In Fridhemsplan, take line 11 at 16:24:41 to Solna Centrum (arriving at 16:30:45)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:09:30	Arrival Time :16:30:45
 	-In Tekniska högskolan, take line 14 at 16:09:30 to T-Centralen (arriving at 16:16:00)
 	-Walk 3 minutes and wait 2min30
 	-In T-Centralen, take line 11 at 16:21:30 to Solna Centrum (arriving at 16:30:45)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:01:01	Arrival Time :16:37:28
 	-In Tekniska högskolan, take line 14 at 16:01:01 to Bergshamra (arriving at 16:06:12)
 	-Walk 5 minutes and wait 12min21
 	-In Bergshamra, take line 177 at 16:23:33 to Solna Centrum (arriving at 16:37:28)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:06:58	Arrival Time :16:37:28
 	-In Tekniska högskolan, take line 14 at 16:06:58 to Bergshamra (arriving at 16:12:07)
 	-Walk 5 minutes and wait 6min26
 	-In Bergshamra, take line 177 at 16:23:33 to Solna Centrum (arriving at 16:37:28)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:05:23	Arrival Time :16:37:45
 	-In Tekniska högskolan, take line 4 at 16:05:23 to Fridhemsplan (arriving at 16:25:50)
 	-Walk 3 minutes and wait 2min40
 	-In Fridhemsplan, take line 11 at 16:31:30 to Solna Centrum (arriving at 16:37:45)
 Itinerary from Tekniska högskolan to Solna Centrum
 Departure Time :16:06:58	Arrival Time :16:48:01
 	-In Tekniska högskolan, take line 14 at 16:06:58 to Bergshamra (arriving at 16:12:07)
 	-Walk 5 minutes and wait 17min12
 	-In Bergshamra, take line 176 at 16:34:19 to Solna Centrum (arriving at 16:48:01)    ]"
