trip_id,organization_name,is_operator
14010000619356892,Keolis,1
14010000619446989,Keolis,1
14010000619360319,Keolis,1
14010000619361067,Keolis,1
14010000619366009,Keolis,1
14010000619372366,Keolis,1
14010000619444654,Keolis,1
14010000619446014,Keolis,1
14010000619446667,Keolis,1
14010000619447710,Keolis,1
14010000619449064,Keolis,1
14010000619450184,Keolis,1
14010000619450516,Keolis,1
14010000619453052,Keolis,1
14010000619453632,Keolis,1
14010000619453810,Keolis,1
14010000619448831,Keolis,1
14010000619449214,Keolis,1
14010000619450686,Keolis,1
14010000619451732,Keolis,1
14010000619454974,Keolis,1
14010000619455228,Keolis,1
14010000619373051,Keolis,1
14010000619373516,Keolis,1
14010000619374639,Keolis,1
14010000619374924,Keolis,1
14010000619376113,Keolis,1
14010000619376420,Keolis,1
14010000619376824,Keolis,1
14010000619377100,Keolis,1
14010000619377414,Keolis,1
14010000619377991,Keolis,1
14010000619455551,Keolis,1
14010000619455787,Keolis,1
14010000619456845,Keolis,1
14010000619458759,Keolis,1
14010000619459588,Keolis,1
14010000619460858,Keolis,1
14010000619462038,Keolis,1
14010000619457213,Keolis,1
14010000619458512,Keolis,1
14010000619460457,Keolis,1
14010000619462305,Keolis,1
14010000619463713,Keolis,1
14010000619478788,Keolis,1
14010000619478952,Keolis,1
14010000619444961,Keolis,1
14010000619448268,Keolis,1
14010000619465500,Keolis,1
14010000619478247,Keolis,1
14010000619478464,Keolis,1
14010000619478566,Keolis,1
14010000619449989,Keolis,1
14010000619451252,Keolis,1
14010000619453298,Keolis,1
14010000619454376,Keolis,1
14010000619456371,Keolis,1
14010000619459295,Keolis,1
14010000619461348,Keolis,1
14010000619462871,Keolis,1
14010000619463469,Keolis,1
14010000619464489,Keolis,1
14010000619465333,Keolis,1
14010000619465750,Keolis,1
14010000619478513,Keolis,1
14010000619478896,Keolis,1
14010000619380369,Keolis,1
14010000619381238,Keolis,1
14010000619381961,Keolis,1
14010000619382982,Keolis,1
14010000619384212,Keolis,1
14010000619384828,Keolis,1
14010000611520134,Keolis,1
14010000611521858,Keolis,1
14010000611524728,Keolis,1
14010000611525477,Keolis,1
14010000611526484,Keolis,1
14010000611520635,Keolis,1
14010000611521102,Keolis,1
14010000611522864,Keolis,1
14010000611523757,Keolis,1
14010000611524006,Keolis,1
14010000611524262,Keolis,1
14010000611525007,Keolis,1
14010000611525732,Keolis,1
14010000611526233,Keolis,1
14010000611527464,Keolis,1
14010000619391531,Keolis,1
14010000611502405,Keolis,1
14010000611518702,Keolis,1
14010000611521390,Keolis,1
14010000611521606,Keolis,1
14010000611522108,Keolis,1
14010000611523078,Keolis,1
14010000611523329,Keolis,1
14010000611524507,Keolis,1
14010000611525982,Keolis,1
14010000611526955,Keolis,1
14010000611527731,Keolis,1
14010000619447377,Keolis,1
14010000619451904,Keolis,1
14010000619452302,Keolis,1
14010000619457398,Keolis,1
14010000619457977,Keolis,1
14010000619461731,Keolis,1
14010000619464171,Keolis,1
14010000623859371,Keolis,1
14010000623859490,Keolis,1
14010000623859807,Keolis,1
14010000623861388,Keolis,1
14010000623862048,Keolis,1
14010000623858987,Keolis,1
14010000623860129,Keolis,1
14010000623861483,Keolis,1
14010000623862545,Keolis,1
14010000623863127,Keolis,1
14010000623864760,Keolis,1
14010000619466257,Keolis,1
14010000619478618,Keolis,1
14010000619478739,Keolis,1
14010000623858686,Keolis,1
14010000623859757,Keolis,1
14010000623860305,Keolis,1
14010000623860916,Keolis,1
14010000623862205,Keolis,1
14010000623862983,Keolis,1
14010000623863627,Keolis,1
14010000627973786,Keolis,1
14010000627974160,Keolis,1
14010000627974453,Keolis,1
14010000627973261,Keolis,1
14010000627973945,Keolis,1
14010000627974259,Keolis,1
14010000627974772,Keolis,1
14010000627974948,Keolis,1
14010000627975284,Keolis,1
14010000627973443,Keolis,1
14010000627973626,Keolis,1
14010000627973992,Keolis,1
14010000627974379,Keolis,1
14010000627975004,Keolis,1
14010000623858250,Keolis,1
14010000623858859,Keolis,1
14010000627973016,Keolis,1
14010000627973899,Keolis,1
14010000627974324,Keolis,1
14010000623860498,Keolis,1
14010000623860564,Keolis,1
14010000623861098,Keolis,1
14010000623861704,Keolis,1
14010000623861860,Keolis,1
14010000623862316,Keolis,1
14010000623863459,Keolis,1
14010000623863553,Keolis,1
14010000623864037,Keolis,1
14010000627974707,Keolis,1
14010000627975163,Keolis,1
14010000583991734,Keolis,1
14010000583992172,Keolis,1
14010000583992508,Keolis,1
14010000584033697,Keolis,1
14010000583989998,Keolis,1
14010000583990995,Keolis,1
14010000583991404,Keolis,1
14010000584034338,Keolis,1
14010000584034856,Keolis,1
14010000584035154,Keolis,1
14010000584054210,Keolis,1
14010000583990328,Keolis,1
14010000584034594,Keolis,1
14010000587530570,Keolis,1
14010000587530781,Keolis,1
14010000587531250,Keolis,1
14010000587531752,Keolis,1
14010000587532352,Keolis,1
14010000587496413,Keolis,1
14010000587496853,Keolis,1
14010000583990665,Keolis,1
14010000584053979,Keolis,1
14010000587496607,Keolis,1
14010000587497056,Keolis,1
14010000587532079,Keolis,1
14010000587547399,Keolis,1
14010000587547960,Keolis,1
14010000630029546,Keolis,1
14010000630030061,Keolis,1
14010000630039375,Keolis,1
14010000630039717,Keolis,1
14010000592168540,Keolis,1
14010000592168897,Keolis,1
14010000592169234,Keolis,1
14010000592172024,Keolis,1
14010000592172307,Keolis,1
14010000592173003,Keolis,1
14010000592173313,Keolis,1
14010000592175157,Keolis,1
14010000592175491,Keolis,1
14010000592175789,Keolis,1
14010000587531485,Keolis,1
14010000587532642,Keolis,1
14010000587532911,Keolis,1
14010000587547680,Keolis,1
14010000630029972,Keolis,1
14010000630039023,Keolis,1
14010000592169618,Keolis,1
14010000630029629,Keolis,1
14010000630029713,Keolis,1
14010000630038849,Keolis,1
14010000630039115,Keolis,1
14010000630039290,Keolis,1
14010000630039465,Keolis,1
14010000630039549,Keolis,1
14010000630039634,Keolis,1
14010000592176240,Keolis,1
14010000592245352,Keolis,1
14010000592245539,Keolis,1
14010000592246238,Keolis,1
14010000592168220,Keolis,1
14010000592174183,Keolis,1
14010000592174838,Keolis,1
14010000592245171,Keolis,1
14010000592245975,Keolis,1
14010000592247151,Keolis,1
14010000592226174,Keolis,1
14010000592245822,Keolis,1
14010000592246391,Keolis,1
14010000630029798,Keolis,1
14010000630029884,Keolis,1
14010000630030151,Keolis,1
14010000630036425,Keolis,1
14010000630039198,Keolis,1
14010000592172721,Keolis,1
14010000592173887,Keolis,1
14010000592174501,Keolis,1
14010000592176032,Keolis,1
14010000623826328,Keolis,1
14010000623828177,Keolis,1
14010000623829271,Keolis,1
14010000623830908,Keolis,1
14010000623833478,Keolis,1
14010000623835178,Keolis,1
14010000623835703,Keolis,1
14010000623836362,Keolis,1
14010000623837063,Keolis,1
14010000623837786,Keolis,1
14010000623838389,Keolis,1
14010000623828665,Keolis,1
14010000623830514,Keolis,1
14010000623831241,Keolis,1
14010000623833864,Keolis,1
14010000623835364,Keolis,1
14010000623836695,Keolis,1
14010000623837185,Keolis,1
14010000623838053,Keolis,1
14010000623838497,Keolis,1
14010000623839092,Keolis,1
14010000623825557,Keolis,1
14010000631456164,Keolis,1
14010000631459904,Keolis,1
14010000631460885,Keolis,1
14010000631461933,Keolis,1
14010000631463839,Keolis,1
14010000631464232,Keolis,1
14010000623828434,Keolis,1
14010000623829873,Keolis,1
14010000623830316,Keolis,1
14010000623831497,Keolis,1
14010000623831619,Keolis,1
14010000623832653,Keolis,1
14010000623833092,Keolis,1
14010000623833621,Keolis,1
14010000623834309,Keolis,1
14010000631457205,Keolis,1
14010000631457608,Keolis,1
14010000623828585,Keolis,1
14010000623829418,Keolis,1
14010000631460540,Keolis,1
14010000631461453,Keolis,1
14010000631462795,Keolis,1
14010000623831984,Keolis,1
14010000623832323,Keolis,1
14010000623832734,Keolis,1
14010000623833949,Keolis,1
14010000623834716,Keolis,1
14010000623834963,Keolis,1
14010000623835523,Keolis,1
14010000631455702,Keolis,1
14010000631458691,Keolis,1
14010000631461521,Keolis,1
14010000631462496,Keolis,1
14010000631467291,Keolis,1
14010000631469147,Keolis,1
14010000631470984,Keolis,1
14010000631471503,Keolis,1
14010000631472389,Keolis,1
14010000631473843,Keolis,1
14010000631475743,Keolis,1
14010000631477289,Keolis,1
14010000631478768,Keolis,1
14010000631480162,Keolis,1
14010000631481685,Keolis,1
14010000631484902,Keolis,1
14010000631486669,Keolis,1
14010000631487983,Keolis,1
14010000631465771,Keolis,1
14010000631466769,Keolis,1
14010000631491804,Keolis,1
14010000631492077,Keolis,1
14010000631493393,Keolis,1
14010000631476788,Keolis,1
14010000631478279,Keolis,1
14010000631495750,Keolis,1
14010000631497132,Keolis,1
14010000631500258,Keolis,1
14010000631487121,Keolis,1
14010000631487574,Keolis,1
14010000631468635,Keolis,1
14010000631469593,Keolis,1
14010000631470476,Keolis,1
14010000631471942,Keolis,1
14010000631472898,Keolis,1
14010000631473446,Keolis,1
14010000631474436,Keolis,1
14010000631474842,Keolis,1
14010000631475348,Keolis,1
14010000631476308,Keolis,1
14010000631477810,Keolis,1
14010000631479141,Keolis,1
14010000631482131,Keolis,1
14010000631482583,Keolis,1
14010000631483130,Keolis,1
14010000631484031,Keolis,1
14010000631485398,Keolis,1
14010000631488497,Keolis,1
14010000631489311,Keolis,1
14010000631489954,Keolis,1
14010000631490329,Keolis,1
14010000631492562,Keolis,1
14010000631493850,Keolis,1
14010000623837936,Keolis,1
14010000623838842,Keolis,1
14010000631488906,Keolis,1
14010000631490701,Keolis,1
14010000631491237,Keolis,1
14010000631492987,Keolis,1
14010000631496191,Keolis,1
14010000631455301,Keolis,1
14010000631456638,Keolis,1
14010000631458144,Keolis,1
14010000631459294,Keolis,1
14010000631463335,Keolis,1
14010000631464854,Keolis,1
14010000631465196,Keolis,1
14010000631466333,Keolis,1
14010000631467757,Keolis,1
14010000631503737,Keolis,1
14010000631504603,Keolis,1
14010000631505401,Keolis,1
14010000631468168,Keolis,1
14010000631470060,Keolis,1
14010000631494221,Keolis,1
14010000631495227,Keolis,1
14010000631496668,Keolis,1
14010000631498087,Keolis,1
14010000631479755,Keolis,1
14010000631480575,Keolis,1
14010000631481188,Keolis,1
14010000631483559,Keolis,1
14010000631484440,Keolis,1
14010000631485767,Keolis,1
14010000631499496,Keolis,1
14010000631486328,Keolis,1
14010000631499873,Keolis,1
14010000631500863,Keolis,1
14010000631501235,Keolis,1
14010000631501862,Keolis,1
14010000631502748,Keolis,1
14010000631504972,Keolis,1
14010000631506211,Keolis,1
14010000631507662,Keolis,1
14010000631508007,Keolis,1
14010000631508818,Keolis,1
14010000631494760,Keolis,1
14010000631497621,Keolis,1
14010000631498582,Keolis,1
14010000631499005,Keolis,1
14010000631502305,Keolis,1
14010000631503207,Keolis,1
14010000631504144,Keolis,1
14010000631505837,Keolis,1
14010000631507154,Keolis,1
14010000631509545,Keolis,1
14010000631510713,Keolis,1
14010000631510994,Keolis,1
14010000631511392,Keolis,1
14010000631512095,Keolis,1
14010000631521479,Keolis,1
14010000631523187,Keolis,1
14010000631524908,Keolis,1
14010000631519930,Keolis,1
14010000631520875,Keolis,1
14010000631509262,Keolis,1
14010000631511649,Keolis,1
14010000631511911,Keolis,1
14010000631528217,Keolis,1
14010000631529518,Keolis,1
14010000631530106,Keolis,1
14010000631531448,Keolis,1
14010000631531707,Keolis,1
14010000631521999,Keolis,1
14010000631522944,Keolis,1
14010000631525475,Keolis,1
14010000631526799,Keolis,1
14010000631527093,Keolis,1
14010000631520314,Keolis,1
14010000631533304,Keolis,1
14010000631534963,Keolis,1
14010000631535199,Keolis,1
14010000631536369,Keolis,1
14010000631530402,Keolis,1
14010000631530947,Keolis,1
14010000631532374,Keolis,1
14010000631532809,Keolis,1
14010000631523774,Keolis,1
14010000631524340,Keolis,1
14010000631524591,Keolis,1
14010000631540697,Keolis,1
14010000631544256,Keolis,1
14010000631534358,Keolis,1
14010000631534626,Keolis,1
14010000631536626,Keolis,1
14010000631536930,Keolis,1
14010000631538202,Keolis,1
14010000631539065,Keolis,1
14010000631540143,Keolis,1
14010000631545189,Keolis,1
14010000631555714,Keolis,1
14010000631556497,Keolis,1
14010000631541190,Keolis,1
14010000631542474,Keolis,1
14010000631543117,Keolis,1
14010000631543976,Keolis,1
14010000631506780,Keolis,1
14010000631508503,Keolis,1
14010000631509988,Keolis,1
14010000631510271,Keolis,1
14010000631519562,Keolis,1
14010000631521173,Keolis,1
14010000631521699,Keolis,1
14010000631522575,Keolis,1
14010000631523486,Keolis,1
14010000631524017,Keolis,1
14010000631525177,Keolis,1
14010000631526058,Keolis,1
14010000631526289,Keolis,1
14010000631527337,Keolis,1
14010000631527903,Keolis,1
14010000631529289,Keolis,1
14010000631531941,Keolis,1
14010000631534053,Keolis,1
14010000631537919,Keolis,1
14010000631538472,Keolis,1
14010000631540408,Keolis,1
14010000631540933,Keolis,1
14010000631541488,Keolis,1
14010000631544513,Keolis,1
14010000631544940,Keolis,1
14010000631554426,Keolis,1
14010000631554713,Keolis,1
14010000631525718,Keolis,1
14010000631527676,Keolis,1
14010000631528469,Keolis,1
14010000631528760,Keolis,1
14010000631529833,Keolis,1
14010000631530625,Keolis,1
14010000631531177,Keolis,1
14010000631532143,Keolis,1
14010000631532593,Keolis,1
14010000631533101,Keolis,1
14010000631533595,Keolis,1
14010000631535797,Keolis,1
14010000631536065,Keolis,1
14010000631553236,Keolis,1
14010000631556134,Keolis,1
14010000631560089,Keolis,1
14010000631537293,Keolis,1
14010000631538799,Keolis,1
14010000631539412,Keolis,1
14010000631541718,Keolis,1
14010000631541972,Keolis,1
14010000631542831,Keolis,1
14010000631543720,Keolis,1
14010000631544738,Keolis,1
14010000631552883,Keolis,1
14010000631553627,Keolis,1
14010000631554006,Keolis,1
14010000631554963,Keolis,1
14010000631555382,Keolis,1
14010000631556931,Keolis,1
14010000631557237,Keolis,1
14010000631558069,Keolis,1
14010000631558513,Keolis,1
14010000631558848,Keolis,1
14010000631559305,Keolis,1
14010000631559608,Keolis,1
14010000631560890,Keolis,1
14010000631561750,Keolis,1
14010000631557739,Keolis,1
14010000631563398,Keolis,1
14010000631568746,Keolis,1
14010000631569581,Keolis,1
14010000631571248,Keolis,1
14010000631562115,Keolis,1
14010000631563008,Keolis,1
14010000631563822,Keolis,1
14010000631564258,Keolis,1
14010000631564592,Keolis,1
14010000631565073,Keolis,1
14010000631565878,Keolis,1
14010000631566810,Keolis,1
14010000631567143,Keolis,1
14010000631570375,Keolis,1
14010000631570867,Keolis,1
14010000631572021,Keolis,1
14010000631575405,Keolis,1
14010000631576576,Keolis,1
14010000631578172,Keolis,1
14010000631581673,Keolis,1
14010000631582738,Keolis,1
14010000631594776,Keolis,1
14010000631595029,Keolis,1
14010000631595480,Keolis,1
14010000631595981,Keolis,1
14010000631596210,Keolis,1
14010000631596378,Keolis,1
14010000631596732,Keolis,1
14010000631596894,Keolis,1
14010000631597312,Keolis,1
14010000631598052,Keolis,1
14010000631599045,Keolis,1
14010000631599235,Keolis,1
14010000631599713,Keolis,1
14010000631600407,Keolis,1
14010000631601802,Keolis,1
14010000631602944,Keolis,1
14010000631603132,Keolis,1
14010000631603978,Keolis,1
14010000631604178,Keolis,1
14010000631605094,Keolis,1
14010000631605537,Keolis,1
14010000631606233,Keolis,1
14010000631607914,Keolis,1
14010000631608076,Keolis,1
14010000631608274,Keolis,1
14010000631560500,Keolis,1
14010000631561284,Keolis,1
14010000631562596,Keolis,1
14010000631565453,Keolis,1
14010000631566301,Keolis,1
14010000631567624,Keolis,1
14010000631568391,Keolis,1
14010000631610007,Keolis,1
14010000631573632,Keolis,1
14010000631574090,Keolis,1
14010000631574956,Keolis,1
14010000631576212,Keolis,1
14010000631577065,Keolis,1
14010000631577368,Keolis,1
14010000631577759,Keolis,1
14010000631579135,Keolis,1
14010000631580447,Keolis,1
14010000631582030,Keolis,1
14010000631582456,Keolis,1
14010000631583070,Keolis,1
14010000631595264,Keolis,1
14010000631596542,Keolis,1
14010000631597119,Keolis,1
14010000631597536,Keolis,1
14010000631597893,Keolis,1
14010000631598821,Keolis,1
14010000631599490,Keolis,1
14010000631600883,Keolis,1
14010000631601107,Keolis,1
14010000631601326,Keolis,1
14010000631602469,Keolis,1
14010000631604397,Keolis,1
14010000631604616,Keolis,1
14010000631605757,Keolis,1
14010000631606488,Keolis,1
14010000631607440,Keolis,1
14010000631607599,Keolis,1
14010000631608691,Keolis,1
14010000631609110,Keolis,1
14010000631609656,Keolis,1
14010000631573282,Keolis,1
14010000631575797,Keolis,1
14010000631581286,Keolis,1
14010000631568002,Keolis,1
14010000631569213,Keolis,1
14010000631570064,Keolis,1
14010000631595756,Keolis,1
14010000631571707,Keolis,1
14010000631572546,Keolis,1
14010000631574413,Keolis,1
14010000631598405,Keolis,1
14010000631599963,Keolis,1
14010000631600629,Keolis,1
14010000631601550,Keolis,1
14010000631602025,Keolis,1
14010000631602278,Keolis,1
14010000631603505,Keolis,1
14010000631605309,Keolis,1
14010000631578650,Keolis,1
14010000631579572,Keolis,1
14010000631580014,Keolis,1
14010000631580895,Keolis,1
14010000631594536,Keolis,1
14010000631597702,Keolis,1
14010000631598245,Keolis,1
14010000631598625,Keolis,1
14010000631600187,Keolis,1
14010000631602720,Keolis,1
14010000631603325,Keolis,1
14010000631603728,Keolis,1
14010000631604835,Keolis,1
14010000631606011,Keolis,1
14010000631607286,Keolis,1
14010000631607760,Keolis,1
14010000631608950,Keolis,1
14010000631609305,Keolis,1
14010000631609462,Keolis,1
14010000631610470,Keolis,1
14010000631606707,Keolis,1
14010000631606956,Keolis,1
14010000631608506,Keolis,1
14010000631609803,Keolis,1
14010000631610529,Keolis,1
14010000594722143,Keolis,1
14010000614811769,Keolis,1
14010000602863315,Keolis,1
14010000602843409,Keolis,1
14010000602874214,Keolis,1
14010000602874399,Keolis,1
14010000604331814,Keolis,1
14010000604331920,Keolis,1
14010000619324218,Keolis,1
14010000619327491,Keolis,1
14010000619328781,Keolis,1
14010000619320706,Keolis,1
14010000619320881,Keolis,1
14010000619323787,Keolis,1
14010000619325530,Keolis,1
14010000619320600,Keolis,1
14010000619322391,Keolis,1
14010000619323387,Keolis,1
14010000619324979,Keolis,1
14010000619326489,Keolis,1
14010000619328555,Keolis,1
14010000619327950,Keolis,1
14010000619333648,Keolis,1
14010000619334916,Keolis,1
14010000619335263,Keolis,1
14010000619336866,Keolis,1
14010000619330363,Keolis,1
14010000619330679,Keolis,1
14010000619331901,Keolis,1
14010000619332341,Keolis,1
14010000619332760,Keolis,1
14010000619338984,Keolis,1
14010000619342265,Keolis,1
14010000619342662,Keolis,1
14010000619343375,Keolis,1
14010000619343947,Keolis,1
14010000619344786,Keolis,1
14010000619346400,Keolis,1
14010000619340223,Keolis,1
14010000619341873,Keolis,1
14010000619343123,Keolis,1
14010000619345628,Keolis,1
14010000619348267,Keolis,1
14010000619350988,Keolis,1
14010000619352706,Keolis,1
14010000619354107,Keolis,1
14010000619354844,Keolis,1
14010000619356434,Keolis,1
14010000619357219,Keolis,1
14010000619331052,Keolis,1
14010000619333189,Keolis,1
14010000619335660,Keolis,1
14010000619336105,Keolis,1
14010000619336527,Keolis,1
14010000619337748,Keolis,1
14010000619338159,Keolis,1
14010000619339774,Keolis,1
14010000619340683,Keolis,1
14010000619341029,Keolis,1
14010000619350298,Keolis,1
14010000619350679,Keolis,1
14010000619351272,Keolis,1
14010000619352013,Keolis,1
14010000619347563,Keolis,1
14010000619347858,Keolis,1
14010000619348029,Keolis,1
14010000619355144,Keolis,1
14010000619359913,Keolis,1
14010000619360607,Keolis,1
14010000619348742,Keolis,1
14010000619350077,Keolis,1
14010000619351671,Keolis,1
14010000619353033,Keolis,1
14010000619359270,Keolis,1
14010000619359660,Keolis,1
14010000619360359,Keolis,1
14010000619362238,Keolis,1
14010000619362871,Keolis,1
14010000619364017,Keolis,1
14010000619365368,Keolis,1
14010000619365590,Keolis,1
14010000619371884,Keolis,1
14010000619372069,Keolis,1
14010000619372506,Keolis,1
14010000619373970,Keolis,1
14010000619376459,Keolis,1
14010000619377139,Keolis,1
14010000619356121,Keolis,1
14010000619357589,Keolis,1
14010000619357937,Keolis,1
14010000619358358,Keolis,1
14010000619361894,Keolis,1
14010000619362588,Keolis,1
14010000619363190,Keolis,1
14010000619366096,Keolis,1
14010000619370374,Keolis,1
14010000619371004,Keolis,1
14010000619372784,Keolis,1
14010000619375539,Keolis,1
14010000619376863,Keolis,1
14010000619378248,Keolis,1
14010000619379716,Keolis,1
14010000619380677,Keolis,1
14010000619363771,Keolis,1
14010000619364273,Keolis,1
14010000619364520,Keolis,1
14010000619365089,Keolis,1
14010000619365817,Keolis,1
14010000619370802,Keolis,1
14010000619371668,Keolis,1
14010000619374575,Keolis,1
14010000619374861,Keolis,1
14010000619375816,Keolis,1
14010000619386177,Keolis,1
14010000619378961,Keolis,1
14010000619380022,Keolis,1
14010000619381278,Keolis,1
14010000619381635,Keolis,1
14010000619382000,Keolis,1
14010000619321115,Keolis,1
14010000619324686,Keolis,1
14010000619329857,Keolis,1
14010000619331530,Keolis,1
14010000619389523,Keolis,1
14010000619395073,Keolis,1
14010000619389056,Keolis,1
14010000619378031,Keolis,1
14010000619378659,Keolis,1
14010000619379346,Keolis,1
14010000619380972,Keolis,1
14010000619382718,Keolis,1
14010000619385819,Keolis,1
14010000619386366,Keolis,1
14010000619389302,Keolis,1
14010000619394756,Keolis,1
14010000619394891,Keolis,1
14010000619333992,Keolis,1
14010000619337362,Keolis,1
14010000619338596,Keolis,1
14010000619341426,Keolis,1
14010000619345239,Keolis,1
14010000619346001,Keolis,1
14010000611464548,Keolis,1
14010000611508074,Keolis,1
14010000611508304,Keolis,1
14010000611508761,Keolis,1
14010000611510114,Keolis,1
14010000611510270,Keolis,1
14010000611511165,Keolis,1
14010000611517042,Keolis,1
14010000611517791,Keolis,1
14010000611518478,Keolis,1
14010000611519121,Keolis,1
14010000611519588,Keolis,1
14010000611519842,Keolis,1
14010000611520091,Keolis,1
14010000611520310,Keolis,1
14010000611522284,Keolis,1
14010000611523832,Keolis,1
14010000611525520,Keolis,1
14010000611525810,Keolis,1
14010000611526059,Keolis,1
14010000611526276,Keolis,1
14010000611526782,Keolis,1
14010000611527249,Keolis,1
14010000619347130,Keolis,1
14010000619349050,Keolis,1
14010000619349729,Keolis,1
14010000619353301,Keolis,1
14010000619353850,Keolis,1
14010000619355868,Keolis,1
14010000611464206,Keolis,1
14010000611492107,Keolis,1
14010000611503662,Keolis,1
14010000611508494,Keolis,1
14010000611510492,Keolis,1
14010000611510791,Keolis,1
14010000611517430,Keolis,1
14010000619356852,Keolis,1
14010000619358652,Keolis,1
