from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9022001010736001,9022001010736001,1,,14010000619349636,14010000630016379
9022001010736001,9022001010736001,1,,14010000619353396,14010000630016628
9022001010736001,9022001010736001,1,,14010000619354772,14010000630016707
9022001010736001,9022001010736001,1,,14010000619359198,14010000630016989
9022001010736001,9022001010736001,1,,14010000583994545,14010000630019867
9022001010736001,9022001010736001,1,,14010000583993748,14010000630019781
9022001010736001,9022001010736001,1,,14010000583996782,14010000630019996
9022001010736001,9022001010736001,1,,14010000587507046,14010000630020378
9022001010736001,9022001010736001,1,,14010000587508515,14010000630020447
9022001010736001,9022001010736001,1,,14010000587511355,14010000630020590
9022001010736001,9022001010736001,1,,14010000587509743,14010000630020519
9022001010736001,9022001010736001,1,,14010000587515762,14010000630020799
9022001010736001,9022001010736001,1,,14010000587517430,14010000630020871
9022001010736001,9022001010736001,1,,14010000592153624,14010000630020063
9022001010736001,9022001010736001,1,,14010000592154259,14010000630020133
9022001010736001,9022001010736001,1,,14010000592171350,14010000630021449
9022001010736001,9022001010736001,1,,14010000587512734,14010000630020658
9022001010736001,9022001010736001,1,,14010000587514359,14010000630020729
9022001010736001,9022001010736001,1,,14010000587526495,14010000630021534
9022001010736001,9022001010736001,1,,14010000587526954,14010000630021619
9022001010736001,9022001010736001,1,,14010000592168129,14010000630021072
9022001010736001,9022001010736001,1,,14010000592169650,14010000630021195
9022001010736001,9022001010736001,1,,14010000592170865,14010000630021361
9022001010736001,9022001010736001,1,,14010000592167215,14010000630021005
9022001010736001,9022001010736001,1,,14010000592168927,14010000630021133
9022001010736001,9022001010736001,1,,14010000592152449,14010000630019929
9022001010736001,9022001010736001,1,,14010000592155171,14010000630020199
9022001010736001,9022001010736001,1,,14010000592156036,14010000630015692
9022001010736001,9022001010736001,1,,14010000592157017,14010000630020310
9022001010736001,9022001010736001,1,,14010000592166271,14010000630020940
9022001010736001,9022001010736001,1,,14010000592170251,14010000630021274
9022001010537001,9022001010537001,1,,14010000631581468,14010000593328447
9022001010537001,9022001010537001,1,,14010000631582249,14010000593328555
9022001010537001,9022001010537001,1,,14010000594650349,14010000599167569
9022001010537001,9022001010537001,1,,14010000594656765,14010000593334189
9022001010537001,9022001010537001,1,,14010000594656765,14010000632636360
9022001010537001,9022001010537001,1,,14010000594650061,14010000593329271
9022001010537001,9022001010537001,1,,14010000594650203,14010000593329396
9022001010537001,9022001010537001,1,,14010000594656409,14010000593333860
9022001010537001,9022001010537001,1,,14010000594656409,14010000632636247
9022001010537001,9022001010537001,1,,14010000594656936,14010000593334331
9022001010537001,9022001010537001,1,,14010000594656936,14010000632636410
9022001010537001,9022001010537001,1,,14010000594657107,14010000593334443
9022001010537001,9022001010537001,1,,14010000594649798,14010000593329051
9022001010537001,9022001010537001,1,,14010000594649917,14010000593329148
9022001010537001,9022001010537001,1,,14010000594656228,14010000593333657
9022001010537001,9022001010537001,1,,14010000594656228,14010000632636191
9022001010537001,9022001010537001,1,,14010000594656593,14010000593334023
9022001010537001,9022001010537001,1,,14010000594656593,14010000632636303
9022001010537002,9022001010537002,1,,14010000599170465,14010000630021318
9022001010537002,9022001010537002,1,,14010000599170944,14010000630021575
9022001010537002,9022001010537002,1,,14010000599163446,14010000630021229
9022001010537002,9022001010537002,1,,14010000589219735,14010000630019688
9022001010537002,9022001010537002,1,,14010000589219825,14010000630019737
9022001010537002,9022001010537002,1,,14010000589219950,14010000630019821
9022001010537002,9022001010537002,1,,14010000589219950,14010000630022014
9022001010537002,9022001010537002,1,,14010000589223988,14010000630021403
9022001010537002,9022001010537002,1,,14010000589219649,14010000630019639
9022001010537002,9022001010537002,1,,14010000589224159,14010000630021489
9022001010537002,9022001010537002,1,,14010000589224326,14010000632074700
9022001008022001,9022001008022001,1,,14010000626525303,14010000626526914
9022001008022001,9022001008022001,1,,14010000626525303,14010000626526945
9022001008022001,9022001008022001,1,,14010000626525358,14010000626526201
9022001008022001,9022001008022001,1,,14010000626525369,14010000626526884
9022001008022001,9022001008022001,1,,14010000626525380,14010000626526223
9022001008022001,9022001008022001,1,,14010000626525485,14010000626526346
9022001008022001,9022001008022001,1,,14010000626525566,14010000626526433
9022001008022001,9022001008022001,1,,14010000626525620,14010000626526491
9022001008022001,9022001008022001,1,,14010000626525645,14010000626526523
9022001008022001,9022001008022001,1,,14010000626525844,14010000626526647
9022001008022001,9022001008022001,1,,14010000626525872,14010000626526686
9022001008022001,9022001008022001,1,,14010000626525391,14010000626526245
9022001008022001,9022001008022001,1,,14010000626525512,14010000626526375
9022001008022001,9022001008022001,1,,14010000626525539,14010000626526404
9022001008022001,9022001008022001,1,,14010000626525665,14010000626526551
9022001008022001,9022001008022001,1,,14010000626525727,14010000626526595
9022001008022001,9022001008022001,1,,14010000626525767,14010000626526673
9022001008022001,9022001008022001,1,,14010000626525816,14010000626526608
9022001008022001,9022001008022001,1,,14010000626525957,14010000626526660
9022001008022001,9022001008022001,1,,14010000626525999,14010000626526734
9022001008022001,9022001008022001,1,,14010000626526085,14010000626526811
9022001008022001,9022001008022001,1,,14010000626526114,14010000626526825
9022001008022001,9022001008022001,1,,14010000626526053,14010000626526793
9022001008022001,9022001008022001,1,,14010000626525314,14010000626526134
9022001008022001,9022001008022001,1,,14010000626525325,14010000626526157
9022001008022001,9022001008022001,1,,14010000626525336,14010000626526854
9022001008022001,9022001008022001,1,,14010000626525685,14010000626526579
9022001008022001,9022001008022001,1,,14010000626525707,14010000626526673
9022001008022001,9022001008022001,1,,14010000626525788,14010000626526523
9022001008022001,9022001008022001,1,,14010000626526027,14010000626526765
9022001008022001,9022001008022001,1,,14010000626525347,14010000626526179
9022001008022001,9022001008022001,1,,14010000626525593,14010000626526462
9022001008022001,9022001008022001,1,,14010000626525747,14010000626526634
9022001008022001,9022001008022001,1,,14010000626525901,14010000626526647
9022001008022001,9022001008022001,1,,14010000626525929,14010000626526621
9022001008022001,9022001008022001,1,,14010000626525985,14010000626526699
9022001008022001,9022001008022001,1,,14010000629526014,14010000629528183
9022001008022001,9022001008022001,1,,14010000629526036,14010000629528374
9022001008022001,9022001008022001,1,,14010000629526132,14010000629528310
9022001008022001,9022001008022001,1,,14010000629526253,14010000629527992
9022001008022001,9022001008022001,1,,14010000629526306,14010000629528049
9022001008022001,9022001008022001,1,,14010000629526641,14010000629527878
9022001008022001,9022001008022001,1,,14010000629526683,14010000629121550
9022001008022001,9022001008022001,1,,14010000629526807,14010000629527741
9022001008022001,9022001008022001,1,,14010000629526969,14010000629527510
9022001008022001,9022001008022001,1,,14010000629526069,14010000629528225
9022001008022001,9022001008022001,1,,14010000629526145,14010000629528331
9022001008022001,9022001008022001,1,,14010000629526601,14010000629527857
9022001008022001,9022001008022001,1,,14010000629526621,14010000629527754
9022001008022001,9022001008022001,1,,14010000629526661,14010000630255647
9022001008022001,9022001008022001,1,,14010000629527252,14010000629527661
9022001008022001,9022001008022001,1,,14010000629526081,14010000629528246
9022001008022001,9022001008022001,1,,14010000629526106,14010000629528268
9022001008022001,9022001008022001,1,,14010000629526481,14010000629527815
9022001008022001,9022001008022001,1,,14010000629526501,14010000630255627
9022001008022001,9022001008022001,1,,14010000629526780,14010000629527715
9022001008022001,9022001008022001,1,,14010000629526834,14010000629527767
9022001008022001,9022001008022001,1,,14010000629526918,14010000629527457
9022001008022001,9022001008022001,1,,14010000629527076,14010000629527291
9022001008022001,9022001008022001,1,,14010000629527139,14010000629527326
9022001008022001,9022001008022001,1,,14010000629527198,14010000629527635
9022001008022001,9022001008022001,1,,14010000629526003,14010000629528353
9022001008022001,9022001008022001,1,,14010000629526025,14010000629527591
9022001008022001,9022001008022001,1,,14010000629526047,14010000629528204
9022001008022001,9022001008022001,1,,14010000629526058,14010000629528395
9022001008022001,9022001008022001,1,,14010000629526092,14010000629528417
9022001008022001,9022001008022001,1,,14010000629526119,14010000629528289
9022001008022001,9022001008022001,1,,14010000629526279,14010000629528020
9022001008022001,9022001008022001,1,,14010000629526521,14010000629527815
9022001008022001,9022001008022001,1,,14010000629526561,14010000629527836
9022001008022001,9022001008022001,1,,14010000629526581,14010000629527728
9022001008022001,9022001008022001,1,,14010000629526861,14010000629527793
9022001008022001,9022001008022001,1,,14010000629526887,14010000629527424
9022001008022001,9022001008022001,1,,14010000629526999,14010000629527542
9022001008022001,9022001008022001,1,,14010000629527171,14010000629527264
9022001008022001,9022001008022001,1,,14010000630255309,14010000630255595
9022001008022001,9022001008022001,1,,14010000630255461,14010000630257489
9022001008022001,9022001008022001,1,,14010000632674843,14010000629528077
9022001008022001,9022001008022001,1,,14010000632674911,14010000629527648
9022001008022001,9022001008022001,1,,14010000632674982,14010000629527702
9022001008022001,9022001008022001,1,,14010000632674933,14010000629121550
9022001008022001,9022001008022001,1,,14010000632674955,14010000629121565
9022001008022001,9022001008022001,1,,14010000632900803,14010000632901273
9022001008022001,9022001008022001,1,,14010000632900920,14010000632901029
9022001008022001,9022001008022001,1,,14010000632900703,14010000632901076
9022001008022001,9022001008022001,1,,14010000632900715,14010000632901051
9022001008022001,9022001008022001,1,,14010000632900727,14010000632901164
9022001008022001,9022001008022001,1,,14010000632900739,14010000632901100
9022001008022001,9022001008022001,1,,14010000632900854,14010000632900987
9022001008022001,9022001008022001,1,,14010000632900876,14010000632901001
9022001008022001,9022001008022001,1,,14010000632900898,14010000632901015
9022001008022001,9022001008022001,1,,14010000632900691,14010000632901133
9022001008022001,9022001008022001,1,,14010000632900751,14010000632901195
9022001008022001,9022001008022001,1,,14010000632900763,14010000632901226
9022001008022001,9022001008022001,1,,14010000632900775,14010000632901257
9022001040130001,9022001040130002,1,,14010000623750071,14010000623750111
9022001040130001,9022001040130002,1,,14010000623750071,14010000623769062
9022001040130001,9022001040130002,1,,14010000623750071,14010000631041704
9022001040130001,9022001040130002,1,,14010000623750071,14010000631054725
9022001011002016,9022001011002015,1,,14010000614932386,14010000602957132
9022001011002016,9022001011002015,1,,14010000614932386,14010000602963507
9022001011002016,9022001011002015,1,,14010000614932494,14010000602957309
9022001011002016,9022001011002015,1,,14010000623750111,14010000623750145
9022001011002016,9022001011002015,1,,14010000623769062,14010000623750145
9022001011002016,9022001011002015,1,,14010000631054725,14010000623750145
9022001011002016,9022001011002015,1,,14010000631041636,14010000602957132
9022001011002016,9022001011002015,1,,14010000631041636,14010000602963507
9022001011002016,9022001011002015,1,,14010000631041704,14010000623750145
9022001011002016,9022001011002015,1,,14010000631048317,14010000602957309
9022001011002012,9022001011002012,1,,14010000603089004,14010000623774565
9022001011002012,9022001011002012,1,,14010000603089034,14010000623774613
9022001011002012,9022001011002012,1,,14010000603090810,14010000623749991
9022001011002012,9022001011002012,1,,14010000603091051,14010000623752001
9022001011002012,9022001011002012,1,,14010000603090840,14010000623750071
9022001011002012,9022001011002012,1,,14010000603089063,14010000623774656
9022001013759001,9022001013759001,1,,14010000500187596,14010000579102878
9022001013759001,9022001013759001,1,,14010000500186466,14010000579102448
9022001013759001,9022001013759001,1,,14010000500190529,14010000579104411
9022001013759001,9022001013759001,1,,14010000500191186,14010000579104679
9022001013759001,9022001013759001,1,,14010000500193559,14010000579105849
9022001013759001,9022001013759001,1,,14010000500194765,14010000579106391
9022001013759001,9022001013759001,1,,14010000500195383,14010000579106665
9022001013759001,9022001013759001,1,,14010000500186977,14010000579102671
9022001013759001,9022001013759001,1,,14010000500188758,14010000579103385
9022001013759001,9022001013759001,1,,14010000500191764,14010000579104982
9022001013759001,9022001013759001,1,,14010000500195965,14010000579107012
9022001013759001,9022001013759001,1,,14010000500189338,14010000579103674
9022001013759001,9022001013759001,1,,14010000500192355,14010000579105261
9022001013759001,9022001013759001,1,,14010000500192933,14010000579105552
9022001013759001,9022001013759001,1,,14010000500194175,14010000579106137
9022001013759001,9022001013759001,1,,14010000500188157,14010000579103128
9022001013759001,9022001013759001,1,,14010000500189981,14010000579104049
9022001013759001,9022001013759001,1,,14010000500189981,14010000630821571
9022001013759001,9022001013759001,1,,14010000579131875,14010000579131924
9022001013759001,9022001013759001,1,,14010000579132267,14010000579132387
9022001013759001,9022001013759001,1,,14010000579133519,14010000579133608
9022001013759001,9022001013759001,1,,14010000579134051,14010000579134135
9022001013759001,9022001013759001,1,,14010000579135544,14010000579135878
9022001013759001,9022001013759001,1,,14010000579136308,14010000579136602
9022001013759001,9022001013759001,1,,14010000579131977,14010000579132050
9022001013759001,9022001013759001,1,,14010000579132106,14010000579132197
9022001013759001,9022001013759001,1,,14010000579132983,14010000579133068
9022001013759001,9022001013759001,1,,14010000579133912,14010000579134000
9022001013759001,9022001013759001,1,,14010000579134321,14010000579134451
9022001013759001,9022001013759001,1,,14010000579134561,14010000579134713
9022001013759001,9022001013759001,1,,14010000579135913,14010000579136275
9022001013759001,9022001013759001,1,,14010000579132643,14010000579132764
9022001013759001,9022001013759001,1,,14010000579133120,14010000579133210
9022001013759001,9022001013759001,1,,14010000579133389,14010000579133471
9022001013759001,9022001013759001,1,,14010000579136676,14010000579136957
9022001013759001,9022001013759001,1,,14010000579137070,14010000579137223
9022001013759001,9022001013759001,1,,14010000579132463,14010000579132583
9022001013759001,9022001013759001,1,,14010000579132822,14010000579132919
9022001013759001,9022001013759001,1,,14010000579133259,14010000579133337
9022001013759001,9022001013759001,1,,14010000579133652,14010000579133739
9022001013759001,9022001013759001,1,,14010000579133790,14010000579133864
9022001013759001,9022001013759001,1,,14010000579134185,14010000579134270
9022001013759001,9022001013759001,1,,14010000579134750,14010000579135061
9022001013759001,9022001013759001,1,,14010000579135142,14010000579135512
9022001013759001,9022001013759001,1,,14010000579137305,14010000579137426
9022001013759001,9022001013759001,1,,14010000579137545,14010000579137610
9022001013759001,9022001013759001,1,,14010000630815704,14010000630816065
9022001013759001,9022001013759001,1,,14010000630816466,14010000630816687
9022001013759001,9022001013759001,1,,14010000630815117,14010000630815374
9022001013759001,9022001013759001,1,,14010000630821905,14010000630814745
9022001013759001,9022001013759001,1,,14010000630823596,14010000630823717
9022001013759001,9022001013759001,1,,14010000630823969,14010000579105849
9022001013325005,9022001013325005,1,,14010000592679353,14010000578428217
9022001013325005,9022001013325005,1,,14010000592681450,14010000551720325
9022001013325005,9022001013325005,1,,14010000592681635,14010000551726967
9022001013325005,9022001013325005,1,,14010000592681758,14010000578441379
9022001013325005,9022001013325005,1,,14010000592681993,14010000551737038
9022001013325005,9022001013325005,1,,14010000592682237,14010000551743059
9022001013325005,9022001013325005,1,,14010000592679038,14010000578426307
9022001013325005,9022001013325005,1,,14010000592679463,14010000578428743
9022001013325005,9022001013325005,1,,14010000592679925,14010000578431102
9022001013325005,9022001013325005,1,,14010000592681522,14010000551723451
9022001013325005,9022001013325005,1,,14010000592707011,14010000551747998
9022001013325005,9022001013325005,1,,14010000592679134,14010000623502560
9022001013325005,9022001013325005,1,,14010000592679239,14010000579278994
9022001013325005,9022001013325005,1,,14010000592679805,14010000578430623
9022001013325005,9022001013325005,1,,14010000592681337,14010000551716979
9022001013325005,9022001013325005,1,,14010000592681876,14010000578442026
9022001013325005,9022001013325005,1,,14010000592682502,14010000555225205
9022001013325005,9022001013325005,1,,14010000592705893,14010000578457684
9022001013325005,9022001013325005,1,,14010000592706074,14010000579280410
9022001013325005,9022001013325005,1,,14010000592679686,14010000579279942
9022001013325005,9022001013325005,1,,14010000592681241,14010000551713711
9022001013325005,9022001013325005,1,,14010000592682116,14010000551739976
9022001013325005,9022001013325005,1,,14010000592682357,14010000555225124
9022001013325002,9022001013325004,1,,14010000551657011,14010000551661221
9022001013325002,9022001013325004,1,,14010000551647439,14010000551650303
9022001013325002,9022001013325004,1,,14010000551660602,14010000551664891
9022001013325002,9022001013325004,1,,14010000552805028,14010000555224017
9022001013325002,9022001013325004,1,,14010000552800831,14010000551654111
9022001013325002,9022001013325004,1,,14010000552801861,14010000551657545
9022001013325002,9022001013325004,1,,14010000552798783,14010000579278554
9022001013325002,9022001013325004,1,,14010000575616366,14010000551676691
9022001013325002,9022001013325004,1,,14010000575649217,14010000579282374
9022001013325002,9022001013325004,1,,14010000575658628,14010000579283141
9022001013325002,9022001013325004,1,,14010000575667385,14010000579283780
9022001013325002,9022001013325004,1,,14010000575661166,14010000579283318
9022001013325002,9022001013325004,1,,14010000575644353,14010000579282012
9022001013325002,9022001013325004,1,,14010000575646885,14010000579282189
9022001013325002,9022001013325004,1,,14010000575665462,14010000579283645
9022001013325002,9022001013325004,1,,14010000575656219,14010000579282946
9022001013325002,9022001013325004,1,,14010000575663336,14010000579283495
9022001013325002,9022001013325004,1,,14010000578429817,14010000551671372
9022001013325002,9022001013325004,1,,14010000578440837,14010000579282772
9022001013325002,9022001013325004,1,,14010000578440193,14010000579282563
9022001013325002,9022001013325004,1,,14010000578458081,14010000551674426
9022001013325003,9022001013325002,1,,14010000599296096,14010000623500995
9022001015672001,9022001015672002,1,,14010000613356544,14010000613356906
9022001015672001,9022001015672002,1,,14010000613350397,14010000613350650
9022001015672001,9022001015672002,1,,14010000628741219,14010000613375672
9022001015672001,9022001015672002,1,,14010000628725350,14010000613350650
9022001015672001,9022001015672002,1,,14010000628726988,14010000613352933
9022001015672001,9022001015672002,1,,14010000628730572,14010000613356906
9022001015672001,9022001015672002,1,,14010000621368277,14010000613375672
9022001015672001,9022001015672002,1,,14010000621371564,14010000613352933
9022001015325001,9022001015325001,1,,14010000628716854,14010000613341222
9022001015672002,9022001015672002,1,,14010000628716854,14010000613341552
9022001015325001,9022001015325001,1,,14010000628716854,14010000614375056
9022001015672002,9022001015672002,1,,14010000628716854,14010000614375791
9022001015325001,9022001015325001,1,,14010000628716854,14010000621373585
9022001015325001,9022001015325001,1,,14010000628720026,14010000614377237
9022001015672002,9022001015672002,1,,14010000628720576,14010000613344608
9022001015672002,9022001015672002,1,,14010000628720576,14010000618239970
9022001015325001,9022001015325001,1,,14010000628723180,14010000613347653
9022001015325001,9022001015325001,1,,14010000628723180,14010000613347681
9022001015672002,9022001015672002,1,,14010000628723432,14010000613348323
9022001015325001,9022001015325001,1,,14010000628716399,14010000614374704
9022001015325001,9022001015325001,1,,14010000628716399,14010000621373448
9022001015672002,9022001015672002,1,,14010000628717425,14010000618239692
9022001015325001,9022001015325001,1,,14010000628717425,14010000621373685
9022001015325001,9022001015325001,1,,14010000628718338,14010000613342626
9022001015672002,9022001015672002,1,,14010000628718338,14010000614376655
9022001015325001,9022001015325001,1,,14010000628718338,14010000621369442
9022001015811001,9022001015811001,1,,14010000628719548,14010000618239894
9022001015672002,9022001015672002,1,,14010000628719548,14010000621374024
9022001015325001,9022001015325001,1,,14010000628722427,14010000613346327
9022001015672002,9022001015672002,1,,14010000628722427,14010000613346630
9022001015323001,9022001015344002,1,,14010000628722427,14010000621370237
9022001015672002,9022001015672002,1,,14010000628722695,14010000618240335
9022001015325001,9022001015325001,1,,14010000628724848,14010000613350870
9022001015325001,9022001015325001,1,,14010000628725224,14010000613351918
9022001015325001,9022001015325001,1,,14010000628725224,14010000613352022
9022001015672002,9022001015672002,1,,14010000628727339,14010000621372264
9022001015672002,9022001015672002,1,,14010000628716044,14010000613340279
9022001015325001,9022001015325001,1,,14010000628716044,14010000614374332
9022001015325001,9022001015325001,1,,14010000628716044,14010000614374453
9022001015323001,9022001015344002,1,,14010000628716044,14010000614374476
9022001015672002,9022001015672002,1,,14010000628716044,14010000614374643
9022001015672002,9022001015672002,1,,14010000628716044,14010000618239549
9022001015325001,9022001015325001,1,,14010000628717906,14010000613342150
9022001015325001,9022001015325001,1,,14010000628717906,14010000621373831
9022001015672002,9022001015672002,1,,14010000628718846,14010000613343479
9022001015672002,9022001015672002,1,,14010000628718846,14010000618239831
9022001015325001,9022001015325001,1,,14010000628718846,14010000621373919
9022001015325001,9022001015325001,1,,14010000628721089,14010000613344742
9022001015672002,9022001015672002,1,,14010000628721089,14010000621369875
9022001015672002,9022001015672002,1,,14010000628721919,14010000618240129
9022001015811001,9022001015811001,1,,14010000628721919,14010000618240197
9022001015672002,9022001015672002,1,,14010000628721919,14010000621370131
9022001015672002,9022001015672002,1,,14010000628723848,14010000611397817
9022001015325001,9022001015325001,1,,14010000628723848,14010000613348816
9022001015672002,9022001015672002,1,,14010000628723848,14010000613349179
9022001015325001,9022001015325001,1,,14010000628723848,14010000614378778
9022001015811001,9022001015811001,1,,14010000628723848,14010000618240627
9022001015672002,9022001015672002,1,,14010000628723848,14010000621370963
9022001015672002,9022001015672002,1,,14010000628724112,14010000613349528
9022001015325001,9022001015325001,1,,14010000628724383,14010000613349743
9022001015811001,9022001015811001,1,,14010000628724383,14010000618240727
9022001015325001,9022001015325001,1,,14010000628725085,14010000613351412
9022001015672002,9022001015672002,1,,14010000628725688,14010000613352933
9022001015672002,9022001015672002,1,,14010000628726289,14010000613354618
9022001015325001,9022001015325001,1,,14010000628726289,14010000614380543
9022001015323001,9022001015344002,1,,14010000628726289,14010000621371796
9022001015325001,9022001015325001,1,,14010000628724581,14010000613350155
9022001015325001,9022001015325001,1,,14010000628724581,14010000613350274
9022001015672002,9022001015672002,1,,14010000628724581,14010000613350650
9022001015325001,9022001015325001,1,,14010000628724581,14010000614379084
9022001015672002,9022001015672002,1,,14010000628724581,14010000614379495
9022001015325001,9022001015325001,1,,14010000628731094,14010000613358586
9022001015323001,9022001015344002,1,,14010000628732590,14010000613359689
9022001015325001,9022001015325001,1,,14010000628732123,14010000613359390
